Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,
1006800,110043792884,GOLDSMITH GAS PLANT,GOLDSMITH,TX,79741,,ECTOR COUNTY,31.98,-102.63,211130,"C,W-PROC",Petroleum and Natural Gas Systems,279932.732,278514.7,1281.25,136.782,,,,,,,,,,238097.804,,,,,,,,,,,,,,,,,,,41834.928,,,,,,,,,,,,,,,,,,N,N,N,
1006709,110056530801,GORDON GAS PROCESSING PLANT,GORDON,TX,76453,1160 Hwy. 193 East,PALO PINTO COUNTY,32.54,-98.34,211130,"C,W-PROC",Petroleum and Natural Gas Systems,16093.406,11749.1,4337.75,6.556,,,,,,,,,,11758.356,,,,,,,,,,,,,,,,,,,4335.05,,,,,,,,,,,,,,,,,,N,N,N,
1003219,110033214000,GRAPELAND PLANT,GRAPELAND,TX,75844,2415 FM 1272,HOUSTON COUNTY,31.51,-95.53,486210,"C,W-PROC",Petroleum and Natural Gas Systems,88609.316,88517.8,41.75,49.766,,,,,,,,,,88609.316,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,N,N,N,
1003995,110071161430,GPLC JOLIET SALES,Joliet,IL,60410,,WILL COUNTY,41.45,-88.18,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,27635.718,21769,5854.5,12.218,,,,,,,,,,21789.368,,,,,,,,,,,,,,,,,,,,5846.35,,,,,,,,,,,,,,,,,N,N,N,
1002910,110039000096,GRAYMONT PA INC/PLEASANT GAP PLT,PLEASANT GAP,PA,16823,965 E COLLEGE AVE,CENTRE COUNTY,40.92,-77.72,327410,"C,S",Minerals,767786.71,766710.7,407,669.01,,,,,,,,,,267242.81,,,,,,,,,,,,,,500543.9,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002773,110071161811,GRAYMONT WESTERN U.S. INC. INDIAN CREEK,TOWNSEND,MT,59644,4.5 MILES W. OF TOWNSEND,BROADWATER COUNTY,46.33,-111.62,327410,"C,S",Minerals,318795.61,317764.5,377,654.11,,,,,,,,,,134547.61,,,,,,,,,,,,,,184248,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005828,110008061765,GRAYMONT WESTERN US INC PILOT PEAK,WEST WENDOVER,NV,89883,15 MILES N.W. OF WENDOVER NV,ELKO COUNTY,40.82,-114.25,327410,"C,S",Minerals,475637.016,474184.6,531,921.416,,,,,,,,,,191634.816,,,,,,,,,,,,,,284002.2,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002928,110008061239,GRAYMONT WESTERN US INC. CRICKET MOUNTAIN,DELTA,UT,84624,32 MILES S.W. OF DELTA HWY. 257,MILLARD COUNTY,38.94,-112.82,327410,"C,S",Minerals,732333.002,729996.5,854.25,1482.252,,,,,,,,,,298843.802,,,,,,,,,,,,,,433489.2,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006153,110002349851,GREAT RIVER REGIONAL WASTE AUTHORITY SANITARY LANDFILL,FORT MADISON,IA,52627,2092 303RD AVE,LEE COUNTY,40.65,-91.32,562212,"C,HH",Waste,52823.65,46.4,52777.25,,,,,,,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52777.25,,,,N,N,N,
1002786,110010810621,GREATER LEBANON REFUSE LDFL,LEBANON,PA,17046,1610 RUSSELL ROAD,LEBANON COUNTY,40.36,-76.49,562212,"C,HH",Waste,10953.85,46.6,10907.25,,,,,,,,,,,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10907.25,,,,N,N,N,
1007223,110000412303,GREDE LLC - IRON MOUNTAIN,KINGSFORD,MI,49802,801 S. CARPENTER AVE.,DICKINSON COUNTY,45.80,-88.07,331511,C,Metals,16511.786,16437,28,46.786,,,,,,,,,,16511.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002034,110000420606,GREDE LLC REEDSBURG,REEDSBURG,WI,53959,700 ASH STREET,SAUK COUNTY,43.53,-90.00,331511,C,Metals,55337.95,55008.1,121.25,208.6,,,,,,,,,,55337.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001825,110000421464,GREEN BAY PACKAGING INC MILL DIVISION,GREEN BAY,WI,54302,1601 NORTH QUINCY STREET,BROWN COUNTY,44.53,-88.00,322130,C,Pulp and Paper,110207.262,110077.8,56.75,72.712,,,,,,,,,3031.4,110207.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002098,110000597890,GREEN BAY PACKAGING/ARK KRAFT,MORRILTON,AR,72110,338 HIGHWAY 113 SOUTH,CONWAY COUNTY,35.10,-92.74,322130,"AA,C,TT","Pulp and Paper,Waste",173682.684,84409.8,86737.5,2535.384,,,,,,,,,558821.7,63395.124,,,,,,,,,,,,,,,,,,,,,,,,,,,24131.31,,,,,,,,,86156.25,N,N,N,
1003899,110071162534,GREEN LAKE PLANT,PORT LAVACA,TX,77979,13050 State Highway 185N,CALHOUN COUNTY,28.43,-96.50,325199,"C,X",Chemicals,285940.182,285767.2,66,106.982,,,,,,,,,16056.1,87897.982,,,,,,,,,,,,,,,,,,,,,,,,198042.2,,,,,,,,,,,,,N,N,N,
1000344,110022409883,GREEN PLAINS CENTRAL CITY LLC,CENTRAL CITY,NE,68826,214 20TH ST,MERRICK COUNTY,41.11,-97.97,325193,C,Other,135777.388,135637.1,64,76.288,,,,,,,,,,135777.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006364,110039493429,GREEN PLAINS OBION LLC,RIVES,TN,38253,2098 MCDONALD RD,OBION COUNTY,36.28,-89.15,325193,C,Other,158968.252,158804.4,74.75,89.102,,,,,,,,,,158968.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004731,110056930193,GREEN PLAINS OTTER TAIL LLC,FERGUS FALLS,MN,56537,24096 170TH AVENUE,OTTER TAIL COUNTY,46.31,-96.13,325193,C,Other,87505.22,87414.8,41.25,49.17,,,,,,,,,,87505.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004332,110027236694,GREEN PLAINS SHENANDOAH LLC,SHENANDOAH,IA,51601,4124 AIRPORT RD,FREMONT COUNTY,40.75,-95.40,325193,C,Other,99717.424,99614.4,47,56.024,,,,,,,,,,99717.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004331,110035761930,GREEN PLAINS SUPERIOR LLC,SUPERIOR,IA,51363,1495 320TH AVE,DICKINSON COUNTY,43.43,-94.95,325193,C,Other,75745.664,75667.3,35.75,42.614,,,,,,,,,,75745.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002790,110071161372,GREEN VALLEY CHEMICAL CORP,CRESTON,IA,50801,1284 N CHERRY ST,UNION COUNTY,41.07,-94.36,325311,"C,G",Chemicals,57519.692,57517.5,1,1.192,,,,,,,,,,2306.392,,,,55213.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004483,110008986810,GREEN VALLEY LANDFILL,ASHLAND,KY,41102,100 ADDINGTON RD,BOYD COUNTY,38.39,-82.80,562212,"C,HH",Waste,42519.75,16,42503.75,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42503.75,,,,N,N,N,
1007925,110006662307,GREENRIDGE RECLAMATION Landfill,SCOTTDALE,PA,15683,234 LANDFILL RD,WESTMORELAND COUNTY,40.13,-79.58,562212,"C,HH",Waste,38957.4,90.9,38866.5,,,,,,,,,,,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38866.5,,,,N,N,N,
1005895,110035783872,GREENWOOD FARMS LANDFILL,TYLER,TX,75708,12920 FM 2767,SMITH COUNTY,32.37,-95.19,562212,HH,Waste,57393,,57393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57393,,,,N,N,N,
1003943,110061841976,GREIF RIVERVILLE LLC,Riverville,VA,24553,861 Fibre Plant Road,AMHERST COUNTY,37.51,-78.91,322110,"AA,C,TT","Pulp and Paper,Waste",168780.206,132002.1,34767.5,2010.606,,,,,,,,,228015.3,104030.532,,,,,,,,,,,,,,,,,,,,,,,,,,,30385.174,,,,,,,,,34364.5,N,N,N,
1006310,110020030946,GREELEY GAS PLANT,GREELEY,CO,80634,3009 WEST 49TH STREET,WELD COUNTY,40.36,-104.73,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",39414.102,38670.8,721.25,22.052,,,,,,,,,,38574.804,,,,,,,,,,,,,,,,,,,839.298,,,,,,,,,,,,,,,,,,N,N,N,
1005722,110071162372,GRIMES COUNTY CMP STN,ROANS PRAIRIE,TX,77875,,GRIMES COUNTY,30.57,-95.99,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,48650.044,41649.3,6977.5,23.244,,,,,,,,,,41684.044,,,,,,,,,,,,,,,,,,,,6966,,,,,,,,,,,,,,,,,N,N,N,
1003289,110000585750,GRIFFIN PIPE PRODUCTS COMPANY - LYNCHBURG,LYNCHBURG,VA,24505,10 ADAMS STREET - UPPER BASIN,LYNCHBURG CITY,37.42,-79.14,331511,C,Metals,71062.13,70690.7,137.5,233.93,,,,,,,,,,71062.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007615,110000817439,GROWS LDFL WASTE MGMT,MORRISVILLE,PA,19067,1513 BORDENTOWN ROAD,BUCKS COUNTY,40.16,-74.78,562212,"C,HH",Waste,133234.588,5013.3,128219.5,1.788,,,,,,,,,,5015.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128218.75,,,,N,N,N,
1000088,110067382013,GSA Central Heating,WASHINGTON,DC,20407,325 13th STREETS SOUTHWEST,,38.89,-77.02,221330,C,Power Plants,110555.132,110440.6,52.25,62.282,,,,,,,,,,110555.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007998,110000347161,"GSK, INC.",ZEBULON,NC,27597,1011 NORTH ARENDELL AVENUE,WAKE COUNTY,35.83,-78.32,325412,"C,OO","Chemicals,Industrial Gas Suppliers",8524.468,8515.7,4,4.768,,,,,,,,,,8524.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007221,110007501499,GUAM POWER AUTHORITY - CABRAS POWER PLANT,PITI,GU,96915,322 CABRAS HIGHWAY,GUAM,13.46,144.66,221112,C,Power Plants,509940.578,508275.9,491.75,1172.928,,,,,,,,,,509940.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1000872,110037061988,GUARDIAN ENERGY LLC,JANESVILLE,MN,56048,4745 380TH AVE,WASECA COUNTY,44.11,-93.68,325193,C,Other,185667.2,185475.4,87.5,104.3,,,,,,,,,,185667.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002770,110071161838,GUARDIAN INDUSTRIES - Corsicana,CORSICANA,TX,75110,3801 S. HWY. 287,NAVARRO COUNTY,32.06,-96.43,327211,"C,N",Minerals,115483.976,115395.2,40.5,48.276,,,,,,,,,,85469.376,,,,,,,,,30014.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002864,110017403745,GUARDIAN INDUSTRIES - DeWitt,DEWITT,IA,52742,300 SOUTH 5TH AVENUE EAST,CLINTON COUNTY,41.81,-90.52,327211,"C,N",Minerals,115784.606,115704.3,36.5,43.806,,,,,,,,,,77400.406,,,,,,,,,38384.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002905,110000566245,GUARDIAN INDUSTRIES CARLETON FACILITY,CARLETON,MI,48117,14600 ROMINE ROAD,MONROE COUNTY,42.09,-83.36,327211,"C,N",Minerals,160369.404,160247.2,55.75,66.454,,,,,,,,,,118362.804,,,,,,,,,42006.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002160,110004541434,GUARDIAN INDUSTRIES LLC,GENEVA,NY,14456,50 FORGE AVE,ONTARIO COUNTY,42.88,-76.97,327211,"C,N",Minerals,114132.952,114051.3,37.25,44.402,,,,,,,,,,79208.452,,,,,,,,,34924.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007904,110071161729,GUARDIAN INDUSTRIES LLC - KINGSBURG,KINGSBURG,CA,93631,11535 EAST MOUNTAINVIEW AVENUE,TULARE COUNTY,36.49,-119.53,327211,"C,N",Minerals,120985.13,120897.7,39.75,47.68,,,,,,,,,,84278.13,,,,,,,,,36707,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002924,110071159618,GUARDIAN INDUSTRIES LLC - RICHBURG,RICHBURG,SC,29729,610 L AND C RAILWAY DIST PARK STATE HIGHWAY 9,CHESTER COUNTY,34.68,-81.01,327211,"C,N",Minerals,132787.648,132691.2,44,52.448,,,,,,,,,,93440.548,,,,,,,,,39347.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006811,110000896816,Gadsby,SALT LAKE CITY,UT,84104,1407 WEST NORTH TEMPLE REAR,Salt Lake,40.77,-111.93,221112,"C,D",Power Plants,114696.124,114579.4,53.25,63.474,,,,,,,,,,227.1,114469.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007423,110000368183,Gadsden,GADSDEN,AL,35903,1000 GOODYEAR AVE,Etowah,34.01,-85.97,221112,"C,D",Power Plants,6663.976,6657.4,3,3.576,,,,,,,,,,5532.28,1131.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013196,110071232136,Galaxy Compressor Station,Parker,PA,16049,,BUTLER COUNTY,41.09,-79.76,211130,"C,W-PROC",Petroleum and Natural Gas Systems,35781.568,35106.9,655,19.668,,,,,,,,,,34196.472,,,,,,,,,,,,,,,,,,,1585.096,,,,,,,,,,,,,,,,,,N,N,N,
1008037,110043806913,GULFSTREAM STATION 410 (a.k.a. STATION 100),CODEN,AL,36523,6301 ROCK ROAD,MOBILE COUNTY,30.40,-88.19,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,243387.758,236824.1,6430.75,132.908,,,,,,,,,,237061.108,,,,,,,,,,,,,,,,,,,,6326.65,,,,,,,,,,,,,,,,,N,N,N,
1007080,110037383836,GULFSTREAM STATION 420,PALMETTO,FL,34221,4610 BUCKEYE ROAD,MANATEE COUNTY,27.62,-82.52,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,43118.956,38385,4712.5,21.456,,,,,,,,,,38419.056,,,,,,,,,,,,,,,,,,,,4699.9,,,,,,,,,,,,,,,,,N,N,N,
1013886,110070931050,Gaines County Crossover Compressor Station,Seminole,TX,79360,481 County Road 106,GAINES COUNTY,32.75,-102.52,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,37437.86,37148,269,20.86,,,,,,,,,,37186.26,,,,,,,,,,,,,,,,,,,,251.6,,,,,,,,,,,,,,,,,N,N,N,
1002404,110071160528,"Gainesville Regional Utilities, South Energy Center",Gainesville,FL,32608,1390 SW 14th Ave,ALACHUA COUNTY,29.64,-82.34,221112,C,Power Plants,25874.05,25846.9,12.25,14.9,,,,,,,,,,25874.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004454,,Galena Park Terminal,Galena Park,TX,77547,12510 American Petroleum Rd,,29.74,-95.21,424710,"C,MM-EXP","Petroleum Product Suppliers,Petroleum and Natural Gas Systems",4290.084,4285.7,2,2.384,,,,,,,,,,4290.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1008185,110037844376,Galena Park Terminal,Galena Park,TX,77547,906 Clinton Dr.,HARRIS COUNTY,29.73,-95.23,493190,C,Other,32842.076,32808.1,15.5,18.476,,,,,,,,,,32842.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007790,110000493136,Gallatin,GALLATIN,TN,37066,1499 STEAM PLANT RD,Sumner,36.32,-86.40,221112,"C,D",Power Plants,4717235.711,4681092.8,13232.075,22910.836,,,,,,,,,,12745.279,4704490.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1005585,110059763536,Galveston Bay Refinery,TEXAS CITY,TX,77592,2401 5TH AVE S IN TEXAS CITY,GALVESTON COUNTY,29.38,-94.93,324110,"C,D,DD,MM-REF,Y","Other,Petroleum Product Suppliers,Power Plants,Refineries",7439548.832,7381671.6,43913.25,13963.982,,,,,,,,,,2872981.534,2530566.31,,,,,,,,,,,,,,,,,,,,,,,,2036000.988,,,,,,,,,,,,N,N,N,
1014593,,Galveston Crude Processing Unit,Galveston,TX,77554,4800 Old Port Industrial Road,,29.30,-94.83,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",65357.624,65116.5,200,41.124,,,,,,,,,,63141.764,,,,,,,,,,,,,,,,,,,,,,,,,2215.86,,,,,,,,,,,,N,N,N,
1007454,110007342303,Gans Generating Facility,Lake Lynn,PA,15451,581 GANS ROAD,Fayette,39.75,-79.84,221112,D,Power Plants,77002.064,76923.8,35.65,42.614,,,,,,,,,,,77002.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1011728,,Garden Banks 72,Offshore,LA,00000,,,27.89,-92.55,211130,C,Petroleum and Natural Gas Systems,2239.214,2231.6,2.25,5.364,,,,,,,,,,2239.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001586,110003215299,Garden City,GARDEN CITY,KS,67846,2075 W SAINT JOHN ST,Finney,37.97,-100.90,221112,"C,D",Power Plants,24854.504,24828.2,12,14.304,,,,,,,,,,20234.572,4619.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002101,110043806922,Garnet Valley Facility,LAS VEGAS,NV,89165,11401 I15,CLARK COUNTY,35.99,-115.09,221112,C,Power Plants,358194.3,357824.4,168.75,201.15,,,,,,,,,,358194.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1012065,110067543554,Garrison Energy Center,Dover,DE,19901,"450 Garrison, Oak Dr",KENT COUNTY,39.18,-75.50,221112,D,Power Plants,482707.196,482195,228.5,283.696,,,,,,,,,,,482707.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005478,110040494523,Gary Sanitary Closed Landfill,Gary,IN,46402,1900  Burr St,LAKE COUNTY,41.58,-87.41,562212,HH,Waste,19419,,19419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19419,,,,N,N,N,
1003043,110041135580,Garyville Refinery,Garyville,LA,70051,155 Sugarcane Road,ST. JOHN THE BAPTIST PARISH,30.06,-90.59,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",3837433.522,3805913,20468,11052.522,,,,,,,,,,2882315.51,,,,,,,,,,,,,,,,,,,,,,,,,955118.012,,,,,,,,,,,,N,N,N,
1010020,,Garden Banks 260 A,Offshore,LA,00000,,,27.73,-91.99,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,19438.656,14503.2,4914,21.456,,,,,,,,,,12180.336,,,,,,,,,,,,,,,,,,7258.32,,,,,,,,,,,,,,,,,,,N,N,N,
1013398,,Garden City Compressor Station,Big Spring,TX,79721,5001 Highway 3,,32.25,-101.48,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,48389.28,31642.9,16728.5,17.88,,,,,,,,,,31675.38,,,,,,,,,,,,,,,,,,,,16713.9,,,,,,,,,,,,,,,,,N,N,N,
1013942,110070931006,Gas Transmission Northwest - Madras,MADRAS,OR,97741,,JEFFERSON COUNTY,44.44,-121.04,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,44353.788,42779.4,1550.25,24.138,,,,,,,,,,42822.288,,,,,,,,,,,,,,,,,,,,1531.5,,,,,,,,,,,,,,,,,N,N,N,
1013313,110070596046,Gas Transmission Northwest Pipeline (Eastport Compressor Station),Sandpoint,ID,83864,237 Samuels Road,BONNER COUNTY,48.43,-116.49,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,81788.246,81137.2,605.75,45.296,,,,,,,,,,81220.096,,,,,,,,,,,,,,,,,,,,568.15,,,,,,,,,,,,,,,,,N,N,N,
1004781,110070596412,Gas Transmission Northwest Pipeline Athol CS#5,ATHOL,ID,83801,2244 EAST SEASONS ROAD,KOOTENAI COUNTY,47.92,-116.76,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,120237.052,119261.8,908.5,66.752,,,,,,,,,,119383.752,,,,,,,,,,,,,,,,,,,,853.3,,,,,,,,,,,,,,,,,N,N,N,
1005013,110071160400,Gas Transmission Northwest Pipeline Bend CS#12,BEND,OR,97701,55640 S. Highway 97,DESCHUTES COUNTY,43.82,-121.43,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,74173.28,71671.3,2461.75,40.23,,,,,,,,,,71742.88,,,,,,,,,,,,,,,,,,,,2430.4,,,,,,,,,,,,,,,,,N,N,N,
1004780,110071160462,Gas Transmission Northwest Pipeline Bonanza CS#14,BONANZA,OR,97623,,KLAMATH COUNTY,42.17,-121.44,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,59322.28,58220.5,1069,32.78,,,,,,,,,,58279.78,,,,,,,,,,,,,,,,,,,,1042.5,,,,,,,,,,,,,,,,,N,N,N,
1004783,110071160464,Gas Transmission Northwest Pipeline Chemult CS#13,CHEMULT,OR,97731,,KLAMATH COUNTY,43.08,-121.83,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,81657.346,80748.8,863.25,45.296,,,,,,,,,,80831.296,,,,,,,,,,,,,,,,,,,,826.05,,,,,,,,,,,,,,,,,N,N,N,
1004782,110071160463,Gas Transmission Northwest Pipeline Ione CS#9,IONE,OR,97843,,MORROW COUNTY,45.49,-119.85,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,37657.916,35670.7,1967.25,19.966,,,,,,,,,,35705.516,,,,,,,,,,,,,,,,,,,,1952.4,,,,,,,,,,,,,,,,,N,N,N,
1004778,110071160461,Gas Transmission Northwest Pipeline Kent CS#10,KENT,OR,97033,,SHERMAN COUNTY,45.13,-120.61,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,100530.078,98706.4,1768.25,55.428,,,,,,,,,,98806.628,,,,,,,,,,,,,,,,,,,,1723.45,,,,,,,,,,,,,,,,,N,N,N,
1004773,110006459643,Gas Transmission Northwest Pipeline Rosalia CS#6,ROSALIA,WA,99170,EAST 315 BABB ROAD,SPOKANE COUNTY,47.28,-117.41,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,109027.396,107622.2,1345,60.196,,,,,,,,,,107731.696,,,,,,,,,,,,,,,,,,,,1295.7,,,,,,,,,,,,,,,,,N,N,N,
1005008,110070596046,Gas Transmission Northwest Pipeline Sandpoint CS#4,SANDPOINT,ID,83864,237 SAMUELS ROAD,BONNER COUNTY,48.43,-116.49,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,113435.626,112164.7,1207.75,63.176,,,,,,,,,,112279.776,,,,,,,,,,,,,,,,,,,,1155.85,,,,,,,,,,,,,,,,,N,N,N,
1004775,110005320955,Gas Transmission Northwest Pipeline Wallula CS#8,WALLULA,WA,99363,638 LAMBDIN RD,WALLA WALLA COUNTY,46.05,-118.84,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,127135.43,124802.4,2263,70.03,,,,,,,,,,124929.08,,,,,,,,,,,,,,,,,,,,2206.35,,,,,,,,,,,,,,,,,N,N,N,
1012641,,"Gas Transmission Northwest Starbuck Sta.#7 (Starbuck, WA)",Starbuck,WA,99359,Lyons Ferry Road,,46.52,-118.13,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,121513.648,120168.3,1278,67.348,,,,,,,,,,120290.948,,,,,,,,,,,,,,,,,,,,1222.7,,,,,,,,,,,,,,,,,N,N,N,
1011886,110042256322,Gateway North Mine,Coulterville,IL,62237,12968 State Route 13,RANDOLPH COUNTY,38.18,-89.62,212115,"C,FF",Other,42549.748,587.2,41962.25,0.298,,,,,,,,,,587.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41962,,,,,,N,N,N,
1013559,110021100191,Gaylord Generating Station,Gaylord,MI,49735,2700 Millbocker Road,OTSEGO COUNTY,45.00,-84.72,221112,C,Power Plants,35503.316,35466.6,16.75,19.966,,,,,,,,,,35503.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1010663,110004844401,Geisinger Medical Center,Danville,PA,17822,100 North Academy Avenue,MONTOUR COUNTY,40.97,-76.60,622110,C,Other,33730.772,33695.7,16,19.072,,,,,,,,,,33730.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001194,110071160209,Gen J M Gavin,CHESHIRE,OH,45620,OHIO ROUTE 7,Gallia,38.93,-82.12,221112,"C,D",Power Plants,11298606.69,11208104.9,33097.75,57404.038,,,,,,,,,,15550.298,11283056.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1001200,110000310191,General Electric Aviation,LYNN,MA,01910,1000 WESTERN AVE,Essex,42.45,-70.97,336412,C,Other,27499.518,27456.4,16,27.118,,,,,,,,,,27499.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1010554,110000404759,General Motors LLC Orion Assembly,Lake Orion,MI,48359,4555 Giddings Road,OAKLAND COUNTY,42.72,-83.26,336110,C,Other,23230.87,23102.2,42.25,86.42,,,,,,,,,20424.4,23230.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004317,110042681176,General Motors LLC Wentzville,Wentzville,MO,63385,1500 East Route A,ST. CHARLES COUNTY,38.81,-90.82,336110,C,Other,76881.66,76802.2,36.25,43.21,,,,,,,,,,76881.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
