Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,
1013927,110044994539,Columbia Gas Transmission-Strasburg Compressor Station,Strasburg,VA,22657,34646 Old Valley Pike,SHENANDOAH COUNTY,39.01,-78.32,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,27145.5,26482.6,648,14.9,,,,,,,,,,26509.9,,,,,,,,,,,,,,,,,,,,635.6,,,,,,,,,,,,,,,,,N,N,N,
1013604,110070715993,Columbia Gulf Transmission - Cane Ridge CS,Antioch,TN,37013,992 -Barnes Road,DAVIDSON COUNTY,36.02,-86.69,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,85915.332,84628.7,1239.25,47.382,,,,,,,,,,84715.532,,,,,,,,,,,,,,,,,,,,1199.8,,,,,,,,,,,,,,,,,N,N,N,
1014595,110070640664,Columbia Gas Transmission - Terra Alta CS,Terra Alta,WV,26764,8251 Aurora Pike,PRESTON COUNTY,39.42,-79.55,486210,"C,W-UNSTG",Petroleum and Natural Gas Systems,23940.42,21272.5,2656,11.92,,,,,,,,,,21294.22,,,,,,,,,,,,,,,,,,,,,2646.2,,,,,,,,,,,,,,,,N,N,N,
1014515,110071397396,"Columbia Gulf Transmission - Chicot CS (St. Landry, LA)",St. Landry,LA,71367,,EVANGELINE PARISH,30.86,-92.25,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,134588.544,134160.9,352.25,75.394,,,,,,,,,,134299.444,,,,,,,,,,,,,,,,,,,,289.1,,,,,,,,,,,,,,,,,N,N,N,
1013599,,Columbia Gulf Transmission - Clifton Junction CS,Waynesboro,TN,38485,2208 -Savannah Highway,,35.31,-87.90,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,89907.764,89162.7,695,50.064,,,,,,,,,,89254.564,,,,,,,,,,,,,,,,,,,,653.2,,,,,,,,,,,,,,,,,N,N,N,
1013607,110070594518,Columbia Gulf Transmission - Goodluck CS,Summer Shade,KY,42166,211 Earl Shives Road,METCALFE COUNTY,36.91,-85.66,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,94599.894,94272.1,274.75,53.044,,,,,,,,,,94369.544,,,,,,,,,,,,,,,,,,,,230.35,,,,,,,,,,,,,,,,,N,N,N,
1013589,110070715985,Columbia Gulf Transmission - Grayson CS,Grayson,KY,41143,1199 Beckwith Branch Road,CARTER COUNTY,38.35,-82.91,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,126080.582,124323.1,1687.75,69.732,,,,,,,,,,124450.932,,,,,,,,,,,,,,,,,,,,1629.65,,,,,,,,,,,,,,,,,N,N,N,
1013600,,Columbia Gulf Transmission - Holcomb CS,Holcomb,MS,39040,1420 Old Hwy 7,,33.74,-90.03,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,75242.618,74835.6,365,42.018,,,,,,,,,,74912.768,,,,,,,,,,,,,,,,,,,,329.85,,,,,,,,,,,,,,,,,N,N,N,
1014347,110071232195,"Columbia Gulf Transmission - Lake Arthur Compressor Station (Jennings, LA)",Jennings,LA,70546,,JEFFERSON DAVIS PARISH,30.11,-92.69,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,32874.678,32458,398.5,18.178,,,,,,,,,,32491.128,,,,,,,,,,,,,,,,,,,,383.55,,,,,,,,,,,,,,,,,N,N,N,
1014598,110070458557,Columbia Gulf Transmission - Means CS,Frenchburg,KY,40322,9801 Hawkins Branch Road,MENIFEE COUNTY,37.93,-83.75,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,26883.506,25086.5,1783,14.006,,,,,,,,,,25111.856,,,,,,,,,,,,,,,,,,,,1771.65,,,,,,,,,,,,,,,,,N,N,N,
1013594,110070458579,Columbia Gulf Transmission - Morehead CS,Morehead,KY,40351,4100 Cranston Road,ROWAN COUNTY,38.25,-83.44,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,132810.452,131978,758.25,74.202,,,,,,,,,,132114.252,,,,,,,,,,,,,,,,,,,,696.2,,,,,,,,,,,,,,,,,N,N,N,
1013603,,Columbia Gulf Transmission - New Albany CS,New Albany,MS,38652,1280 -County Road 137,,34.53,-88.95,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,94859.694,94549.9,256.75,53.044,,,,,,,,,,94647.444,,,,,,,,,,,,,,,,,,,,212.25,,,,,,,,,,,,,,,,,N,N,N,
1013608,110070222918,Columbia Gulf Transmission - Paint Lick,Paint Lick,KY,40461,Richmond Road,GARRARD COUNTY,37.58,-84.46,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,93906.498,93450.3,403.75,52.448,,,,,,,,,,93546.648,,,,,,,,,,,,,,,,,,,,359.85,,,,,,,,,,,,,,,,,N,N,N,
1014517,110071397431,"Columbia Gulf Transmission - Red Mountain CS (Enterprise, LA)",Enterprise,LA,71425,,CATAHOULA PARISH,31.88,-91.92,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,138883.728,138256.2,549.75,77.778,,,,,,,,,,138399.028,,,,,,,,,,,,,,,,,,,,484.7,,,,,,,,,,,,,,,,,N,N,N,
1014592,,Columbia Gulf Transmission - Shelburn CS,Lake Providence,LA,71254,420 TC Energy Rd,,32.80,-91.17,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,83268.04,82495.6,726.25,46.19,,,,,,,,,,82580.24,,,,,,,,,,,,,,,,,,,,687.8,,,,,,,,,,,,,,,,,N,N,N,
1012685,110003329416,Columbia Gulf Transmission LLC Alexandria CS,Deville,LA,71328,7666 Hickory Grouve Loop,RAPIDES PARISH,31.43,-92.23,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,175224.802,171921.5,3206.75,96.552,,,,,,,,,,172096.952,,,,,,,,,,,,,,,,,,,,3127.85,,,,,,,,,,,,,,,,,N,N,N,
1012920,110071161972,Columbus Compressor Station,Ashville,OH,43103,14724 Ett-Noecker Rd.,PICKAWAY COUNTY,39.71,-82.87,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,221168.218,220514.5,529.75,123.968,,,,,,,,,,220742.268,,,,,,,,,,,,,,,,,,,,425.95,,,,,,,,,,,,,,,,,N,N,N,
1003863,110071161276,Columbus Pine Grove MSWLF,Columbus,GA,31907,7900 Pine Grove Way,MUSCOGEE COUNTY,32.50,-84.86,562212,HH,Waste,97037.5,,97037.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97037.5,,,,N,N,N,
1001204,110001147786,Colver Green Energy,COLVER,PA,15927,141 INTERPOWER DRIVE,Cambria,40.55,-78.80,221112,D,Power Plants,897019.754,894990.2,599.75,1429.804,,,,,,,,,,,897019.754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1001462,110000467851,Comanche (470),PUEBLO,CO,81006,2005 LIME RD,Pueblo,38.21,-104.57,221112,"C,D",Power Plants,6991405.874,6954674.5,1861.5,34869.874,,,,,,,,,,195.4,6991210.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1001191,110001631707,Comanche (8059),LAWTON,OK,73501,6601 SE 60TH ST,Comanche,34.54,-98.32,221112,D,Power Plants,269001.904,268729,124.5,148.404,,,,,,,,,,,269001.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007538,110001907768,Commonwealth Chesapeake,NEW CHURCH,VA,23415,3415 WHITE OAK WAY,Accomack,37.99,-75.54,221112,D,Power Plants,18058.158,17996.4,18.25,43.508,,,,,,,,,,,18058.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006045,110071162464,Commonwealth Rolled Products,LEWISPORT,KY,42351,1372 STATE ROAD 1957,HANCOCK COUNTY,37.95,-86.85,331314,C,Metals,179883.072,179697.3,84.75,101.022,,,,,,,,,,179883.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1003326,110061445814,Comfort Compressor Station,Comfort,TX,78013,515 FM 473,KENDALL COUNTY,30.00,-98.83,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,57550.138,56156.8,1361.75,31.588,,,,,,,,,,56213.388,,,,,,,,,,,,,,,,,,,,1336.75,,,,,,,,,,,,,,,,,N,N,N,
1002406,110043803881,Compressor Station 601,Peetz,CO,80747,37500 County Rd 78,LOGAN COUNTY,40.99,-102.86,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,9981.966,9239.9,737,5.066,,,,,,,,,,9248.016,,,,,,,,,,,,,,,,,,,,733.95,,,,,,,,,,,,,,,,,N,N,N,
1012033,110005687364,Cherokee LNG,Ballground,GA,30107,12860 E Cherokee Drive,CHEROKEE COUNTY,34.28,-84.37,221210,"C,W-LNGSTG","Other,Petroleum and Natural Gas Systems",18091.884,17474.3,607.75,9.834,,,,,,,,,,17492.384,,,,,,,,,,,,,,,,,,,,,,599.5,,,,,,,,,,,,,,,N,N,N,
1009764,110000469920,Compass Minerals Ogden Inc,Ogden,UT,84404,765 N 10500 W,WEBER COUNTY,41.27,-112.22,212390,C,Other,93961.796,93864.8,44.25,52.746,,,,,,,,,,93961.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006445,110002408608,ConAgra Foods Inc.,Oakdale,CA,95361,554 S. Yosemite Ave.,STANISLAUS COUNTY,37.76,-120.84,311421,C,Other,68071.644,68001.5,32,38.144,,,,,,,,,,68071.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006896,110001039705,ConAgra Foods Inc.,MILTON,PA,17847,30 MARR STREET,NORTHUMBERLAND COUNTY,41.01,-76.86,311422,C,Other,27379.996,27351.5,13,15.496,,,,,,,,,,27379.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013721,110000453223,Conagra - Russellville,Russellville,AR,72802,3100 E. MAIN ST.,POPE COUNTY,35.28,-93.09,311615,C,Other,17208.536,17191,8,9.536,,,,,,,,,,17208.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001086,110071161421,Concord,WATERTOWN,WI,53094,N8914 COUNTY HIGHWAY E,Jefferson,43.17,-88.69,221112,"C,D",Power Plants,88704.67,88614.5,41,49.17,,,,,,,,,,58.2,88646.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1000877,110000538801,Conemaugh,NEW FLORENCE,PA,15944,1442 POWER PLANT ROAD,Indiana,40.38,-79.06,221112,"C,D",Power Plants,2804426.1,2789468.2,750.75,14207.15,,,,,,,,,,4743.684,2799682.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1005789,110063104670,ConocoPhillips Alaska Inc - KRU CPF1,North Slope,AK,00000,,NORTH SLOPE BOROUGH,70.32,-149.61,211120,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",492539.018,491783.5,415.5,340.018,,,,,,,,,267.8,492379.018,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,N,N,N,
1004422,110063104670,ConocoPhillips Alaska Inc - KRU CPF2,North Slope,AK,00000,,NORTH SLOPE BOROUGH,70.29,-149.89,211120,C,Petroleum and Natural Gas Systems,293507.848,293205.9,137.75,164.198,,,,,,,,,,293507.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004998,110070081909,ConocoPhillips Alaska Inc - KRU CPF3,North Slope,AK,00000,,NORTH SLOPE BOROUGH,70.40,-149.82,211120,C,Petroleum and Natural Gas Systems,337420.78,337072.8,158.75,189.23,,,,,,,,,,337420.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1005001,110070081910,ConocoPhillips Alaska Inc - KRU STP,North Slope,AK,00000,,NORTH SLOPE BOROUGH,70.51,-149.87,211120,C,Petroleum and Natural Gas Systems,77506.66,77427.2,36.25,43.21,,,,,,,,,,77506.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007575,110071161415,Conroe 6 Landfill,Conroe,TX,77301,1750 N. Loop 336 East,MONTGOMERY COUNTY,30.31,-95.43,562212,HH,Waste,1654,,1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654,,,,N,N,N,
1010549,110000403661,Consolidated Grain and Barge,Mount Vernon,IN,47620,2781 Bluff Road,POSEY COUNTY,37.93,-87.87,311224,C,Other,54040.396,53984.5,25.5,30.396,,,,,,,,,,54040.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007193,110070828282,"Constellium Rolled Products Ravenswood, LLC",Ravenswood,WV,26164,859 Century Road,JACKSON COUNTY,38.93,-81.84,331314,C,Metals,122967.336,122840.2,58,69.136,,,,,,,,,,122967.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1012424,110000410323,"Continental Dairy Facilities, LLC",Coopersville,MI,49404,999 W. Randall St,OTTAWA COUNTY,43.06,-85.95,311514,C,Other,49518.764,49467.8,23.25,27.714,,,,,,,,,,49518.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001779,,"Constitution Spar, Green Canyon 680 Platform",Offshore,LA,00000,,,27.29,-89.03,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,98599.564,94791.6,3631.25,176.714,,,,,,,,,,67251.836,,,,,,,,,,,,,,,,,,31347.728,,,,,,,,,,,,,,,,,,,N,N,N,
1002265,110000569803,ContangoResources_LOST CABIN,Lysite,WY,82642,165 LOST CABIN Road,FREMONT COUNTY,43.27,-107.60,211130,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",183282.756,180076,3155.5,51.256,,,,,,,,,,59599.276,,,,,,,,,,,,,,,,,,,123683.48,,,,,,,,,,,,,,,,,,N,N,N,
1009181,110044359459,Converse Central Facility,Mansfield,LA,71052,4513 Hwy 513,DE SOTO PARISH,31.96,-93.68,211120,"C,W-PROC",Petroleum and Natural Gas Systems,416317.63,409351.4,6888.75,77.48,,,,,,,,,,129986.36,,,,,,,,,,,,,,,,,,,286331.27,,,,,,,,,,,,,,,,,,N,N,N,
1007535,110061980076,Consumers Energy - Ray Compressor Station,Armada,MI,48005,69333 Omo Road,MACOMB COUNTY,42.81,-82.86,221210,"C,W-NGTC",Petroleum and Natural Gas Systems,18603.056,11915.5,6681,6.556,,,,,,,,,,11919.756,,,,,,,,,,,,,,,,,,,,6683.3,,,,,,,,,,,,,,,,,N,N,N,
1007962,110071161136,Coolidge Generating Station,Randolph,AZ,85128,"T6S, R8E, Section 10",Pinal,32.92,-111.50,221112,D,Power Plants,241402.604,241157.1,112,133.504,,,,,,,,,,,241402.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007442,110038193068,"Cooper River Partners, LLC",Goose Creek,SC,29445,1588 Bushy Park Road,BERKELEY COUNTY,32.99,-79.93,221330,C,Power Plants,59945.578,59874.8,30.25,40.528,,,,,,,,,,59945.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001092,110002232209,Cope Station,COPE,SC,29038,405 TEAMWORK ROAD,Orangeburg,33.36,-81.03,221112,"C,D",Power Plants,968629.962,965856.7,1069,1704.262,,,,,,,,,,718.848,967911.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
1014843,,"Copper Ridge Landfill, LLC",Welch,WV,24801,530 Copper Ridge Road,,37.47,-81.60,562212,HH,Waste,60931.25,,60931.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60931.25,,,,N,N,N,
1000540,110005162457,Copper Station,EL PASO,TX,79915,651 HAWKINS BLVD,El Paso,31.76,-106.38,221112,C,Power Plants,43094.788,43050.4,20.25,24.138,,,,,,,,,,43094.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001354,110002073005,Cordova Energy Company,CORDOVA,IL,61242,24712 192ND AVE NORTH,Rock Island,41.71,-90.28,221112,"C,D",Power Plants,293296.464,292998.9,135.75,161.814,,,,,,,,,,1600.796,291695.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1002623,110071162161,"Copano Energy Houston Central Plant, TX",Sheridan,TX,77475,1651 County Rd. 255 South,COLORADO COUNTY,29.63,-96.72,211130,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",394026.072,385761.1,8082,182.972,,,,,,,,,,316357.308,,,,,,,,,,,,,,,,,,,77668.764,,,,,,,,,,,,,,,,,,N,N,N,
1009530,110000328770,Corelle Brands - Charleroi Plant,Charleroi,PA,15022,100 8th Street,WASHINGTON COUNTY,40.14,-79.90,327212,"C,N",Minerals,27847.464,27824.4,10.25,12.814,,,,,,,,,,21582.064,,,,,,,,,6265.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007232,110071161137,Cornell University Ithaca Campus,ITHACA,NY,14853,Humphreys Service Building ROUTE 366,Tompkins,42.44,-76.48,611310,C,Other,148239.89,148086.7,69.75,83.44,,,,,,,,,,148239.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004570,110049249075,Cornerstone Chemical Company,Waggaman,LA,70094,10800 River Road,JEFFERSON PARISH,29.96,-90.27,325199,"C,X",Chemicals,332073.068,331817.7,116.5,138.868,,,,,,,,,,247958.468,,,,,,,,,,,,,,,,,,,,,,,,84114.6,,,,,,,,,,,,,N,N,N,
1005984,110000321599,"Corning Pharmaceutical Glass, LLC",VINELAND,NJ,08360,563 CRYSTAL AVENUE,CUMBERLAND COUNTY,39.50,-75.02,327212,"C,N",Minerals,31362.284,31330.5,14.5,17.284,,,,,,,,,,31007.884,,,,,,,,,354.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007103,110071160859,Coronado Generating Station,ST JOHNS,AZ,85936,,Apache,34.58,-109.27,221112,"C,D,HH","Power Plants,Waste",3663722.948,3634670,10822.5,18230.448,,,,,,,,,,1129.232,3662285.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.25,,,,N,N,Y,
1001363,110017743245,Corpus Christi Energy Center,CORPUS CHRISTI,TX,78407,3952 BUDDY LAWRENCE DRIVE,Nueces,27.81,-97.43,221112,"C,D",Power Plants,1366344.332,1364955.7,633.5,755.132,,,,,,,,,,68943.74,1297400.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1012506,110020147465,Corpus Christi Terminal Condensate Splitter,Corpus Christi,TX,78407,1802 Poth Lane,NUECES COUNTY,27.81,-97.44,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",71585.174,70672.2,700.5,212.474,,,,,,,,,,65620.38,,,,,,,,,,,,,,,,,,,,,,,,,5964.794,,,,,,,,,,,,N,N,N,
1002529,110000758298,Corteva Agriscience LLC  Harbor Beach Operations,HARBOR BEACH,MI,48441,305 NORTH HURON,HURON COUNTY,43.85,-82.65,325320,C,Chemicals,56532.988,56474.9,26.5,31.588,,,,,,,,,,56532.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013179,,Corpus Christi Liquefaction,Gregory,TX,78359,2822 La Quinta Rd,,27.89,-97.27,221210,"C,W-LNGIE",Petroleum and Natural Gas Systems,3037796.268,3024188.1,11912.25,1695.918,,,,,,,,,,2930649.312,,,,,,,,,,,,,,,,,,,,,,,107146.956,,,,,,,,,,,,,,N,N,N,
1013365,,Corona Compressor Station,Smithfield,WV,26437,5082 Gilbert Ridge Road,,39.52,-80.54,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,39042.654,38931.4,89.5,21.754,,,,,,,,,,38971.404,,,,,,,,,,,,,,,,,,,,71.25,,,,,,,,,,,,,,,,,N,N,N,
1007805,110000602544,Corteva agriscience - Pittsburg Operations,PITTSBURG,CA,94565,901 LOVERIDGE ROAD,CONTRA COSTA COUNTY,38.02,-121.86,325199,C,Chemicals,26220.752,26193.9,12.25,14.602,,,,,,,,,,26220.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1006565,110000597319,"Cos-Mar Company, Styrene Monomer Plant",Carville,LA,70721,6325 Highway 75,IBERVILLE PARISH,30.23,-91.07,325110,C,Chemicals,311662.848,311374.6,131.5,156.748,,,,,,,,,,311662.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1008999,110000490709,Cosmopolis Pulp Mill,Cosmopolis,WA,98537,1701 First St,GRAYS HARBOR COUNTY,46.95,-123.76,322110,"AA,C,TT","Pulp and Paper,Waste",2864,0,2864,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,2864,N,N,N,
1000323,110024286075,Cosumnes Power Plant,HERALD,CA,95638,14295A Clay East Road,Sacramento,38.34,-121.12,221112,D,Power Plants,1117202.15,1116025.5,528.5,648.15,,,,,,,,,15909.8,,1117202.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001291,110000423658,Cottage Grove Cogeneration,COTTAGE GROVE,MN,55016,9525 105TH ST COURT S,Washington,44.80,-92.91,221112,"C,D",Power Plants,473641.842,473160.4,219.5,261.942,,,,,,,,,,15008.644,458633.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1007303,110012181673,Cottonwood Energy Project,DEWEYVILLE,TX,77614,976 COUNTY ROAD 4213,Newton,30.26,-93.74,221112,"C,D",Power Plants,2384097.516,2381677,1104.25,1316.266,,,,,,,,,,24.6,2384072.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1001603,110029512837,Coughlin Power Station,ST. LANDRY,LA,71367,2180 ST LANDRY HWY,Evangeline,30.84,-92.26,221112,D,Power Plants,1625690.576,1624040,753,897.576,,,,,,,,,,,1625690.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1012110,,County of Orange - CUF,Santa Ana,CA,92703,525 N. Flower Street,,33.75,-117.86,921190,C,Other,30430.836,30399.6,14.25,16.986,,,,,,,,,,30430.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1013729,110070716061,Coupland Pump Station,Taylor,TX,76574,200 County Road 454,WILLIAMSON COUNTY,30.48,-97.40,486990,C,Other,25204.956,25179.2,11.75,14.006,,,,,,,,,,25204.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1014368,110071232152,County Line Processing Plant,Orla,TX,79770,,REEVES COUNTY,31.87,-103.87,211130,"C,W-PROC",Petroleum and Natural Gas Systems,118546.428,100890.6,17622.75,33.078,,,,,,,,,,55547.74,,,,,,,,,,,,,,,,,,,62998.688,,,,,,,,,,,,,,,,,,N,N,N,
1003200,110000514676,Covanta Stanislaus Inc.,CROWS LANDING,CA,95313,4040 FINK ROAD,STANISLAUS COUNTY,37.39,-121.14,562213,C,Waste,94436.396,89934,1752.75,2749.646,,,,,,,,,116645,94436.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004963,110008996051,Covanta WBH,Tulsa,OK,74107,2122 S. Yukon Avenue,TULSA COUNTY,36.13,-96.02,562213,C,Waste,111963.558,106994.1,1938.5,3030.958,,,,,,,,,121943,111963.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1003439,110060901859,Covel Gardens Recycling and Disposal Facility,San Antonio,TX,78252,8611 Covel Road,BEXAR COUNTY,29.34,-98.65,562212,HH,Waste,175522.25,,175522.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175522.25,,,,N,N,N,
1001406,110015846076,Covert Generating Station,COVERT,MI,49043,26000 77TH ST,Van Buren,42.32,-86.29,221112,"C,D",Power Plants,2950608.916,2947613,1366.75,1629.166,,,,,,,,,,130.1,2950478.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1004621,110000463098,Covestro LLC,Baytown,TX,77523,8500 West Bay Road,CHAMBERS COUNTY,29.76,-94.90,325211,C,Other,53070.9,53016.1,25,29.8,,,,,,,,,,53070.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1014627,,Covia Crane Facility,Crane,TX,79731,10750 FM 1233,,31.48,-102.70,212322,C,Other,26225.952,26199.1,12.25,14.602,,,,,,,,,,26225.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1014638,,Covia Kermit Facility,Kermit,TX,79745,8037 E State Highway 115,,31.94,-102.98,212322,C,Other,26225.952,26199.1,12.25,14.602,,,,,,,,,,26225.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,
1014396,110070671361,Cowboy CDP,Malaga,NM,88263,932 Buck Jackson Road,EDDY COUNTY,32.16,-103.84,211120,"C,W-PROC",Petroleum and Natural Gas Systems,73088.92,61619.4,11435.25,34.27,,,,,,,,,,40005.9,,,,,,,,,,,,,,,,,,,33083.02,,,,,,,,,,,,,,,,,,N,N,N,
1008180,110005381942,Cowlitz County Headquarters Landfill,Castle Rock,WA,98611,3434 South Silver Lake Road,COWLITZ COUNTY,46.25,-122.78,562212,"C,HH",Waste,317648.034,,317593.5,54.534,,,,,,,,,15159.1,77.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317570.25,,,,N,N,N,
1007420,110071160210,Coyote,BEULAH,ND,58523,6240 13TH ST SW,Mercer,47.22,-101.81,221112,"C,D",Power Plants,2935490.148,2913336.9,8102.25,14050.998,,,,,,,,,,1698.222,2933791.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,
