Mine ID,Mine Name_x,Commodity,Mine Status,Status Date,Type of Mine,Mine Name_y,Street,City,State,Zip Code
1701004,Telsmith Crusher Plant,Construction Sand and Gravel,Intermittent,7/30/2018,Surface,Telsmith Crusher Plant,341 Mosher Road,Gorham,Maine,4038.0
1701005,Quarry-1,Construction Sand and Gravel,Active,11/4/2024,Surface,Quarry-1,1087 South Clary RD,Jefferson,Maine,4348.0
1701006,Achiever 46 Screen,Construction Sand and Gravel,Abandoned,11/21/2023,Surface,Achiever 46 Screen,14 State Route 46,Bucksport,Maine,4416.0
1701007,Astec Portable Crusher #2,Construction Sand and Gravel,Active,5/22/2025,Surface,Astec Portable Crusher #2,665 Rte 3,South China,Maine,4358.0
1701008,Smith Quarry,Construction Sand and Gravel,Abandoned,4/22/2024,Surface,Smith Quarry,231 Smith Rd,New Sharon,Maine,4955.0
1701009,Wilkinson Excavation,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Wilkinson Excavation,35 Weymouth Road,Gray,Maine,4039.0
1701010,Screen Plant 1,Construction Sand and Gravel,Intermittent,7/11/2018,Surface,Screen Plant 1,99 Coles Corner Road,Winterport,Maine,4496.0
1701011,Davis Pit,Construction Sand and Gravel,Intermittent,7/18/2018,Surface,Davis Pit,271 Curtis Rd,Monroe,Maine,4986.0
1701012,CIN 000208,Construction Sand and Gravel,Intermittent,8/28/2018,Surface,CIN 000208,460 York Street,Caribou,Maine,4736.0
1701013,Portable Unit # 11,Construction Sand and Gravel,Intermittent,9/10/2020,Surface,Portable Unit # 11,939 Parker Farm Road,Buxton,Maine,4093.0
1701014,JCI Screen Plant,Construction Sand and Gravel,Abandoned,3/30/2020,Surface,JCI Screen Plant,383 River Road,Lewiston,Maine,4240.0
1701015,Portable Crusher,Construction Sand and Gravel,Abandoned,12/18/2024,Surface,Portable Crusher,25 Solon Rd ,North Anson,Maine,4958.0
1701016,Southern Maine Aggregates,Construction Sand and Gravel,Abandoned,4/1/2024,Surface,Southern Maine Aggregates,425 Cape Rd,Limington,Maine,4042.0
1701017,Finlay Track Screen,Construction Sand and Gravel,Abandoned,3/30/2020,Surface,Finlay Track Screen,50 Alfred A Plourde Parkway,Lewiston,Maine,4240.0
1701020,Portable Unit #3,Construction Sand and Gravel,Intermittent,11/22/2018,Surface,Portable Unit #3,939 Parker Farm Rd,Buxton,Maine,4093.0
1701021,Bethel Airport Pit ,Construction Sand and Gravel,Active,5/22/2025,Surface,Bethel Airport Pit ,Airport Rd.,Bethel,Maine,4217.0
1701022,Searsport Wash Plant,Construction Sand and Gravel,Intermittent,8/19/2019,Surface,Searsport Wash Plant,19 Dump Rd,Searsport,Maine,4974.0
1701023,Web LLC,Construction Sand and Gravel,Intermittent,7/17/2019,Surface,Web LLC,Route 182,Franklin,Maine,4634.0
1701024,Portable Unit # 10,Construction Sand and Gravel,TempIdle,8/21/2025,Surface,Portable Unit # 10,939 Parker Farm Road,Gorham,Maine,4093.0
1701025,Portable Sand Screen,Construction Sand and Gravel,Intermittent,12/4/2024,Surface,Portable Sand Screen,75 Hardscrabble Road,Limington,Maine,4049.0
1701026,Sukeforth Excavation & Trucking,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Sukeforth Excavation & Trucking,712 Waldoboro Rd,Washington,Maine,4574.0
1701027,Nunes Materials,Construction Sand and Gravel,Intermittent,10/8/2019,Surface,Nunes Materials,1653 Long Falls Dam Rd,Lexington,Maine,4961.0
1701028,Daniel Pit,Construction Sand and Gravel,Intermittent,10/29/2019,Surface,Daniel Pit,892 Waldoboro Rd,Washington,Maine,4574.0
1701029,Peter Hemond,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Peter Hemond,293 W. Minot Rd,Minot,Maine,4258.0
1701030,Tony Lash Excavation,Construction Sand and Gravel,Intermittent,10/30/2019,Surface,Tony Lash Excavation,900 Waldoboro Rd,Washington,Maine,4574.0
1701031,Finley Portable Screen,Construction Sand and Gravel,Abandoned,1/1/2020,Surface,Finley Portable Screen,Crane Bridge Rd,Monroe,Maine,4951.0
1701032,Auburn Asphalt- Litchfield,Construction Sand and Gravel,Intermittent,6/9/2020,Surface,Auburn Asphalt- Litchfield,1446 Richmond Road,Litchfield,Maine,4062.0
1701033,Picard Enterprises,Construction Sand and Gravel,Intermittent,3/2/2020,Surface,Picard Enterprises,80 New County Rd,Saco,Maine,4072.0
1701034,Frink Pit,Construction Sand and Gravel,Active,12/18/2024,Surface,Frink Pit,Monroe Rd ,Hampden,Maine,4444.0
1701036,Crusher C654,Construction Sand and Gravel,Intermittent,6/3/2020,Surface,Crusher C654,72 Jefferson St,Washington,Maine,4574.0
1701037,Robert's Rd Quarry,Construction Sand and Gravel,Active,12/18/2024,Surface,Robert's Rd Quarry,194 Roberts Rd,Bowdoin,Maine,4287.0
1701038,Brad Aitken + Sons Trucking + Earthwork,Construction Sand and Gravel,Abandoned,4/15/2024,Surface,Brad Aitken + Sons Trucking + Earthwork,78 Back Brooks Rd,Monroe,Maine,4951.0
1701039,Russell's Gravel,Construction Sand and Gravel,Abandoned,4/23/2024,Surface,Russell's Gravel,5194 Bennoch Road,Lagrange,Maine,4453.0
1701040,Premier Trak 400X,Construction Sand and Gravel,Active,5/22/2025,Surface,Premier Trak 400X,387 East Elm Street,Yarmouth,Maine,4096.0
1701041,Moose Ridge Pit,Construction Sand and Gravel,Intermittent,10/26/2020,Surface,Moose Ridge Pit,88 Moose Ridge Road,Mapleton,Maine,4757.0
1701042,Portable 2,Construction Sand and Gravel,Intermittent,5/22/2025,Surface,Portable 2,103 Lewiston Road,Topsham,Maine,40865001.0
1701043,Portable 3,Construction Sand and Gravel,TempIdle,8/15/2025,Surface,Portable 3,103 Lewiston Road,Topsham,Maine,40865001.0
1701044,Gracelawn,Construction Sand and Gravel,Active,5/25/2022,Surface,Gracelawn,225 Gracelawn Ave,Auburn,Maine,4210.0
1701045,Astec Cone Plant,Construction Sand and Gravel,Intermittent,10/4/2021,Surface,Astec Cone Plant,661 W River Road,Augusta,Maine,4330.0
1701046,Quirion - Pioneer 2650 Track Jaw Crusher,Construction Sand and Gravel,Intermittent,10/4/2021,Surface,Quirion - Pioneer 2650 Track Jaw Crusher,661 W River Road,Augusta,Maine,4330.0
1701049,321 Aztec GT165DT,Construction Sand and Gravel,Intermittent,11/15/2021,Surface,321 Aztec GT165DT,563 Town Farm Road,Farmington,Maine,4938.0
1701050,A-Pit,Construction Sand and Gravel,Active,12/18/2024,Surface,A-Pit,2491 H Road,Acton,Maine,4001.0
1701051,Ingles pit ,Construction Sand and Gravel,Abandoned,11/21/2023,Surface,Ingles pit ,Muskrat Farm Road,Stockton Springs,Maine,4981.0
1701052,LM Pit,Construction Sand and Gravel,Intermittent,7/26/2021,Surface,LM Pit,375 Park St,Milo,Maine,4463.0
1701054,Hanson and Son Earth Works LLC ,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Hanson and Son Earth Works LLC ,Bennoch Rd. ,Lagrange,Maine,4453.0
1701056,Spyder 516T,Construction Sand and Gravel,Intermittent,10/18/2022,Surface,Spyder 516T,Warren Lane,Surry,Maine,4684.0
1701057,Kleemann Evo,Construction Sand and Gravel,Intermittent,10/19/2022,Surface,Kleemann Evo,11 Warren Lane ,Surry ,Maine,4684.0
1701058,450 RT Roto,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,450 RT Roto,67 Cousins Rd ,Franklin ,Maine,4634.0
1701059,DuBois Livestock Inc.,Construction Sand and Gravel,Active,4/10/2023,Surface,DuBois Livestock Inc.,990 Old Kennbunk Rd,Lyman,Maine,4046.0
1701060,portable plant,Construction Sand and Gravel,Intermittent,10/1/2022,Surface,portable plant,24 Main Rd.,"Charleston, Penobscot, ME",Maine,4422.0
1701061,BAXTER PIT,Construction Sand and Gravel,Active,11/25/2024,Surface,BAXTER PIT,Middle Road,Standish,Maine,4084.0
1701062,ROUND STONE,Construction Sand and Gravel,Intermittent,7/6/2022,Surface,ROUND STONE,MEADOW RD,WINTERPORT,Maine,4496.0
1701063,Metso Portable Crusher #2,Construction Sand and Gravel,Intermittent,5/19/2025,Surface,Metso Portable Crusher #2,210 Coles Corner Road,Winterport,Maine,4444.0
1701064,4th Gen Sand & Gravel,Construction Sand and Gravel,Intermittent,10/25/2022,Surface,4th Gen Sand & Gravel,381 cave hill road,Waltham,Maine,4605.0
1701065,Hollis Pit,Construction Sand and Gravel,Abandoned,5/1/2023,Surface,Hollis Pit,1217 Cape Road,Hollis,Maine,4042.0
1701066,Dixmont,Construction Sand and Gravel,Abandoned,12/18/2024,Surface,Dixmont,Mitchell Road,Dixmont,Maine,4932.0
1701067,M Pit,Construction Sand and Gravel,Intermittent,2/26/2025,Surface,M Pit,Mann Road,Acton,Maine,4001.0
1701068,Reed Screen R-210,Construction Sand and Gravel,Intermittent,7/13/2022,Surface,Reed Screen R-210,Muskrat Farm Road,Stockton Springs,Maine,4972.0
1701069,West Bethel Pit,Construction Sand and Gravel,Intermittent,6/15/2022,Surface,West Bethel Pit,US RT 2,West Bethel,Maine,4286.0
1701070,Weymouth Pit,Construction Sand and Gravel,Intermittent,6/29/2022,Surface,Weymouth Pit,1550 county rd,Greenfield,Maine,4418.0
1701071,Rock Enterprises,Construction Sand and Gravel,Abandoned,9/9/2024,Surface,Rock Enterprises,233 Range E Road,Limerick,Maine,4046.0
1701073,Dority Pit,Construction Sand and Gravel,Active,12/18/2024,Surface,Dority Pit,Dority Farm Rd.,Mariaville,Maine,4605.0
1701074,Portable Crusher,Construction Sand and Gravel,Intermittent,5/1/2023,Surface,Portable Crusher,Mann Road,Acton,Maine,4001.0
1701075,The Rawson 4832,Construction Sand and Gravel,Intermittent,8/18/2025,Surface,The Rawson 4832,Rte 232,Bethel,Maine,4217.0
1701076,Brown Quarry ,Construction Sand and Gravel,Active,12/18/2024,Surface,Brown Quarry ,brown lane ,berwick,Maine,3901.0
1701077,RDO Olson Screen Plant ,Construction Sand and Gravel,Intermittent,5/1/2023,Surface,RDO Olson Screen Plant ,Carol Pit Road,Newfield,Maine,4056.0
1701078,Kinney and Company,Construction Sand and Gravel,Abandoned,10/14/2022,Surface,Kinney and Company,Corner Road,Bridgewater,Maine,4735.0
1701080,Portable Crusher #2,Construction Sand and Gravel,Intermittent,5/1/2023,Surface,Portable Crusher #2,650 Mann Road,Acton,Maine,4001.0
1701081,ECI Materials,Construction Sand and Gravel,Active,12/18/2024,Surface,ECI Materials,610 Park Street,So Paris,Maine,4281.0
1701082,TRUNDY PIT,Construction Sand and Gravel,Abandoned,2/18/2025,Surface,TRUNDY PIT,62 Merrill Hill Road,Hebron,Maine,4238.0
1701083,B&L Pit,Construction Sand and Gravel,Intermittent,7/13/2023,Surface,B&L Pit,185 Fort Road,Presque Isle,Maine,4769.0
1701085,Portable Unit # 7,Construction Sand and Gravel,Intermittent,7/10/2023,Surface,Portable Unit # 7,939 Parker Farm Rd,Buxton,Maine,4093.0
1701088,Portable Sandvik Screener,Construction Sand and Gravel,Intermittent,4/25/2023,Surface,Portable Sandvik Screener,210 Coles Corner Road,Winterport,Maine,4496.0
1701089,Woods Mobile Crushing,Construction Sand and Gravel,Intermittent,5/10/2023,Surface,Woods Mobile Crushing,249 Middle Road,Standish ,Maine,4084.0
1701090,Gore Pit,Construction Sand and Gravel,Abandoned,12/13/2023,Surface,Gore Pit,Gore Road,Palermo,Maine,4354.0
1701091,Charles A. Plante & Sons Pit,Construction Sand and Gravel,Intermittent,10/3/2023,Surface,Charles A. Plante & Sons Pit,161 West Shore Drive ,Acton ,Maine,4001.0
1701092,Terex Finlay 883+ Screen Plant,Construction Sand and Gravel,Intermittent,5/23/2023,Surface,Terex Finlay 883+ Screen Plant,341 Mosher Road,Gorham,Maine,4038.0
1701093,Portable Plant,Construction Sand and Gravel,Active,11/20/2024,Surface,Portable Plant,151 WOTTONS MILL RD,WARREN,Maine,4864.0
1701094,B-Pit,Construction Sand and Gravel,Intermittent,6/26/2023,Surface,B-Pit,00 West Shore Drive,Acton,Maine,4001.0
1701095,Jaw Crusher,Construction Sand and Gravel,Intermittent,7/3/2023,Surface,Jaw Crusher,Greenfield road ,greenbush,Maine,4418.0
1701096,Chieftain Screen,Construction Sand and Gravel,Intermittent,7/21/2023,Surface,Chieftain Screen,Greenfield road ,Greenbush,Maine,4418.0
1701097,Astec FT2650 Jaw,Construction Sand and Gravel,Intermittent,7/31/2023,Surface,Astec FT2650 Jaw,1065 Odlin Road,Hermon,Maine,4401.0
1701099,Brex Mobile Plant,Construction Sand and Gravel,Intermittent,10/19/2023,Surface,Brex Mobile Plant,950 Bragdon Road,Wells,Maine,4090.0
1701100,2023 READ SCREEN,Construction Sand and Gravel,Intermittent,8/30/2023,Surface,2023 READ SCREEN,146 MacQuinn Road,Hancock,Maine,4640.0
1701101,Portable Screen,Construction Sand and Gravel,Intermittent,10/2/2023,Surface,Portable Screen,158 Joaquin Road,Athens,Maine,4912.0
1701102,CHAMBERLAIN PIT,Construction Sand and Gravel,Intermittent,9/12/2023,Surface,CHAMBERLAIN PIT,489 SOKOKIS TRAIL,LIMERICK,Maine,4048.0
1701103,Astec GT165,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Astec GT165,Happy Hollow Road,Union,Maine,4862.0
1701104,Great Hollow Pit,"Sand, Common",Intermittent,11/7/2023,Surface,Great Hollow Pit,1163 Shapleigh Corner RD,Shapleigh,Maine,4076.0
1701105,Prescott Aggregates,Construction Sand and Gravel,Intermittent,10/12/2023,Surface,Prescott Aggregates,176 Vigue Road,Whitefield,Maine,4341.0
1701106,MCM-ASHP,Construction Sand and Gravel,Intermittent,10/27/2023,Surface,MCM-ASHP,121 Sanford Road,Augusta,Maine,4330.0
1701107,Garland Road Pit,Construction Sand and Gravel,Intermittent,11/8/2023,Surface,Garland Road Pit,87 Garland Road,Ellsworth,Maine,4605.0
1701108,TC Gravel Springy Pond Pit,Construction Sand and Gravel,Intermittent,11/15/2023,Surface,TC Gravel Springy Pond Pit,1 Pisgah Mountain Rd,Clifton,Maine,4428.0
1701109,FT3055 Mobile Jaw Plant,Construction Sand and Gravel,Intermittent,1/29/2024,Surface,FT3055 Mobile Jaw Plant,Forbidden Lane,Litchfield,Maine,4350.0
1701110,Shoestring Pit,Construction Sand and Gravel,Intermittent,4/22/2024,Surface,Shoestring Pit,Shoestring Rd,Lovell,Maine,4051.0
1701111,Powerscreen,Construction Sand and Gravel,Intermittent,5/24/2024,Surface,Powerscreen,50 Back Ridge Road ,Houlton,Maine,4730.0
1701112,Affordable Mine,Construction Sand and Gravel,TempIdle,8/29/2025,Surface,Affordable Mine,108 Littlefield Rd,Sabattus,Maine,4280.0
1701113,Public Works,Construction Sand and Gravel,Abandoned,3/10/2025,Surface,Public Works,530 Maine Ave,Bangor,Maine,4401.0
1701114,Lippmann Screen,Construction Sand and Gravel,Intermittent,4/29/2024,Surface,Lippmann Screen,57 Ossipee Trail,Gorham,Maine,4038.0
1701115,Webb Ridge Road Quarry ,Construction Sand and Gravel,Intermittent,5/24/2024,Surface,Webb Ridge Road Quarry ,Webb Ridge Road,St. Albans,Maine,4971.0
1701116,ROUND STONE-2,Construction Sand and Gravel,Active,5/22/2025,Surface,ROUND STONE-2,unknown,Hermon,Maine,4401.0
1701117,Portlable Unit 12,Construction Sand and Gravel,Intermittent,5/24/2024,Surface,Portlable Unit 12,939 Parker Farm Rd,Buxton,Maine,4093.0
1701118,Portable Plant,Construction Sand and Gravel,Intermittent,8/21/2025,Surface,Portable Plant,191 Ossipee Trail West,Standish,Maine,4084.0
1701119,Ripley Pit,Construction Sand and Gravel,Intermittent,8/5/2024,Surface,Ripley Pit,1104 Hallowell Rd,Durham,Maine,4022.0
1701120,Astec Screener GT205S 2022,Construction Sand and Gravel,Intermittent,6/10/2024,Surface,Astec Screener GT205S 2022,560 Mann Road,Acton,Maine,4001.0
1701121,Astec Screener  GT165  #2,Construction Sand and Gravel,Intermittent,6/10/2024,Surface,Astec Screener  GT165  #2,Mann Road ,Acton,Maine,4001.0
1701122,2227 Route 109 Pit-N Pit ,Construction Sand and Gravel,Intermittent,6/3/2024,Surface,2227 Route 109 Pit-N Pit ,2227 Route 109  ,Acton,Maine,4001.0
1701123,Rocky 2020 2650 Portable,Construction Sand and Gravel,Intermittent,6/24/2024,Surface,Rocky 2020 2650 Portable,537 High Street,West Gardiner,Maine,4345.0
1701124,Taylor Pit,Construction Sand and Gravel,Intermittent,6/6/2024,Surface,Taylor Pit,68 Taylor Dr,Houlton,Maine,4730.0
1701125,Portable Plant 1,Construction Sand and Gravel,Intermittent,6/21/2024,Surface,Portable Plant 1,15  Holmes Road,Bristol,Maine,4539.0
1701126,Astec 3055 Jaw,Construction Sand and Gravel,Intermittent,12/16/2024,Surface,Astec 3055 Jaw,563 Town Farm Road,Farmington,Maine,4938.0
1701128,Cedarapids CRC1150S,Construction Sand and Gravel,Intermittent,8/8/2024,Surface,Cedarapids CRC1150S,135 Colonel Stairs Road,Friendship,Maine,4547.0
1701129,Powerscreen Premiertrak 400X,Construction Sand and Gravel,Intermittent,8/8/2024,Surface,Powerscreen Premiertrak 400X,135 Colonel Stairs Road,Friendship,Maine,4547.0
1701130,Astec Screen 214941,Construction Sand and Gravel,Abandoned,11/14/2024,Surface,Astec Screen 214941,1065 Odlin Road,Bangor,Maine,4401.0
1701131,Astec 350 P212209,Construction Sand and Gravel,Abandoned,10/10/2024,Surface,Astec 350 P212209,1065 Odlin Road,Bangor,Maine,4401.0
1701132,Astec 300 P192051,Construction Sand and Gravel,Abandoned,10/10/2024,Surface,Astec 300 P192051,1065 Odlin Road,Hermon ,Maine,4401.0
1701133,McCloskey Portable Cone Crusher,Construction Sand and Gravel,Intermittent,8/27/2024,Surface,McCloskey Portable Cone Crusher,Rte 32 Pit Road,So. China,Maine,4358.0
1701134,Lovell Pit,Construction Sand and Gravel,Abandoned,7/9/2025,Surface,Lovell Pit,104 Patterson Hill Rd,Lovell,Maine,4051.0
1701135,Goose Pond Road Sand & Gravel,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Goose Pond Road Sand & Gravel,806 Goose Pond Road,Shapleigh,Maine,4076.0
1701136,David Stevens Excavation,Construction Sand and Gravel,Intermittent,10/14/2024,Surface,David Stevens Excavation,94 Cemetery Road,Belgrade,Maine,4917.0
1701138,Libby Pit,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Libby Pit,0 Trails Edge Way,Bridgeton,Maine,4009.0
1701139,Brownfield Pit,Construction Sand and Gravel,Abandoned,7/9/2025,Surface,Brownfield Pit,0 Brookside Acres Rd,Brownfield,Maine,4010.0
1701142,cr237 1987 read screen,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,cr237 1987 read screen,146 MacQuinn Road,Hancock,Maine,4640.0
1701144,Portable Crusher,Construction Sand and Gravel,Abandoned,7/28/2025,Surface,Portable Crusher,158 Joaquin Road,Athens,Maine,4912.0
1701145,Quarry- 2,Construction Sand and Gravel,TempIdle,8/15/2025,Surface,Quarry- 2,1086 South Clary Road,Jefferson,Maine,4348.0
1701147,BFP MINE,Construction Sand and Gravel,Intermittent,11/25/2024,Surface,BFP MINE,92 Bar Harbor Road,Trenton,Maine,4605.0
1701148,Sabbathday Knoll Quarry,Construction Sand and Gravel,TempIdle,6/10/2025,Surface,Sabbathday Knoll Quarry,34 pond rd,new Gloucester,Maine,4260.0
1701151,Portable Crusher,Construction Sand and Gravel,Intermittent,1/7/2025,Surface,Portable Crusher,1000 riverside dr,augusta,Maine,4330.0
1701152,Portable Screen,Construction Sand and Gravel,Intermittent,1/7/2025,Surface,Portable Screen,147 Leeds Road,Livermore Falls,Maine,4254.0
1701153,Whale's Back Pit,Construction Sand and Gravel,Intermittent,1/7/2025,Surface,Whale's Back Pit,Whalesback Dr.,Poland,Maine,4274.0
1701155,B PIT,"Sand, Common",Intermittent,5/19/2025,Surface,B PIT,1067 Sokokis Trail,Waterboro,Maine,4030.0
1701156,McCloskey Screen S190 3DT #903559,Construction Sand and Gravel,Intermittent,5/20/2025,Surface,McCloskey Screen S190 3DT #903559,665 Route 3,South China,Maine,4358.0
1701159,GKAT Aggregate Sales,"Sand, Common",Intermittent,4/28/2025,Surface,GKAT Aggregate Sales,24 Litchfield Road,Wales,Maine,4280.0
1701160,Pine Hill Quarry,Construction Sand and Gravel,Intermittent,5/7/2025,Surface,Pine Hill Quarry,1270 River Rd,Orrington,Maine,4474.0
1701161,Portable Screen-Aztec,Construction Sand and Gravel,Intermittent,5/22/2025,Surface,Portable Screen-Aztec,147 Livermore Falls,Livermore Falls,Maine,4254.0
1701162,Houlton Gravel Pit,Construction Sand and Gravel,Intermittent,6/20/2025,Surface,Houlton Gravel Pit,103 B Road,Houlton,Maine,4730.0
1701167,CEC JAW,Construction Sand and Gravel,NewMine,8/14/2025,Surface,CEC JAW,26 Paris Rd,Bethel ,Maine,4216.0
1800287,Waldorf-MD Sand & Gravel,Construction Sand and Gravel,Active,3/18/1983,Surface,Waldorf-MD Sand & Gravel,12475 Acton Ln,Waldorf,Maryland,20601.0
1800303,Mardela Springs-MD SG,Construction Sand and Gravel,Intermittent,1/29/2024,Surface,Mardela Springs-MD SG,25714 Ocean Gateway,Mardela Springs,Maryland,21837.0
1800304,Amrize Kirby Road Sand & Gravel,Construction Sand and Gravel,Active,7/28/2020,Surface,Amrize Kirby Road Sand & Gravel,5401 Kirby Road,Clinton,Maryland,20735.0
1800305,Rosser Pit,Construction Sand and Gravel,Active,4/7/2021,Surface,Rosser Pit,2539 Veterans Drive,Federalsburg,Maryland,21632.0
1800313,Pocomoke City Sand & Gravel,Construction Sand and Gravel,Abandoned,7/18/2017,Surface,Pocomoke City Sand & Gravel,1200 Unionville Rd,Pocomoke,Maryland,21851.0
1800318,BBSS PIT,Construction Sand and Gravel,Abandoned,9/11/2017,Surface,BBSS PIT,2641 Brickhead RD,Gambrills,Maryland,21054.0
1800326,PERRYVILLE PLANT,Construction Sand and Gravel,Active,10/5/1995,Surface,PERRYVILLE PLANT,4080 Pulaski Highway,Perryville,Maryland,21903.0
1800328,Belvedere Plant,Construction Sand and Gravel,Active,3/8/1976,Surface,Belvedere Plant,1079 Belvidere Rd,Port Deposit,Maryland,21904.0
1800348,MARYLAND MINERALS ,"Sand, Common",Active,3/31/2025,Surface,MARYLAND MINERALS ,566 Hoyes Sang Run Road,Friendsville,Maryland,21531.0
1800410,Laurel Operation ,Construction Sand and Gravel,Abandoned,10/13/2009,Surface,Laurel Operation ,5401 Van Dusen Rd,Laurel,Maryland,20707.0
1800481,MERIT BRANDYWINE,Construction Sand and Gravel,Abandoned,12/11/2002,Surface,MERIT BRANDYWINE,12400 Crain Hwy,Brandywine,Maryland,20613.0
1800497,FURNACE BAY PLANT,Construction Sand and Gravel,Active,3/8/1976,Surface,FURNACE BAY PLANT,499 Mountain Hill Road,Perryville,Maryland,21903.0
1800567,Annapolis Junction Operation,Construction Sand and Gravel,Abandoned,5/25/1993,Surface,Annapolis Junction Operation,Brock Bridge Rd,Laurel,Maryland,20724.0
1800572,Leonardtown Sand & Gravel,Construction Sand and Gravel,Abandoned,5/15/2008,Surface,Leonardtown Sand & Gravel,21475 Abells Wharf Road,Leonardtown,Maryland,20650.0
1800574,Mechanicsville-MD Sand & Gravel,Construction Sand and Gravel,Active,3/18/1983,Surface,Mechanicsville-MD Sand & Gravel,29010 Commerce Park Dr,Mechanicsville,Maryland,20659.0
1800581,Chase Sand Plant,Construction Sand and Gravel,Abandoned,7/31/2020,Surface,Chase Sand Plant,300 Earls Rd,Chase,Maryland,21220.0
1800625,LaPlata Sand & Gravel,Construction Sand and Gravel,Abandoned,4/25/2017,Surface,LaPlata Sand & Gravel,9622 Rosewick Rd,LaPlata,Maryland,20646.0
1800632,LOVE POINT DREDGE & TERMINAL,"Sand, Common",Abandoned,1/8/2007,Surface,LOVE POINT DREDGE & TERMINAL,8427 Pulaski Hwy,Baltimore,Maryland,21237.0
1800667,Tolson Pit,Construction Sand and Gravel,Abandoned,11/6/2019,Surface,Tolson Pit,1451 Capitol Raceway Rd,Crofton,Maryland,21114.0
1800676,BEECH PIT,Construction Sand and Gravel,Abandoned,11/1/2007,Surface,BEECH PIT,2801 Conway Road,Odenton,Maryland,21113.0
1800681,Cecil Plant,Construction Sand and Gravel,Active,3/21/2002,Surface,Cecil Plant,340 Perry Lawn Drive,Port Deposit,Maryland,21904.0
1800705,BRANDYWINE PIT,Construction Sand and Gravel,Abandoned,12/15/2005,Surface,BRANDYWINE PIT,13911 Gibbons Church Rd,Brandywine,Maryland,20613.0
1800710,Goose Bay Aggregates,Construction Sand and Gravel,Abandoned,8/21/2006,Surface,Goose Bay Aggregates,7210 Riverside Road,Indian Head,Maryland,20640.0
1800720,Dependable Contracting Co Inc,Construction Sand and Gravel,Active,4/8/2021,Surface,Dependable Contracting Co Inc,13155 Ocean Gate Way,Queen Anne,Maryland,21657.0
1800728,Gudelsky Materials,Construction Sand and Gravel,Active,10/11/2011,Surface,Gudelsky Materials,14750 Gibbons Church Road,Brandywine,Maryland,20613.0
1800736,Loveville-MD Sand & Gravel,Construction Sand and Gravel,Active,8/1/2015,Surface,Loveville-MD Sand & Gravel,24255 Maypole Road,Leonardtown,Maryland,20650.0
1800737,Chaney Enterprises,Construction Sand and Gravel,Abandoned,7/22/2015,Surface,Chaney Enterprises,46447 Quatman Road,Great Mills,Maryland,20634.0
1800738,Henderson-MD Sand & Gravel,Construction Sand and Gravel,Active,9/26/2013,Surface,Henderson-MD Sand & Gravel,15890 Oakland Rd,Henderson,Maryland,21640.0
1800739,ZIMMERMAN MINE,Construction Sand and Gravel,Active,9/14/2011,Surface,ZIMMERMAN MINE,28561 Point Lookout Rd.,LEONARDTOWN,Maryland,20650.0
1800745,Kent Sand & Gravel Quarry,Construction Sand and Gravel,Active,9/21/2011,Surface,Kent Sand & Gravel Quarry,13505 Alexander Rd,Massey,Maryland,21650.0
1800757,Councell Plant,Construction Sand and Gravel,Abandoned,8/24/2005,Surface,Councell Plant,15239 Greensboro Rd,Goldsboro,Maryland,21636.0
1800758,Turner,Construction Sand and Gravel,Abandoned,10/18/2004,Surface,Turner,1451 Myers  Station Road,Crofton,Maryland,21113.0
1800762,Disney Sand & Gravel LLC,"Sand, Common",Active,7/27/2006,Surface,Disney Sand & Gravel LLC,26122 Rewastico Rd,Hebron,Maryland,21830.0
1800763,Harwood-MD Sand & Gravel,Construction Sand and Gravel,Active,1/14/2013,Surface,Harwood-MD Sand & Gravel,4431 Sands Rd.,Harwood,Maryland,20776.0
1800767,Amrize Accokeek Sand & Gravel,Construction Sand and Gravel,Active,6/29/2020,Surface,Amrize Accokeek Sand & Gravel,5601 Accokeek Road,Brandywine,Maryland,20613.0
1800771,Route 6 Pit,Construction Sand and Gravel,Abandoned,5/15/2006,Surface,Route 6 Pit,9015 Glock Place,Charlotte Hall,Maryland,20622.0
1800773,Vienna Sand & Gravel,"Sand, Common",Abandoned,3/3/2016,Surface,Vienna Sand & Gravel,5116 Roadsdale/Eldorado Road,Rhodesdale,Maryland,21659.0
1800774,Wye Mills,Construction Sand and Gravel,Abandoned,5/3/2007,Surface,Wye Mills,500 Grange Hall Road,Centreville,Maryland,21617.0
1800783,Ingleside Pit,Construction Sand and Gravel,Abandoned,6/8/2016,Surface,Ingleside Pit,201 Bridgetown Road,Henderson,Maryland,21640.0
1800789,Waldorf Plant,"Sand, Common",Abandoned,11/29/2016,Surface,Waldorf Plant,Acton Lane,Waldorf,Maryland,20601.0
1800803,Ingleside Pit,Construction Sand and Gravel,Active,1/23/2018,Surface,Ingleside Pit,1720 Bridgetown Road,Henderson,Maryland,21640.0
