Mine ID,Mine Name_x,Commodity,Mine Status,Status Date,Type of Mine,Mine Name_y,Street,City,State,Zip Code,full_address,lat,lon
1700990,Dean Young,Construction Sand and Gravel,Abandoned,11/24/2016,Surface,Dean Young,Eastbrook Road,Franklin,Maine,4634.0,"Eastbrook Road, Franklin, Maine 4634.0",,
1700991,TC Gravel Pit ,Construction Sand and Gravel,Intermittent,10/2/2017,Surface,TC Gravel Pit ,104 Old Hay Road,Mariaville,Maine,4605.0,"104 Old Hay Road, Mariaville, Maine 4605.0",44.683308645973,-68.40846394147
1700992,LEXINGTON PIT,Construction Sand and Gravel,Abandoned,12/18/2024,Surface,LEXINGTON PIT,1751 Long Falls Dam Road,Lexington,Maine,4961.0,"1751 Long Falls Dam Road, Lexington, Maine 4961.0",45.032215540414,-70.064884042294
1700994,Lokotrack 106 Jaw Crusher #1,Construction Sand and Gravel,Intermittent,5/10/2017,Surface,Lokotrack 106 Jaw Crusher #1,"341 Mosher Road, PO Box 69",Gorham,Maine,4038.0,"341 Mosher Road, PO Box 69, Gorham, Maine 4038.0",43.704325868333,-70.407054081133
1700995,"Partridge & Kids Construction, LLC",Construction Sand and Gravel,Intermittent,10/7/2019,Surface,"Partridge & Kids Construction, LLC",1801 Kennebec River Road,Concord,Maine,4920.0,"1801 Kennebec River Road, Concord, Maine 4920.0",45.032775217954,-69.876196299595
1700996,Flaggy Meadow Pit,Construction Sand and Gravel,Intermittent,11/1/2017,Surface,Flaggy Meadow Pit,226 Flaggy Meadow Road,Buxton,Maine,4093.0,"226 Flaggy Meadow Road, Buxton, Maine 4093.0",43.667449417076,-70.498954228586
1700998,Watchic Pit,Construction Sand and Gravel,Active,10/16/2024,Surface,Watchic Pit,333 Pequawket Trail ,Standish ,Maine,4084.0,"333 Pequawket Trail , Standish , Maine 4084.0",,
1700999,Day Pit,Construction Sand and Gravel,Abandoned,8/15/2023,Surface,Day Pit,Browns Corner Road,Canaan,Maine,4924.0,"Browns Corner Road, Canaan, Maine 4924.0",,
1701000,Webber Gravel,Construction Sand and Gravel,Intermittent,11/6/2017,Surface,Webber Gravel,539 Center Road,Garland,Maine,4939.0,"539 Center Road, Garland, Maine 4939.0",45.061033840768,-69.112032060654
1701001,Extec Plant,Construction Sand and Gravel,Intermittent,10/8/2019,Surface,Extec Plant,330 Neck Rd,Benton,Maine,4901.0,"330 Neck Rd, Benton, Maine 4901.0",44.585263734348,-69.558033347647
1701002,Hastings Pit,Construction Sand and Gravel,Abandoned,4/22/2024,Surface,Hastings Pit,Besson Pit Rd,Chesterville,Maine,4938.0,"Besson Pit Rd, Chesterville, Maine 4938.0",,
1701003,Astec GT165DF Mobile Screening Plant,Construction Sand and Gravel,Intermittent,10/24/2018,Surface,Astec GT165DF Mobile Screening Plant,135 Colonel Stairs Road,Friendship,Maine,4572.0,"135 Colonel Stairs Road, Friendship, Maine 4572.0",,
1701004,Telsmith Crusher Plant,Construction Sand and Gravel,Intermittent,7/30/2018,Surface,Telsmith Crusher Plant,341 Mosher Road,Gorham,Maine,4038.0,"341 Mosher Road, Gorham, Maine 4038.0",43.704325868333,-70.407054081133
1701005,Quarry-1,Construction Sand and Gravel,Active,11/4/2024,Surface,Quarry-1,1087 South Clary RD,Jefferson,Maine,4348.0,"1087 South Clary RD, Jefferson, Maine 4348.0",44.137471383334,-69.555840062064
1701006,Achiever 46 Screen,Construction Sand and Gravel,Abandoned,11/21/2023,Surface,Achiever 46 Screen,14 State Route 46,Bucksport,Maine,4416.0,"14 State Route 46, Bucksport, Maine 4416.0",44.570920783931,-68.764079172238
1701007,Astec Portable Crusher #2,Construction Sand and Gravel,Active,5/22/2025,Surface,Astec Portable Crusher #2,665 Rte 3,South China,Maine,4358.0,"665 Rte 3, South China, Maine 4358.0",44.401088906156,-69.55648172627
1701008,Smith Quarry,Construction Sand and Gravel,Abandoned,4/22/2024,Surface,Smith Quarry,231 Smith Rd,New Sharon,Maine,4955.0,"231 Smith Rd, New Sharon, Maine 4955.0",44.609957871962,-70.008430703319
1701009,Wilkinson Excavation,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Wilkinson Excavation,35 Weymouth Road,Gray,Maine,4039.0,"35 Weymouth Road, Gray, Maine 4039.0",43.918005400768,-70.327136250577
1701010,Screen Plant 1,Construction Sand and Gravel,Intermittent,7/11/2018,Surface,Screen Plant 1,99 Coles Corner Road,Winterport,Maine,4496.0,"99 Coles Corner Road, Winterport, Maine 4496.0",44.653933457485,-68.860119443829
1701011,Davis Pit,Construction Sand and Gravel,Intermittent,7/18/2018,Surface,Davis Pit,271 Curtis Rd,Monroe,Maine,4986.0,"271 Curtis Rd, Monroe, Maine 4986.0",44.565190051529,-69.022505664724
1701012,CIN 000208,Construction Sand and Gravel,Intermittent,8/28/2018,Surface,CIN 000208,460 York Street,Caribou,Maine,4736.0,"460 York Street, Caribou, Maine 4736.0",46.844585091733,-68.04866062969
1701013,Portable Unit # 11,Construction Sand and Gravel,Intermittent,9/10/2020,Surface,Portable Unit # 11,939 Parker Farm Road,Buxton,Maine,4093.0,"939 Parker Farm Road, Buxton, Maine 4093.0",43.693646501963,-70.522745162124
1701014,JCI Screen Plant,Construction Sand and Gravel,Abandoned,3/30/2020,Surface,JCI Screen Plant,383 River Road,Lewiston,Maine,4240.0,"383 River Road, Lewiston, Maine 4240.0",44.052156578367,-70.188348158814
1701015,Portable Crusher,Construction Sand and Gravel,Abandoned,12/18/2024,Surface,Portable Crusher,25 Solon Rd ,North Anson,Maine,4958.0,"25 Solon Rd , North Anson, Maine 4958.0",44.861586356254,-69.88381850072
1701016,Southern Maine Aggregates,Construction Sand and Gravel,Abandoned,4/1/2024,Surface,Southern Maine Aggregates,425 Cape Rd,Limington,Maine,4042.0,"425 Cape Rd, Limington, Maine 4042.0",43.618791060437,-70.618418010486
1701017,Finlay Track Screen,Construction Sand and Gravel,Abandoned,3/30/2020,Surface,Finlay Track Screen,50 Alfred A Plourde Parkway,Lewiston,Maine,4240.0,"50 Alfred A Plourde Parkway, Lewiston, Maine 4240.0",44.063894674215,-70.188449006285
1701020,Portable Unit #3,Construction Sand and Gravel,Intermittent,11/22/2018,Surface,Portable Unit #3,939 Parker Farm Rd,Buxton,Maine,4093.0,"939 Parker Farm Rd, Buxton, Maine 4093.0",43.693646501963,-70.522745162124
1701021,Bethel Airport Pit ,Construction Sand and Gravel,Active,5/22/2025,Surface,Bethel Airport Pit ,Airport Rd.,Bethel,Maine,4217.0,"Airport Rd., Bethel, Maine 4217.0",,
1701022,Searsport Wash Plant,Construction Sand and Gravel,Intermittent,8/19/2019,Surface,Searsport Wash Plant,19 Dump Rd,Searsport,Maine,4974.0,"19 Dump Rd, Searsport, Maine 4974.0",44.458227504239,-68.962410288484
1701023,Web LLC,Construction Sand and Gravel,Intermittent,7/17/2019,Surface,Web LLC,Route 182,Franklin,Maine,4634.0,"Route 182, Franklin, Maine 4634.0",,
1701024,Portable Unit # 10,Construction Sand and Gravel,TempIdle,8/21/2025,Surface,Portable Unit # 10,939 Parker Farm Road,Gorham,Maine,4093.0,"939 Parker Farm Road, Gorham, Maine 4093.0",43.693646501963,-70.522745162124
1701025,Portable Sand Screen,Construction Sand and Gravel,Intermittent,12/4/2024,Surface,Portable Sand Screen,75 Hardscrabble Road,Limington,Maine,4049.0,"75 Hardscrabble Road, Limington, Maine 4049.0",43.723104173638,-70.666975267742
1701026,Sukeforth Excavation & Trucking,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Sukeforth Excavation & Trucking,712 Waldoboro Rd,Washington,Maine,4574.0,"712 Waldoboro Rd, Washington, Maine 4574.0",44.230390929015,-69.387197867571
1701027,Nunes Materials,Construction Sand and Gravel,Intermittent,10/8/2019,Surface,Nunes Materials,1653 Long Falls Dam Rd,Lexington,Maine,4961.0,"1653 Long Falls Dam Rd, Lexington, Maine 4961.0",45.027851846031,-70.063385247545
1701028,Daniel Pit,Construction Sand and Gravel,Intermittent,10/29/2019,Surface,Daniel Pit,892 Waldoboro Rd,Washington,Maine,4574.0,"892 Waldoboro Rd, Washington, Maine 4574.0",44.221255978276,-69.386508640344
1701029,Peter Hemond,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Peter Hemond,293 W. Minot Rd,Minot,Maine,4258.0,"293 W. Minot Rd, Minot, Maine 4258.0",44.143224737319,-70.386256419933
1701030,Tony Lash Excavation,Construction Sand and Gravel,Intermittent,10/30/2019,Surface,Tony Lash Excavation,900 Waldoboro Rd,Washington,Maine,4574.0,"900 Waldoboro Rd, Washington, Maine 4574.0",44.210334835952,-69.382864006441
1701031,Finley Portable Screen,Construction Sand and Gravel,Abandoned,1/1/2020,Surface,Finley Portable Screen,Crane Bridge Rd,Monroe,Maine,4951.0,"Crane Bridge Rd, Monroe, Maine 4951.0",,
1701032,Auburn Asphalt- Litchfield,Construction Sand and Gravel,Intermittent,6/9/2020,Surface,Auburn Asphalt- Litchfield,1446 Richmond Road,Litchfield,Maine,4062.0,"1446 Richmond Road, Litchfield, Maine 4062.0",44.119391099142,-69.906407895047
1701033,Picard Enterprises,Construction Sand and Gravel,Intermittent,3/2/2020,Surface,Picard Enterprises,80 New County Rd,Saco,Maine,4072.0,"80 New County Rd, Saco, Maine 4072.0",43.519443522087,-70.482760367257
1701034,Frink Pit,Construction Sand and Gravel,Active,12/18/2024,Surface,Frink Pit,Monroe Rd ,Hampden,Maine,4444.0,"Monroe Rd , Hampden, Maine 4444.0",,
1701036,Crusher C654,Construction Sand and Gravel,Intermittent,6/3/2020,Surface,Crusher C654,72 Jefferson St,Washington,Maine,4574.0,"72 Jefferson St, Washington, Maine 4574.0",44.227027341649,-69.390614000654
1701037,Robert's Rd Quarry,Construction Sand and Gravel,Active,12/18/2024,Surface,Robert's Rd Quarry,194 Roberts Rd,Bowdoin,Maine,4287.0,"194 Roberts Rd, Bowdoin, Maine 4287.0",44.025658000408,-69.990172684653
1701038,Brad Aitken + Sons Trucking + Earthwork,Construction Sand and Gravel,Abandoned,4/15/2024,Surface,Brad Aitken + Sons Trucking + Earthwork,78 Back Brooks Rd,Monroe,Maine,4951.0,"78 Back Brooks Rd, Monroe, Maine 4951.0",44.585640713686,-69.018909328505
1701039,Russell's Gravel,Construction Sand and Gravel,Abandoned,4/23/2024,Surface,Russell's Gravel,5194 Bennoch Road,Lagrange,Maine,4453.0,"5194 Bennoch Road, Lagrange, Maine 4453.0",45.130074073607,-68.821970683093
1701040,Premier Trak 400X,Construction Sand and Gravel,Active,5/22/2025,Surface,Premier Trak 400X,387 East Elm Street,Yarmouth,Maine,4096.0,"387 East Elm Street, Yarmouth, Maine 4096.0",43.816479684781,-70.189489834991
1701041,Moose Ridge Pit,Construction Sand and Gravel,Intermittent,10/26/2020,Surface,Moose Ridge Pit,88 Moose Ridge Road,Mapleton,Maine,4757.0,"88 Moose Ridge Road, Mapleton, Maine 4757.0",46.730380317885,-68.078932513598
1701042,Portable 2,Construction Sand and Gravel,Intermittent,5/22/2025,Surface,Portable 2,103 Lewiston Road,Topsham,Maine,40865001.0,"103 Lewiston Road, Topsham, Maine 40865001.0",43.939975360541,-69.975548187116
1701043,Portable 3,Construction Sand and Gravel,TempIdle,8/15/2025,Surface,Portable 3,103 Lewiston Road,Topsham,Maine,40865001.0,"103 Lewiston Road, Topsham, Maine 40865001.0",43.939975360541,-69.975548187116
1701044,Gracelawn,Construction Sand and Gravel,Active,5/25/2022,Surface,Gracelawn,225 Gracelawn Ave,Auburn,Maine,4210.0,"225 Gracelawn Ave, Auburn, Maine 4210.0",44.123492312616,-70.244683900101
1701045,Astec Cone Plant,Construction Sand and Gravel,Intermittent,10/4/2021,Surface,Astec Cone Plant,661 W River Road,Augusta,Maine,4330.0,"661 W River Road, Augusta, Maine 4330.0",44.358110597666,-69.754663975047
1701046,Quirion - Pioneer 2650 Track Jaw Crusher,Construction Sand and Gravel,Intermittent,10/4/2021,Surface,Quirion - Pioneer 2650 Track Jaw Crusher,661 W River Road,Augusta,Maine,4330.0,"661 W River Road, Augusta, Maine 4330.0",44.358110597666,-69.754663975047
1701049,321 Aztec GT165DT,Construction Sand and Gravel,Intermittent,11/15/2021,Surface,321 Aztec GT165DT,563 Town Farm Road,Farmington,Maine,4938.0,"563 Town Farm Road, Farmington, Maine 4938.0",44.689469863482,-70.171911298884
1701050,A-Pit,Construction Sand and Gravel,Active,12/18/2024,Surface,A-Pit,2491 H Road,Acton,Maine,4001.0,"2491 H Road, Acton, Maine 4001.0",,
1701051,Ingles pit ,Construction Sand and Gravel,Abandoned,11/21/2023,Surface,Ingles pit ,Muskrat Farm Road,Stockton Springs,Maine,4981.0,"Muskrat Farm Road, Stockton Springs, Maine 4981.0",,
1701052,LM Pit,Construction Sand and Gravel,Intermittent,7/26/2021,Surface,LM Pit,375 Park St,Milo,Maine,4463.0,"375 Park St, Milo, Maine 4463.0",45.277189024104,-69.004698799309
1701054,Hanson and Son Earth Works LLC ,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Hanson and Son Earth Works LLC ,Bennoch Rd. ,Lagrange,Maine,4453.0,"Bennoch Rd. , Lagrange, Maine 4453.0",,
1701056,Spyder 516T,Construction Sand and Gravel,Intermittent,10/18/2022,Surface,Spyder 516T,Warren Lane,Surry,Maine,4684.0,"Warren Lane, Surry, Maine 4684.0",,
1701057,Kleemann Evo,Construction Sand and Gravel,Intermittent,10/19/2022,Surface,Kleemann Evo,11 Warren Lane ,Surry ,Maine,4684.0,"11 Warren Lane , Surry , Maine 4684.0",,
1701058,450 RT Roto,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,450 RT Roto,67 Cousins Rd ,Franklin ,Maine,4634.0,"67 Cousins Rd , Franklin , Maine 4634.0",,
1701059,DuBois Livestock Inc.,Construction Sand and Gravel,Active,4/10/2023,Surface,DuBois Livestock Inc.,990 Old Kennbunk Rd,Lyman,Maine,4046.0,"990 Old Kennbunk Rd, Lyman, Maine 4046.0",,
1701060,portable plant,Construction Sand and Gravel,Intermittent,10/1/2022,Surface,portable plant,24 Main Rd.,"Charleston, Penobscot, ME",Maine,4422.0,"24 Main Rd., Charleston, Penobscot, ME, Maine 4422.0",45.083868427911,-69.039662781453
1701061,BAXTER PIT,Construction Sand and Gravel,Active,11/25/2024,Surface,BAXTER PIT,Middle Road,Standish,Maine,4084.0,"Middle Road, Standish, Maine 4084.0",,
1701062,ROUND STONE,Construction Sand and Gravel,Intermittent,7/6/2022,Surface,ROUND STONE,MEADOW RD,WINTERPORT,Maine,4496.0,"MEADOW RD, WINTERPORT, Maine 4496.0",,
1701063,Metso Portable Crusher #2,Construction Sand and Gravel,Intermittent,5/19/2025,Surface,Metso Portable Crusher #2,210 Coles Corner Road,Winterport,Maine,4444.0,"210 Coles Corner Road, Winterport, Maine 4444.0",44.673766214788,-68.868316944549
1701064,4th Gen Sand & Gravel,Construction Sand and Gravel,Intermittent,10/25/2022,Surface,4th Gen Sand & Gravel,381 cave hill road,Waltham,Maine,4605.0,"381 cave hill road, Waltham, Maine 4605.0",44.693168827594,-68.3091897799
1701065,Hollis Pit,Construction Sand and Gravel,Abandoned,5/1/2023,Surface,Hollis Pit,1217 Cape Road,Hollis,Maine,4042.0,"1217 Cape Road, Hollis, Maine 4042.0",,
1701066,Dixmont,Construction Sand and Gravel,Abandoned,12/18/2024,Surface,Dixmont,Mitchell Road,Dixmont,Maine,4932.0,"Mitchell Road, Dixmont, Maine 4932.0",,
1701067,M Pit,Construction Sand and Gravel,Intermittent,2/26/2025,Surface,M Pit,Mann Road,Acton,Maine,4001.0,"Mann Road, Acton, Maine 4001.0",,
1701068,Reed Screen R-210,Construction Sand and Gravel,Intermittent,7/13/2022,Surface,Reed Screen R-210,Muskrat Farm Road,Stockton Springs,Maine,4972.0,"Muskrat Farm Road, Stockton Springs, Maine 4972.0",,
1701069,West Bethel Pit,Construction Sand and Gravel,Intermittent,6/15/2022,Surface,West Bethel Pit,US RT 2,West Bethel,Maine,4286.0,"US RT 2, West Bethel, Maine 4286.0",,
1701070,Weymouth Pit,Construction Sand and Gravel,Intermittent,6/29/2022,Surface,Weymouth Pit,1550 county rd,Greenfield,Maine,4418.0,"1550 county rd, Greenfield, Maine 4418.0",45.001014070818,-68.488935344238
1701071,Rock Enterprises,Construction Sand and Gravel,Abandoned,9/9/2024,Surface,Rock Enterprises,233 Range E Road,Limerick,Maine,4046.0,"233 Range E Road, Limerick, Maine 4046.0",43.670415037325,-70.805701389421
1701073,Dority Pit,Construction Sand and Gravel,Active,12/18/2024,Surface,Dority Pit,Dority Farm Rd.,Mariaville,Maine,4605.0,"Dority Farm Rd., Mariaville, Maine 4605.0",,
1701074,Portable Crusher,Construction Sand and Gravel,Intermittent,5/1/2023,Surface,Portable Crusher,Mann Road,Acton,Maine,4001.0,"Mann Road, Acton, Maine 4001.0",,
1701075,The Rawson 4832,Construction Sand and Gravel,Intermittent,8/18/2025,Surface,The Rawson 4832,Rte 232,Bethel,Maine,4217.0,"Rte 232, Bethel, Maine 4217.0",44.407446076463,-70.839546918817
1701076,Brown Quarry ,Construction Sand and Gravel,Active,12/18/2024,Surface,Brown Quarry ,brown lane ,berwick,Maine,3901.0,"brown lane , berwick, Maine 3901.0",,
1701077,RDO Olson Screen Plant ,Construction Sand and Gravel,Intermittent,5/1/2023,Surface,RDO Olson Screen Plant ,Carol Pit Road,Newfield,Maine,4056.0,"Carol Pit Road, Newfield, Maine 4056.0",,
1701078,Kinney and Company,Construction Sand and Gravel,Abandoned,10/14/2022,Surface,Kinney and Company,Corner Road,Bridgewater,Maine,4735.0,"Corner Road, Bridgewater, Maine 4735.0",,
1701080,Portable Crusher #2,Construction Sand and Gravel,Intermittent,5/1/2023,Surface,Portable Crusher #2,650 Mann Road,Acton,Maine,4001.0,"650 Mann Road, Acton, Maine 4001.0",,
1701081,ECI Materials,Construction Sand and Gravel,Active,12/18/2024,Surface,ECI Materials,610 Park Street,So Paris,Maine,4281.0,"610 Park Street, So Paris, Maine 4281.0",44.268039670264,-70.514851109965
1701082,TRUNDY PIT,Construction Sand and Gravel,Abandoned,2/18/2025,Surface,TRUNDY PIT,62 Merrill Hill Road,Hebron,Maine,4238.0,"62 Merrill Hill Road, Hebron, Maine 4238.0",44.185285313812,-70.399292711493
1701083,B&L Pit,Construction Sand and Gravel,Intermittent,7/13/2023,Surface,B&L Pit,185 Fort Road,Presque Isle,Maine,4769.0,"185 Fort Road, Presque Isle, Maine 4769.0",,
1701085,Portable Unit # 7,Construction Sand and Gravel,Intermittent,7/10/2023,Surface,Portable Unit # 7,939 Parker Farm Rd,Buxton,Maine,4093.0,"939 Parker Farm Rd, Buxton, Maine 4093.0",43.693646501963,-70.522745162124
1701088,Portable Sandvik Screener,Construction Sand and Gravel,Intermittent,4/25/2023,Surface,Portable Sandvik Screener,210 Coles Corner Road,Winterport,Maine,4496.0,"210 Coles Corner Road, Winterport, Maine 4496.0",44.673766214788,-68.868316944549
1701089,Woods Mobile Crushing,Construction Sand and Gravel,Intermittent,5/10/2023,Surface,Woods Mobile Crushing,249 Middle Road,Standish ,Maine,4084.0,"249 Middle Road, Standish , Maine 4084.0",,
1701090,Gore Pit,Construction Sand and Gravel,Abandoned,12/13/2023,Surface,Gore Pit,Gore Road,Palermo,Maine,4354.0,"Gore Road, Palermo, Maine 4354.0",,
1701091,Charles A. Plante & Sons Pit,Construction Sand and Gravel,Intermittent,10/3/2023,Surface,Charles A. Plante & Sons Pit,161 West Shore Drive ,Acton ,Maine,4001.0,"161 West Shore Drive , Acton , Maine 4001.0",43.542397140487,-70.886610537907
1701092,Terex Finlay 883+ Screen Plant,Construction Sand and Gravel,Intermittent,5/23/2023,Surface,Terex Finlay 883+ Screen Plant,341 Mosher Road,Gorham,Maine,4038.0,"341 Mosher Road, Gorham, Maine 4038.0",43.704325868333,-70.407054081133
1701093,Portable Plant,Construction Sand and Gravel,Active,11/20/2024,Surface,Portable Plant,151 WOTTONS MILL RD,WARREN,Maine,4864.0,"151 WOTTONS MILL RD, WARREN, Maine 4864.0",,
1701094,B-Pit,Construction Sand and Gravel,Intermittent,6/26/2023,Surface,B-Pit,00 West Shore Drive,Acton,Maine,4001.0,"00 West Shore Drive, Acton, Maine 4001.0",,
1701095,Jaw Crusher,Construction Sand and Gravel,Intermittent,7/3/2023,Surface,Jaw Crusher,Greenfield road ,greenbush,Maine,4418.0,"Greenfield road , greenbush, Maine 4418.0",,
1701096,Chieftain Screen,Construction Sand and Gravel,Intermittent,7/21/2023,Surface,Chieftain Screen,Greenfield road ,Greenbush,Maine,4418.0,"Greenfield road , Greenbush, Maine 4418.0",,
1701097,Astec FT2650 Jaw,Construction Sand and Gravel,Intermittent,7/31/2023,Surface,Astec FT2650 Jaw,1065 Odlin Road,Hermon,Maine,4401.0,"1065 Odlin Road, Hermon, Maine 4401.0",44.780534742781,-68.843103761704
1701099,Brex Mobile Plant,Construction Sand and Gravel,Intermittent,10/19/2023,Surface,Brex Mobile Plant,950 Bragdon Road,Wells,Maine,4090.0,"950 Bragdon Road, Wells, Maine 4090.0",43.325639471669,-70.677196374945
1701100,2023 READ SCREEN,Construction Sand and Gravel,Intermittent,8/30/2023,Surface,2023 READ SCREEN,146 MacQuinn Road,Hancock,Maine,4640.0,"146 MacQuinn Road, Hancock, Maine 4640.0",,
1701101,Portable Screen,Construction Sand and Gravel,Intermittent,10/2/2023,Surface,Portable Screen,158 Joaquin Road,Athens,Maine,4912.0,"158 Joaquin Road, Athens, Maine 4912.0",,
1701102,CHAMBERLAIN PIT,Construction Sand and Gravel,Intermittent,9/12/2023,Surface,CHAMBERLAIN PIT,489 SOKOKIS TRAIL,LIMERICK,Maine,4048.0,"489 SOKOKIS TRAIL, LIMERICK, Maine 4048.0",43.716023239088,-70.813688111766
1701103,Astec GT165,Construction Sand and Gravel,Intermittent,12/18/2024,Surface,Astec GT165,Happy Hollow Road,Union,Maine,4862.0,"Happy Hollow Road, Union, Maine 4862.0",,
1701104,Great Hollow Pit,"Sand, Common",Intermittent,11/7/2023,Surface,Great Hollow Pit,1163 Shapleigh Corner RD,Shapleigh,Maine,4076.0,"1163 Shapleigh Corner RD, Shapleigh, Maine 4076.0",43.580981196389,-70.871443839493
1701105,Prescott Aggregates,Construction Sand and Gravel,Intermittent,10/12/2023,Surface,Prescott Aggregates,176 Vigue Road,Whitefield,Maine,4341.0,"176 Vigue Road, Whitefield, Maine 4341.0",44.236382916351,-69.60090893951
1701106,MCM-ASHP,Construction Sand and Gravel,Intermittent,10/27/2023,Surface,MCM-ASHP,121 Sanford Road,Augusta,Maine,4330.0,"121 Sanford Road, Augusta, Maine 4330.0",,
1701107,Garland Road Pit,Construction Sand and Gravel,Intermittent,11/8/2023,Surface,Garland Road Pit,87 Garland Road,Ellsworth,Maine,4605.0,"87 Garland Road, Ellsworth, Maine 4605.0",,
1701108,TC Gravel Springy Pond Pit,Construction Sand and Gravel,Intermittent,11/15/2023,Surface,TC Gravel Springy Pond Pit,1 Pisgah Mountain Rd,Clifton,Maine,4428.0,"1 Pisgah Mountain Rd, Clifton, Maine 4428.0",,
1701109,FT3055 Mobile Jaw Plant,Construction Sand and Gravel,Intermittent,1/29/2024,Surface,FT3055 Mobile Jaw Plant,Forbidden Lane,Litchfield,Maine,4350.0,"Forbidden Lane, Litchfield, Maine 4350.0",,
1701110,Shoestring Pit,Construction Sand and Gravel,Intermittent,4/22/2024,Surface,Shoestring Pit,Shoestring Rd,Lovell,Maine,4051.0,"Shoestring Rd, Lovell, Maine 4051.0",,
1701111,Powerscreen,Construction Sand and Gravel,Intermittent,5/24/2024,Surface,Powerscreen,50 Back Ridge Road ,Houlton,Maine,4730.0,"50 Back Ridge Road , Houlton, Maine 4730.0",46.180297373154,-67.885911734622
1701112,Affordable Mine,Construction Sand and Gravel,TempIdle,8/29/2025,Surface,Affordable Mine,108 Littlefield Rd,Sabattus,Maine,4280.0,"108 Littlefield Rd, Sabattus, Maine 4280.0",44.068667204397,-70.113719305313
1701113,Public Works,Construction Sand and Gravel,Abandoned,3/10/2025,Surface,Public Works,530 Maine Ave,Bangor,Maine,4401.0,"530 Maine Ave, Bangor, Maine 4401.0",44.787798277439,-68.778320712219
1701114,Lippmann Screen,Construction Sand and Gravel,Intermittent,4/29/2024,Surface,Lippmann Screen,57 Ossipee Trail,Gorham,Maine,4038.0,"57 Ossipee Trail, Gorham, Maine 4038.0",43.679642052369,-70.463366835856
1701115,Webb Ridge Road Quarry ,Construction Sand and Gravel,Intermittent,5/24/2024,Surface,Webb Ridge Road Quarry ,Webb Ridge Road,St. Albans,Maine,4971.0,"Webb Ridge Road, St. Albans, Maine 4971.0",,
1701116,ROUND STONE-2,Construction Sand and Gravel,Active,5/22/2025,Surface,ROUND STONE-2,unknown,Hermon,Maine,4401.0,"unknown, Hermon, Maine 4401.0",,
1701117,Portlable Unit 12,Construction Sand and Gravel,Intermittent,5/24/2024,Surface,Portlable Unit 12,939 Parker Farm Rd,Buxton,Maine,4093.0,"939 Parker Farm Rd, Buxton, Maine 4093.0",43.693646501963,-70.522745162124
1701118,Portable Plant,Construction Sand and Gravel,Intermittent,8/21/2025,Surface,Portable Plant,191 Ossipee Trail West,Standish,Maine,4084.0,"191 Ossipee Trail West, Standish, Maine 4084.0",43.733398014097,-70.568585741166
1701119,Ripley Pit,Construction Sand and Gravel,Intermittent,8/5/2024,Surface,Ripley Pit,1104 Hallowell Rd,Durham,Maine,4022.0,"1104 Hallowell Rd, Durham, Maine 4022.0",43.953475021583,-70.146381903101
1701120,Astec Screener GT205S 2022,Construction Sand and Gravel,Intermittent,6/10/2024,Surface,Astec Screener GT205S 2022,560 Mann Road,Acton,Maine,4001.0,"560 Mann Road, Acton, Maine 4001.0",43.585420618771,-70.940938973003
1701121,Astec Screener  GT165  #2,Construction Sand and Gravel,Intermittent,6/10/2024,Surface,Astec Screener  GT165  #2,Mann Road ,Acton,Maine,4001.0,"Mann Road , Acton, Maine 4001.0",,
1701122,2227 Route 109 Pit-N Pit ,Construction Sand and Gravel,Intermittent,6/3/2024,Surface,2227 Route 109 Pit-N Pit ,2227 Route 109  ,Acton,Maine,4001.0,"2227 Route 109  , Acton, Maine 4001.0",43.539813043883,-70.924407513231
1701123,Rocky 2020 2650 Portable,Construction Sand and Gravel,Intermittent,6/24/2024,Surface,Rocky 2020 2650 Portable,537 High Street,West Gardiner,Maine,4345.0,"537 High Street, West Gardiner, Maine 4345.0",44.2309082356,-69.807304003807
1701124,Taylor Pit,Construction Sand and Gravel,Intermittent,6/6/2024,Surface,Taylor Pit,68 Taylor Dr,Houlton,Maine,4730.0,"68 Taylor Dr, Houlton, Maine 4730.0",,
1701125,Portable Plant 1,Construction Sand and Gravel,Intermittent,6/21/2024,Surface,Portable Plant 1,15  Holmes Road,Bristol,Maine,4539.0,"15  Holmes Road, Bristol, Maine 4539.0",,
1701126,Astec 3055 Jaw,Construction Sand and Gravel,Intermittent,12/16/2024,Surface,Astec 3055 Jaw,563 Town Farm Road,Farmington,Maine,4938.0,"563 Town Farm Road, Farmington, Maine 4938.0",44.689469863482,-70.171911298884
1701128,Cedarapids CRC1150S,Construction Sand and Gravel,Intermittent,8/8/2024,Surface,Cedarapids CRC1150S,135 Colonel Stairs Road,Friendship,Maine,4547.0,"135 Colonel Stairs Road, Friendship, Maine 4547.0",,
1701129,Powerscreen Premiertrak 400X,Construction Sand and Gravel,Intermittent,8/8/2024,Surface,Powerscreen Premiertrak 400X,135 Colonel Stairs Road,Friendship,Maine,4547.0,"135 Colonel Stairs Road, Friendship, Maine 4547.0",,
