Mine ID,Mine Name_x,Street,City,State,Zip Code,Mine Name_y,Commodity,Mine Status,Status Date,Type of Mine
203001,Whetstone Pit,375 W. Buffalo Lane,85616,Arizona,85616.0,Whetstone Pit,"Sand, Common",Abandoned,8/4/2005,Surface
203003,Emerald Mine,1037 S. Old Bisbee Hwy - PO Box 8,Tombstone,Arizona,85638.0,Emerald Mine,"Sand, Common",Abandoned,11/19/2008,Surface
203004,West Valley Sand & Gravel  Inc. #2,11550 West Northern Avenue,Unincorporated,Arizona,853071406.0,West Valley Sand & Gravel  Inc. #2,Construction Sand and Gravel,Abandoned,9/30/2005,Surface
203005,Circle H Sand & Rock,6400 S. El Mirage Road,Tolleson,Arizona,85353.0,Circle H Sand & Rock,Construction Sand and Gravel,Abandoned,10/25/2017,Surface
203006,Aztec Mining,25012 W. Narramore Exit,Buckeye,Arizona,85326.0,Aztec Mining,Construction Sand and Gravel,Abandoned,6/12/2009,Surface
203008,Rio Grande Material West,13333 W. Southern Ave.,Avondale,Arizona,85323.0,Rio Grande Material West,Construction Sand and Gravel,Abandoned,12/30/2005,Surface
203011,Queen Creek Plant,Ocotillo & Schnepe Rd,Queen Creek,Arizona,852110728.0,Queen Creek Plant,Construction Sand and Gravel,Abandoned,8/11/2003,Surface
203012,Onyx Portable 4,"I-17, EXIT 287, RT 260",CAMP VERDE,Arizona,86322.0,Onyx Portable 4,Construction Sand and Gravel,Abandoned,5/2/2004,Surface
203013,Weston Wash Plant,"T.8N,R.54 Section 4 ELU 2500",N. of Wickenburg,Arizona,85390.0,Weston Wash Plant,Construction Sand and Gravel,Abandoned,2/2/2011,Surface
203014,Mobile Extec,"SE 1/4 NE 1/4 & NE 1/4 SE 1/2, Sect. 17",Mesa,Arizona,85250.0,Mobile Extec,Construction Sand and Gravel,Abandoned,7/21/2016,Surface
203019,Cottonwood Pit,3000 S COTTONWOOD LN,TUCSON,Arizona,85740.0,Cottonwood Pit,Construction Sand and Gravel,Abandoned,11/14/2003,Surface
203020,CEMEX - FLORENCE,17685 North Tanner Rd.,Florence,Arizona,85232.0,CEMEX - FLORENCE,Construction Sand and Gravel,Abandoned,10/6/2008,Surface
203021,GRG Santa Cruz #1,"SE 1/4 SEC 32, SW 1/4 OF SEC 33 T 51 S R 13",RIO RICO,Arizona,85648.0,GRG Santa Cruz #1,Construction Sand and Gravel,Abandoned,11/7/2023,Surface
203023,CEMEX - SACATON,Hwy 93 2 Miles N of Casa Blanca Rd.,Sacaton,Arizona,85247.0,CEMEX - SACATON,Construction Sand and Gravel,Abandoned,2/9/2016,Surface
203025,D W Ranch Pit,D W RANCH RD,KINGMAN,Arizona,86401.0,D W Ranch Pit,Construction Sand and Gravel,Abandoned,4/19/2004,Surface
203028,Diamond Rebel Red Mine,White Hills Rd,San Manuel,Arizona,85631.0,Diamond Rebel Red Mine,Construction Sand and Gravel,Abandoned,4/19/2005,Surface
203029,HCC,GENERAL HITCHCOCK HWY MILE POST 11-16,TUCSON,Arizona,85749.0,HCC,Construction Sand and Gravel,Abandoned,1/21/2004,Surface
203031,Pioneer Sand-Sacaton Plant,Arizona Ave - 3 miles S of Riggs Rd,Sacaton,Arizona,85249.0,Pioneer Sand-Sacaton Plant,Construction Sand and Gravel,Abandoned,10/15/2007,Surface
203032,Martin Group Properties Pit #525,NE 1/4 of SE 1/4 Sec 11 Twnsp 8 So Range 11 East,Superior,Arizona,85273.0,Martin Group Properties Pit #525,Construction Sand and Gravel,Abandoned,3/16/2010,Surface
203033,Dutch Joe Ranch Mine,T 13 N R 13 E Sec 27 NW 1/4 of NW 1/4,Winslow,Arizona,86047.0,Dutch Joe Ranch Mine,Construction Sand and Gravel,Abandoned,3/22/2004,Surface
203039,Coolidge Sand & Rock,1923 N Nafziger Rd,Coolidge,Arizona,85228.0,Coolidge Sand & Rock,Construction Sand and Gravel,Abandoned,2/17/2006,Surface
203040,Triple Nichol - Miami Crusher,3586 U.S. Hwy 60,Miami,Arizona,85539.0,Triple Nichol - Miami Crusher,Construction Sand and Gravel,Abandoned,11/8/2004,Surface
203041,Aggregate Products,3896 W Cornman,Eloy,Arizona,85231.0,Aggregate Products,Construction Sand and Gravel,Abandoned,8/16/2010,Surface
203042,W.M.A.T. Public Works,Hwy 73 & Farm Agriculture Rd,Whiteriver,Arizona,85941.0,W.M.A.T. Public Works,Construction Sand and Gravel,Abandoned,8/10/2022,Surface
203045,Devil's Dip Materials,Louise Ave.,Kingman,Arizona,86401.0,Devil's Dip Materials,Construction Sand and Gravel,Abandoned,2/1/2011,Surface
203047,PE 120,100 South 76th Drive,Tolleson,Arizona,85353.0,PE 120,Construction Sand and Gravel,Abandoned,12/14/2015,Surface
203048,PE 379,1855 N. Hwy 90,Huachuca City,Arizona,85616.0,PE 379,Construction Sand and Gravel,Abandoned,4/5/2012,Surface
203049,Plant #2 - Queen Creek,1/2 Mile E of Schnepf Farms Rd - N Side of Queen Ck River,Queen Creek,Arizona,85242.0,Plant #2 - Queen Creek,Construction Sand and Gravel,Abandoned,5/3/2007,Surface
203050,Henderson Quarry,"Juniper Ranch, Unit 5 Lot 177",Ashfork,Arizona,86320.0,Henderson Quarry,Construction Sand and Gravel,Abandoned,6/30/2005,Surface
203052,Elbe Crusher,White Hills Road,Dolan Springs,Arizona,86441.0,Elbe Crusher,Construction Sand and Gravel,Abandoned,11/8/2006,Surface
203053,Dogleg,Service road 124,Ashfork,Arizona,86320.0,Dogleg,Construction Sand and Gravel,Abandoned,6/19/2004,Surface
203055,CEMEX - 107TH AVE PLANT,24004 N. 107th Ave.,Sun City,Arizona,85382.0,CEMEX - 107TH AVE PLANT,Construction Sand and Gravel,Abandoned,3/25/2010,Surface
203057,"Bell Ranch Quarry, Inc.",Hwy 69,Mayer,Arizona,85333.0,"Bell Ranch Quarry, Inc.",Construction Sand and Gravel,Abandoned,5/26/2005,Surface
203059,Glendale Pit,6500 N. 115th Avenue,Glendale,Arizona,85307.0,Glendale Pit,Construction Sand and Gravel,Abandoned,8/29/2007,Surface
203061,Olive Ave.,Olive Ave. & 121 st. Ave,El Mirage,Arizona,85335.0,Olive Ave.,Construction Sand and Gravel,Abandoned,6/5/2013,Surface
203062,Extec S-5 2000,PORTABLE,Hamilton,Arizona,86438.0,Extec S-5 2000,Construction Sand and Gravel,Abandoned,12/8/2008,Surface
203063,Extec S-5 2003,PORTABLE,White Hills,Arizona,86438.0,Extec S-5 2003,Construction Sand and Gravel,Abandoned,4/23/2008,Surface
203064,Charter Materials Plant 300,Polland Rd,Humboldt,Arizona,86329.0,Charter Materials Plant 300,Construction Sand and Gravel,Abandoned,5/9/2006,Surface
203065,Charter Materials Plant 200,Hwy 89,Paulden,Arizona,86334.0,Charter Materials Plant 200,Construction Sand and Gravel,Abandoned,5/6/2008,Surface
203068,Portable Screen,Various Locations,Tucson,Arizona,85713.0,Portable Screen,Construction Sand and Gravel,Abandoned,7/27/2007,Surface
203069,Lake Havasu Pit,Hwy 95 Milemarker 192.5,Lake Havasu City,Arizona,86403.0,Lake Havasu Pit,Construction Sand and Gravel,Abandoned,4/25/2011,Surface
203070,Pass Canyon Pit,Pass Canyon Rd,Bullhead City,Arizona,86442.0,Pass Canyon Pit,Construction Sand and Gravel,Abandoned,5/9/2005,Surface
203071,Windowrock Pit,Window Rock,Lake Havasu City,Arizona,86406.0,Windowrock Pit,Construction Sand and Gravel,Abandoned,4/30/2010,Surface
203072,PE 500,US Hwy 61,St Johns,Arizona,85936.0,PE 500,Construction Sand and Gravel,Abandoned,8/20/2010,Surface
203076,Coolidge-Plant #18,9530 E. Hills Dr.,Coolidge,Arizona,85228.0,Coolidge-Plant #18,Construction Sand and Gravel,Abandoned,11/3/2006,Surface
203079,FNF Crushing 7,115 S. 48th St.,Tempe,Arizona,85281.0,FNF Crushing 7,Construction Sand and Gravel,Abandoned,7/26/2018,Surface
203080,PE 501,2875 S 7th Ave,Phoenix,Arizona,85041.0,PE 501,Construction Sand and Gravel,Abandoned,5/31/2006,Surface
203081,Coolidge Plant 4,15391 N Christenson,Coolidge,Arizona,85228.0,Coolidge Plant 4,Construction Sand and Gravel,Abandoned,6/25/2019,Surface
203082,Bullard,7505 South 143rd Avenue,Goodyear,Arizona,85338.0,Bullard,Construction Sand and Gravel,Abandoned,2/17/2012,Surface
203084,Crusher #1,Portable,Portable,Arizona,85205.0,Crusher #1,Construction Sand and Gravel,Abandoned,2/3/2020,Surface
203086,Hassayampa Plant #10,31908 W Camelback,Buckeye,Arizona,85326.0,Hassayampa Plant #10,Construction Sand and Gravel,Abandoned,6/13/2011,Surface
203090,Walnut Gulch,Gleeson Road,Tombstone,Arizona,85638.0,Walnut Gulch,Construction Sand and Gravel,Abandoned,9/5/2006,Surface
203093,Salado,37626 Highway 180,Saint Johns,Arizona,85936.0,Salado,Construction Sand and Gravel,Abandoned,11/17/2006,Surface
203095,MESA,1900 N. Longmore,Mesa,Arizona,85201.0,MESA,Construction Sand and Gravel,Abandoned,7/23/2012,Surface
203097,Geronimo,2600 North Hignway 89,Chino Valley,Arizona,86323.0,Geronimo,Construction Sand and Gravel,Abandoned,5/14/2007,Surface
203098,Minterra Enterprises LLC,State Rt 64,Hyder,Arizona,85364.0,Minterra Enterprises LLC,Construction Sand and Gravel,Abandoned,6/5/2007,Surface
203099,Fisher A-1Pit,Portable,Flagstaff,Arizona,86004.0,Fisher A-1Pit,Construction Sand and Gravel,Abandoned,3/17/2010,Surface
203101,Les Wilderman Materials,221.5 West on County 347,Williams,Arizona,860460815.0,Les Wilderman Materials,Construction Sand and Gravel,Abandoned,9/18/2006,Surface
203105,Diablo #1,15540 N. Kenworthy Road,Coolidge,Arizona,85228.0,Diablo #1,Construction Sand and Gravel,Abandoned,4/6/2015,Surface
203106,Tanner/Rankin Pit,901 W Poston Butte Loop,Florence,Arizona,85232.0,Tanner/Rankin Pit,Construction Sand and Gravel,Abandoned,6/28/2010,Surface
203108,Albo Guzman Sand and Gravel,Hewitt Station Road,Superior,Arizona,85273.0,Albo Guzman Sand and Gravel,Construction Sand and Gravel,Abandoned,8/30/2012,Surface
203109,Portable # 2,Various,Various,Arizona,85140.0,Portable # 2,Construction Sand and Gravel,Abandoned,1/30/2018,Surface
203110,Plant #4,Portable,Gilbert,Arizona,85234.0,Plant #4,Construction Sand and Gravel,Abandoned,7/27/2009,Surface
203111,Plant #5,Portable,Gilbert,Arizona,85234.0,Plant #5,Construction Sand and Gravel,Abandoned,8/21/2009,Surface
203112,Winslow Sand Pit,,Winslow,Arizona,86047.0,Winslow Sand Pit,Construction Sand and Gravel,Abandoned,3/22/2007,Surface
203114,BEAVER DAM,1500 Biasi Ranch Rd,Beaver Dam,Arizona,86432.0,BEAVER DAM,Construction Sand and Gravel,Abandoned,5/15/2007,Surface
203119,Far West Farms,50202 S 299th Avenue,Gila Bend,Arizona,85337.0,Far West Farms,Construction Sand and Gravel,Abandoned,5/23/2006,Surface
203120,Pioneer Sand Company - Sacaton,Rt. 587; Gila River Materials,Sacaton,Arizona,85427.0,Pioneer Sand Company - Sacaton,Construction Sand and Gravel,Abandoned,5/26/2010,Surface
203123,Arizona Crusher,6500 115th Ave,Glendale,Arizona,85307.0,Arizona Crusher,Construction Sand and Gravel,Abandoned,8/16/2010,Surface
203126,Babocomari Plant,401 E. Railroad Dr,Huachuca City,Arizona,85635.0,Babocomari Plant,Construction Sand and Gravel,Abandoned,10/1/2013,Surface
203130,Estrella Mountain,End of Estrella Mountain Rd heading south of I-10,Estrella Mountain,Arizona,85234.0,Estrella Mountain,Construction Sand and Gravel,Abandoned,9/18/2006,Surface
203132,D. L. Poole & Sons,Portable MP3,Kingman,Arizona,86409.0,D. L. Poole & Sons,Construction Sand and Gravel,Abandoned,3/17/2010,Surface
203133,Lawson & Sandstone Tank,608 W Lewis Ave,Ash Fork,Arizona,86320.0,Lawson & Sandstone Tank,Construction Sand and Gravel,Abandoned,6/30/2008,Surface
203134,Buckeye Farms,9605 S. Watson Rd.,Buckeye,Arizona,85326.0,Buckeye Farms,Construction Sand and Gravel,Abandoned,8/24/2006,Surface
203135,PORTABLE PLANT #2,,Queen Creek,Arizona,85243.0,PORTABLE PLANT #2,Construction Sand and Gravel,Abandoned,3/17/2014,Surface
203137,Stronghold Redi-Mix,233 E Grim Lane,Cochise,Arizona,85606.0,Stronghold Redi-Mix,Construction Sand and Gravel,Abandoned,3/26/2025,Surface
203138,Huachuca Concrete Wash Plant #2,2150 N Ocotillo,Benson,Arizona,85602.0,Huachuca Concrete Wash Plant #2,Construction Sand and Gravel,Abandoned,1/1/2012,Surface
203139,Sierra Mining and Crushing LLC,8665 S Alvernon Way,Tucson ,Arizona,85756.0,Sierra Mining and Crushing LLC,Construction Sand and Gravel,Abandoned,3/27/2018,Surface
203140,Brand X Pit,3645 E Geronimo Rd,Douglas,Arizona,85607.0,Brand X Pit,Construction Sand and Gravel,Abandoned,3/27/2008,Surface
203141,Chiricahua Bldg Supply,14393 S Hwy 191,Elfrida,Arizona,85610.0,Chiricahua Bldg Supply,Construction Sand and Gravel,Abandoned,5/1/2016,Surface
203149,Ranch Creek Sand & Gravel,"Portable, S.E. on U.S. Hwy. 70, MP258.3, 700 Rd. South ",San Carlos ,Arizona,85550.0,Ranch Creek Sand & Gravel,Construction Sand and Gravel,Abandoned,8/11/2022,Surface
203150,portable crusher # 1,4850  E. Perkinsville Road,Chino Valley,Arizona,86323.0,portable crusher # 1,Construction Sand and Gravel,Abandoned,8/10/2022,Surface
203152,D & B Portable,"Parcel 354-29-019, S19, T21N, R15W",Kingman,Arizona,86409.0,D & B Portable,Construction Sand and Gravel,Abandoned,2/11/2009,Surface
203153,Waldorf Astoria,21005 North Hwy 93,Dolan Springs,Arizona,86441.0,Waldorf Astoria,Construction Sand and Gravel,Abandoned,5/21/2008,Surface
203155,Sonora Rock & Sand-Coolidge LLC,HWY 287 & NaFzeiger Rd,Coolidge,Arizona,85228.0,Sonora Rock & Sand-Coolidge LLC,Construction Sand and Gravel,Abandoned,10/23/2008,Surface
203157,Sierra Pit,1 mile west on Patton Rd,Huachuca City,Arizona,85616.0,Sierra Pit,Construction Sand and Gravel,Abandoned,7/23/2007,Surface
203158,Mobile Screening Plant #20,9530 e. hills dr.,coolidge,Arizona,85228.0,Mobile Screening Plant #20,Construction Sand and Gravel,Abandoned,10/8/2008,Surface
203159,Huachuca,1 mile W of Hwy 90 on Patton Rd,Huachuca City,Arizona,85616.0,Huachuca,Construction Sand and Gravel,Abandoned,11/13/2008,Surface
203160,Indian Springs Plant,13845 West Indian Springs Road,Goodyear,Arizona,85338.0,Indian Springs Plant,Construction Sand and Gravel,Abandoned,9/13/2007,Surface
203164,Congress Mine,23850 S Ghost Town Road,Congress,Arizona,85332.0,Congress Mine,Construction Sand and Gravel,Abandoned,9/28/2007,Surface
203167,RINKER EL MIRAGE,portable ,Glendale,Arizona,85307.0,RINKER EL MIRAGE,Construction Sand and Gravel,Abandoned,3/17/2008,Surface
203168,Blue Bell Mine,Happy Valley Rd.,Mayer,Arizona,86333.0,Blue Bell Mine,Construction Sand and Gravel,Abandoned,3/15/2011,Surface
203169,19th Avenue,3640 S 19th ave,phoenix,Arizona,85009.0,19th Avenue,Construction Sand and Gravel,Abandoned,12/31/2007,Surface
203172,Portable Screen,1480 w frontage rd,Rio Rico,Arizona,85648.0,Portable Screen,Construction Sand and Gravel,Abandoned,12/14/2010,Surface
203175,Bradshaw Decorative Rock,4265 Hwy 69,Humboldt,Arizona,86333.0,Bradshaw Decorative Rock,Construction Sand and Gravel,Abandoned,5/24/2010,Surface
203176,Combs Materials DBA Gagnons Sand & Grave,400 W. Patton Rd. ,Huachuca City,Arizona,85616.0,Combs Materials DBA Gagnons Sand & Grave,Construction Sand and Gravel,Abandoned,2/7/2019,Surface
203178,Dale Hall Pit,464 S Picnic Creek Rd,Springerville,Arizona,85938.0,Dale Hall Pit,Construction Sand and Gravel,Abandoned,6/16/2009,Surface
203179,CEMEX - MAGUIREVILLE,216 E. Kimberly Way,Rim Rock,Arizona,86335.0,CEMEX - MAGUIREVILLE,Construction Sand and Gravel,Abandoned,3/18/2010,Surface
203180,1 B Mine,17705 W Southern Ave,Goodyear,Arizona,85338.0,1 B Mine,Construction Sand and Gravel,Abandoned,7/11/2007,Surface
203182,Glendale Plant,10070 W Northern,Glendale,Arizona,85307.0,Glendale Plant,Construction Sand and Gravel,Abandoned,9/23/2014,Surface
203186,A R A MATERIALS,400 S. Latilla,Dewey,Arizona,86327.0,A R A MATERIALS,Construction Sand and Gravel,Abandoned,3/16/2009,Surface
203192,1018 Old Coolidge,Portable Plant ,Coolidge,Arizona,85132.0,1018 Old Coolidge,Construction Sand and Gravel,Abandoned,8/24/2024,Surface
203193,"Oak Creek Sand & Gravel, Inc",Virden Rd(Hwy 92),Duncan,Arizona,85534.0,"Oak Creek Sand & Gravel, Inc",Construction Sand and Gravel,Abandoned,1/24/2011,Surface
203194,Rummel Crusher & Screener,7520 E. Adobe Drive,Scottsdale,Arizona,85255.0,Rummel Crusher & Screener,Construction Sand and Gravel,Abandoned,9/2/2025,Surface
203195,Vulcan 24th Street Pit,3705 S. 24th Street,Phoenix,Arizona,85040.0,Vulcan 24th Street Pit,Construction Sand and Gravel,Abandoned,8/2/2011,Surface
203196,Sun City,21801 N 115th Ave,Sun City,Arizona,85373.0,Sun City,Construction Sand and Gravel,Abandoned,5/28/2010,Surface
203200,Rio Rico Pit,1512 W. Frontage Rd,Rio Rico,Arizona,85648.0,Rio Rico Pit,Construction Sand and Gravel,Abandoned,8/11/2022,Surface
203201,Joe's Pit,0.3 miles south of Papermill Road,Taylor,Arizona,85939.0,Joe's Pit,Construction Sand and Gravel,Abandoned,6/5/2008,Surface
203202,Cooley Knoll Cinder Pit,0.4 miles west of Bourden Ranch Rd on Sutter Drive,,Arizona,85939.0,Cooley Knoll Cinder Pit,Construction Sand and Gravel,Abandoned,3/25/2008,Surface
203203,Plant #2,2801 S. 331st Avenue,Tonopah,Arizona,85354.0,Plant #2,Construction Sand and Gravel,Abandoned,5/3/2017,Surface
203210,Gillespie,30701 W Riggs Rd,Buckeye,Arizona,85326.0,Gillespie,Construction Sand and Gravel,Abandoned,4/28/2010,Surface
203212,Paulden Pit,23410 SR89,Paulden,Arizona,86335.0,Paulden Pit,Construction Sand and Gravel,Abandoned,10/1/2012,Surface
203213,Jack Rabbit,21209 W. Beloat Rd,Buckeye,Arizona,85326.0,Jack Rabbit,Construction Sand and Gravel,Abandoned,8/18/2010,Surface
203218,OMC,5115 West Case Junction,Prescott,Arizona,86305.0,OMC,Construction Sand and Gravel,Abandoned,9/22/2008,Surface
203220,Sonas Pit,Mile Post 46 of Hwy 72,Vicksberg,Arizona,85348.0,Sonas Pit,Construction Sand and Gravel,Abandoned,12/7/2010,Surface
203221,Brothers Mine,"Luepp Road, Milepost 441",Flagstaff,Arizona,86001.0,Brothers Mine,Construction Sand and Gravel,Abandoned,9/28/2011,Surface
203222,Gold Canyon Portable #1,various locations,various locations,Nevada,89045.0,Gold Canyon Portable #1,Construction Sand and Gravel,Abandoned,11/1/2012,Surface
203223,Blue Bird,North of Ashfork off of FS124 RTside apprx. 14 mile,Ashfork,Arizona,86320.0,Blue Bird,"Sand, Common",Abandoned,2/17/2012,Surface
203226,Mohave Quarry & Supply,5 miles East Bound Hwy 95 on Willow Rd,Mohave Valley,Arizona,86440.0,Mohave Quarry & Supply,Construction Sand and Gravel,Abandoned,6/11/2009,Surface
203228,Eagle 1400-45 Mobil,MM 196 SR95,Lake Havasu City,Arizona,86403.0,Eagle 1400-45 Mobil,Construction Sand and Gravel,Abandoned,5/1/2012,Surface
203229,Buckeye Plant #24,10423 S. Apache,Buckeye,Arizona,85326.0,Buckeye Plant #24,Construction Sand and Gravel,Abandoned,1/23/2012,Surface
203230,Portable Crushing Plant #1,1621 Rainbow Drive,Bullhead City,Arizona,864427816.0,Portable Crushing Plant #1,Construction Sand and Gravel,Abandoned,3/17/2010,Facility
203233,Linden Pit,1020 Pearce Road,Show Low,Arizona,85901.0,Linden Pit,Construction Sand and Gravel,Abandoned,3/22/2011,Surface
203236,Wentworth,11600 Wentworth Road,Sahuarita,Arizona,85629.0,Wentworth,Construction Sand and Gravel,Abandoned,8/15/2014,Surface
203237,Mission,18550 La Canada Drive,Sahuarita,Arizona,85629.0,Mission,Construction Sand and Gravel,Abandoned,11/1/2011,Surface
203238,SHEEPHILL PORTABLE CRUSHER,30534 W Sisson Rd,Gila Bend,Arizona,85337.0,SHEEPHILL PORTABLE CRUSHER,Construction Sand and Gravel,Abandoned,6/12/2009,Surface
203240,Hank's Pit,47447 N. US Hwy 60,Morristown,Arizona,85342.0,Hank's Pit,Construction Sand and Gravel,Abandoned,7/27/2009,Surface
203242,Combs Plant 2,5601 E. Highway 90,Sierra Vista,Arizona,85635.0,Combs Plant 2,Construction Sand and Gravel,Abandoned,11/18/2009,Surface
203244,Powerscreen,18550 La Canada Drive,Sahuarita,Arizona,85629.0,Powerscreen,Construction Sand and Gravel,Abandoned,4/19/2010,Surface
203245,Viewpoint,18550 La Canada Dr.,Sahuarita,Arizona,85629.0,Viewpoint,Construction Sand and Gravel,Abandoned,6/1/2011,Surface
203248,Power Screen #131,310 N Pasadena St,Gilbert,Arizona,85233.0,Power Screen #131,Construction Sand and Gravel,Abandoned,1/28/2022,Surface
203249,Dakota Blender,310 N Pasadena St,Gilbert,Arizona,85233.0,Dakota Blender,Construction Sand and Gravel,Abandoned,10/1/2015,Surface
203251,Santa Cruz Mobile 1,91 W. Old Ruby Road,Nogales,Arizona,85621.0,Santa Cruz Mobile 1,Construction Sand and Gravel,Abandoned,6/13/2011,Surface
203252,Pima Mobile 1,2435 W Curtis,Tucson,Arizona,85705.0,Pima Mobile 1,Construction Sand and Gravel,Abandoned,2/3/2014,Surface
203254,Warrior 1800 Screening Plant,36 W. Hwy 92,Bisbee,Arizona,85603.0,Warrior 1800 Screening Plant,Construction Sand and Gravel,Abandoned,8/18/2011,Surface
203255,DUMP PIT #2,highway 180,Alpine,Arizona,85920.0,DUMP PIT #2,Construction Sand and Gravel,Abandoned,8/11/2025,Surface
203260,"Samoht Rock & Sand, L.L.C.",5601 E. HWY 90,Sierra Vista,Arizona,85635.0,"Samoht Rock & Sand, L.L.C.",Construction Sand and Gravel,Abandoned,10/1/2012,Surface
203266,Oak Creek Materials LLC,Virden Rd Hwy 92,Duncan,Arizona,85534.0,Oak Creek Materials LLC,Construction Sand and Gravel,Abandoned,6/3/2011,Surface
203267,White Mountain Cinders,Transfer Site Road,Eagar,Arizona,85925.0,White Mountain Cinders,Construction Sand and Gravel,Abandoned,2/4/2013,Surface
203269,"Little Cedar Knoll Pit Fredonia, AZ","36 Deg 53' 21.32N, 112 Deg. 29' 02.75 W",Fredonia,Arizona,86022.0,"Little Cedar Knoll Pit Fredonia, AZ",Construction Sand and Gravel,Abandoned,7/12/2011,Surface
203272,Meridian Sand & Gravel,36 W Highway 92,Bisbee,Arizona,85603.0,Meridian Sand & Gravel,Construction Sand and Gravel,Abandoned,9/10/2012,Surface
203276,Osbourne Wash,"T10 N. 19W. Sec.34, Lot 7",Parker,Arizona,85344.0,Osbourne Wash,Construction Sand and Gravel,Abandoned,2/9/2016,Surface
203280,Portable # 4,Various,Various,Arizona,85140.0,Portable # 4,Construction Sand and Gravel,Abandoned,8/10/2022,Surface
203283,GoldenValley Rock & Materials LLC,5140 W Sonoita Dr,Golden Valley,Arizona,86413.0,GoldenValley Rock & Materials LLC,Construction Sand and Gravel,Abandoned,6/29/2013,Surface
203287,Slate Creek Pit,Slate Creek Rd,Tonto Basin,Arizona,85541.0,Slate Creek Pit,Construction Sand and Gravel,Abandoned,1/1/2012,Surface
203290,Gila Bend Wash Plant,30534 W. Sisson Road,Gila Bend,Arizona,85337.0,Gila Bend Wash Plant,Construction Sand and Gravel,Abandoned,1/2/2013,Surface
203291,Portable GF,340 Falcon Ridge Pkwy 700,Mesquite,Nevada,89027.0,Portable GF,Construction Sand and Gravel,Abandoned,10/1/2015,Surface
203293,Wellton Aggregate Plant,Mohawk Mountain Pit,Yuma,Arizona,85365.0,Wellton Aggregate Plant,Construction Sand and Gravel,Abandoned,8/25/2015,Surface
203295,Bryce Rocky Field,,Fort Thomas,Arizona,85536.0,Bryce Rocky Field,Construction Sand and Gravel,Abandoned,3/24/2022,Surface
203303,Western Ranch,00 Chisolom Trail,Bisbee,Arizona,85603.0,Western Ranch,Construction Sand and Gravel,Abandoned,12/14/2016,Surface
203304,PT#2,Corner of Ave Del Sol and Snyder Blvd,Sierra Vista,Arizona,85613.0,PT#2,Construction Sand and Gravel,Abandoned,8/26/2013,Surface
203306,Kaibeto Resources Crusher #1,HCR 33 #3170,Gallup,New Mexico,87301.0,Kaibeto Resources Crusher #1,Construction Sand and Gravel,Abandoned,2/17/2015,Surface
203310,Pyramid Mine,10519 S Big Bug Trail,Prescott Valley,Arizona,86314.0,Pyramid Mine,Construction Sand and Gravel,Abandoned,6/1/2020,Surface
203311,Quartzsite Pit,Gold Nugget Road,Quartzsite,Arizona,85346.0,Quartzsite Pit,Construction Sand and Gravel,Abandoned,8/12/2013,Surface
203318,Queen Creek Wash Plant,39245 North Schnepf RD,Queen Creek,Arizona,85242.0,Queen Creek Wash Plant,Construction Sand and Gravel,Abandoned,10/18/2022,Surface
203319,Florence Sunshine Concrete and Materials,2707 Diversion Dam Road,Florence,Arizona,85132.0,Florence Sunshine Concrete and Materials,Construction Sand and Gravel,Abandoned,11/8/2023,Surface
203320,FS Cinder Pits,FSR 518,Flagstaff,Arizona,86001.0,FS Cinder Pits,Construction Sand and Gravel,Abandoned,6/8/2020,Surface
203321,Fort Mohave,3000 Pass Canyon Road,Bullhead City,Arizona,86442.0,Fort Mohave,Construction Sand and Gravel,Abandoned,10/14/2014,Surface
203322,PC#3,"S. Hayhook Ranch Rd., 1mi south of SR86",Three Points,Arizona,85735.0,PC#3,Construction Sand and Gravel,Abandoned,8/24/2014,Surface
203323,Higley Wash Plant,3410 North Higley Rd,Mesa,Arizona,85215.0,Higley Wash Plant,Construction Sand and Gravel,Abandoned,11/2/2023,Surface
203326,Portable #8,Various,Phoenix,Arizona,85007.0,Portable #8,Construction Sand and Gravel,Abandoned,7/20/2016,Surface
203329,Plant 1,"US HWY 93 MP 102.7, Rt then 3mi from HWY",Wikeup,Arizona,85360.0,Plant 1,Construction Sand and Gravel,Abandoned,2/27/2015,Surface
203332,Sandretto Drive,4229 WILLOW CREEK RD,PRESCOTT,Arizona,86301.0,Sandretto Drive,Construction Sand and Gravel,Abandoned,12/3/2019,Surface
203337,Portable Crusher #1,"PORTABLE OPERATION. Currently Operating at TIMP PIT, In COCONINO COUNTY",Fredonia,Arizona,86052.0,Portable Crusher #1,Construction Sand and Gravel,Abandoned,10/1/2014,Surface
203339,BUCKEYE PIT,1422 BUCKEYE-APACHE RD.,BOWIE,Arizona,85605.0,BUCKEYE PIT,Construction Sand and Gravel,Abandoned,10/15/2014,Surface
203341,Higley,3410 N. Higley Road,Mesa,Arizona,85215.0,Higley,Construction Sand and Gravel,Abandoned,3/12/2015,Surface
203343,Mobile Unit,"1950 E. Adams., Ste. C",Show Low,Arizona,85901.0,Mobile Unit,Construction Sand and Gravel,Abandoned,6/15/2015,Surface
203355,New River Pit,46211 n. black canyon hwy,new river,Arizona,85087.0,New River Pit,Construction Sand and Gravel,Abandoned,1/29/2018,Surface
203360,Drake Mobile,21901 N. 115th Ave,Sun City,Arizona,85373.0,Drake Mobile,Construction Sand and Gravel,Abandoned,10/23/2017,Surface
203361,Apache Gold Boulder Mine,5502 W. Table Mesa Road,NewRiver,Arizona,85075.0,Apache Gold Boulder Mine,Construction Sand and Gravel,Abandoned,8/10/2022,Surface
