Mine ID,Mine Name,Street,City,State,Zip Code,Commodity,Mine Status,Status Date,Type of Mine
504194,Portable Crusher #1,8821 County Road 126,Carr,Colorado,80612.0,Construction Sand and Gravel,Intermittent,3/8/2021,Surface
504231,CR3,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Active,10/1/2019,Surface
504234,Lake County Crusher ,429 East 12th Street,LEADVILLE,Colorado,80461.0,Construction Sand and Gravel,Intermittent,5/26/2021,Surface
504241,Moores Pit,32905 Highway 141,Gateway,Colorado,81522.0,Construction Sand and Gravel,Active,6/24/2019,Surface
504250,Snare Construction Inc and Materials,13619 County Rd 1,Florissant,Colorado,80816.0,Construction Sand and Gravel,Intermittent,3/6/2024,Surface
504257,50-3-05 Portable Crushing Plant,702 GREGG DR,BUENA VISTA,Colorado,81211.0,Construction Sand and Gravel,Intermittent,1/25/2023,Surface
504296,Crusher 1,556 Struthers Avenue,Grand Junction,Colorado,81501.0,Construction Sand and Gravel,Intermittent,11/3/2023,Surface
504332,Amrize Platte Valley Plant,1859 N. US Highway 85,Brighton,Colorado,80602.0,Construction Sand and Gravel,Active,11/28/2014,Surface
504356,FCM Crusher 4 (CSP#4),9755 CR 213,Durango,Colorado,81301.0,Construction Sand and Gravel,Intermittent,11/18/2025,Surface
504358,PORTABLE CRUSHER,12 South,La Jara,Colorado,81140.0,Construction Sand and Gravel,Intermittent,3/2/2016,Surface
504359,Portable Plant 1,Portable,Ft. Collins,Colorado,80521.0,Construction Sand and Gravel,Intermittent,11/1/2022,Surface
504384,Portable Unit #4,270 S 15th Street,Canon City,Colorado,81212.0,Construction Sand and Gravel,Intermittent,11/6/2023,Surface
504402,Merrill Pit,SH 285,Jefferson,Colorado,80440.0,Construction Sand and Gravel,Intermittent,8/23/2022,Surface
504418,Platte Sand and Gravel,10500 WCR 38,Milliken,Colorado,80543.0,Construction Sand and Gravel,Intermittent,2/20/2025,Surface
504435,WASH PLANT & PORTABLE SCREEN,3251 RBC #4,Meeker,Colorado,81641.0,Construction Sand and Gravel,Active,11/6/2023,Surface
504442,50-3-22 Portable Wash Plant,702 GREGG DR,BUENA VISTA,Colorado,81211.0,Construction Sand and Gravel,Intermittent,4/5/2021,Surface
504476,Amrize Distel Plant,1587 Weld County Road 20 1/2,Longmont,Colorado,80504.0,Construction Sand and Gravel,Active,10/5/2011,Surface
504481,Carbondale Plant,014682 State Highway 82,Carbondale,Colorado,81623.0,Construction Sand and Gravel,Active,10/1/2018,Surface
504495,Portable Crusher #2,8821 County Road 126,Carr,Colorado,80612.0,Construction Sand and Gravel,Intermittent,3/23/2021,Surface
504496,CRUSHER #1,Many Locations,Portable,Colorado,81023.0,Construction Sand and Gravel,Intermittent,9/4/2024,Surface
504498,Baca County District II Screening Plant,"741 Main Street, Suite 1",Springfield,Colorado,81073.0,Construction Sand and Gravel,Intermittent,3/7/2024,Surface
504509,Penrose Ranch Gravel Pit,1481 State Highway 120,Florence,Colorado,81226.0,Construction Sand and Gravel,Active,10/1/2016,Surface
504513,PORTABLE #1,,,Colorado,,Construction Sand and Gravel,Intermittent,3/6/2025,Surface
504520,Northern Portable Plant #21,Portable,Fort Collins,Colorado,80821.0,Construction Sand and Gravel,Intermittent,9/20/2024,Surface
504524,DISTRICT #3 SCREEN PLANT,"741 Main Street, Suite 1",Springfield,Colorado,81073.0,Construction Sand and Gravel,Intermittent,5/20/2020,Surface
504526,Northern Portable Plant #12,1801 N. Taft Hill Rd. ,Ft. Collins,Colorado,80521.0,Construction Sand and Gravel,Active,6/24/2019,Surface
504540,PORTABLE CRUSHER #2,1111 H St,Greeley,Colorado,80632.0,Construction Sand and Gravel,Intermittent,11/1/2022,Surface
504546,Steincrusher LLC,5083 HWY 348,Delta,Colorado,81416.0,Construction Sand and Gravel,Active,6/24/2019,Surface
504549,WP 3,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,TempIdle,6/17/2024,Surface
504554,Portable Crusher #1,7040 Hwy 160 W,Alamosa,Colorado,81101.0,Construction Sand and Gravel,Active,11/6/2023,Surface
504557,New Haycamp,31000 cr.s.5,Dolores,Colorado,81323.0,Construction Sand and Gravel,Active,11/18/2025,Surface
504562,#204-RC II,27661 Hwy 160,Durango,Colorado,81301.0,Construction Sand and Gravel,Active,2/23/2024,Surface
504565,Washplant 3,556 Struthers Avenue,Grand Junction,Colorado,815013826.0,Construction Sand and Gravel,TempIdle,1/7/2025,Surface
504585,WP2,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Intermittent,12/13/2017,Surface
504586,Crusher 1,311 31 Road,Grand Junction,Colorado,81503.0,Construction Sand and Gravel,Intermittent,10/1/2025,Surface
504592,Leone Huerfano Gravel Pit,3251 CR 614 Cross St 611,Walsenburg,Colorado,81089.0,Construction Sand and Gravel,Intermittent,11/1/2022,Surface
504593,Crusher 3,4910 Old Airport Road,Moab,Utah,84532.0,Construction Sand and Gravel,TempIdle,12/5/2025,Surface
504594,HP 300 (Crusher 4),556 Struthers Avenue,Grand Junction,Colorado,815013826.0,Construction Sand and Gravel,Intermittent,11/6/2020,Surface
504599,ROUTT COUNTY PRIMARY CRUSHER,Portable/Various Locations,Steamboat Springs,Colorado,80477.0,Construction Sand and Gravel,Intermittent,10/7/2019,Surface
504615,Inouye Gravel Mine,12210 County Road 14.5,Fort Lupton,Colorado,80621.0,Construction Sand and Gravel,Active,10/1/2018,Surface
504616,Track Plant 1,556 Struthers Avenue,Grand Junction,Colorado,815013826.0,Construction Sand and Gravel,TempIdle,12/9/2024,Surface
504624,SP 2,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Intermittent,10/1/2018,Surface
504634,Glacier Rock Pit,12691 N. E. Frontage Road ,Wellington,Colorado,80549.0,Construction Sand and Gravel,Intermittent,11/6/2023,Surface
504641,Milner Pit,38205 Routt County Road 179,Milner,Colorado,80487.0,Construction Sand and Gravel,Intermittent,4/22/2025,Surface
504645,Crusher 2,556 Struthers Avenue,Grand Junction,Colorado,815013826.0,Construction Sand and Gravel,Intermittent,4/5/2023,Surface
504648,WAGNER PIT,6000 Hwy 394,Craig,Colorado,81625.0,Construction Sand and Gravel,Intermittent,3/31/2025,Surface
504653,GARDNER PIT,22995 RCR B,Yampa,Colorado,80483.0,Construction Sand and Gravel,Active,5/8/2024,Surface
504656,CR4,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Active,10/1/2025,Surface
504658,WEST RIFLE PIT,25028 Highway 6,Rifle,Colorado,81650.0,Construction Sand and Gravel,Active,10/1/2025,Surface
504680,Suncore West Colorado,686 23 RD,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Active,1/15/2024,Surface
504681,115 WP,8490 HWY 66,Platteville,Colorado,80651.0,Construction Sand and Gravel,Active,5/17/2013,Surface
504687,CRUSHER #2,5017 Graneros Road,Colorado ,Colorado,81019.0,Construction Sand and Gravel,Active,9/30/2024,Surface
504697,50-3-03 PORTABLE WASH PLANT II,881 CR 11A,Leadville,Colorado,80461.0,Construction Sand and Gravel,Intermittent,6/9/2025,Surface
504706,Portable Crusher #3,CR RD 185,Kim,Colorado,81049.0,Construction Sand and Gravel,Intermittent,9/10/2024,Surface
504714,Pit Number One,26520 Co Rd 301,Buena Vista,Colorado,81211.0,Construction Sand and Gravel,Intermittent,3/3/2025,Surface
504716,Castle Rock Rock LLC,4900 S I-25 FRONTAGE RD,Castle Rock,Colorado,80104.0,Construction Sand and Gravel,Intermittent,7/16/2024,Surface
504717,CRUSHER 1,1200 E 1st St,CRAIG,Colorado,81625.0,Construction Sand and Gravel,Intermittent,10/1/2016,Surface
504739,CR5,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Active,1/3/2024,Surface
504740,CR6,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Active,1/3/2024,Surface
504741,SP3,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Intermittent,11/2/2018,Surface
504746,Crusher #6,556 Struthers Avenue,Grand Junction,Colorado,81501.0,Construction Sand and Gravel,Intermittent,10/1/2025,Surface
504750,Robins Portable,5101 Hwy 285,Antonito,Colorado,81120.0,Construction Sand and Gravel,Active,7/26/2019,Surface
504753,Green/Croissant,25930 WCR #13,Johnstown,Colorado,80534.0,Construction Sand and Gravel,Active,2/1/2013,Surface
504756,Jeffco Gravel Mine,10888 Highway 93,Golden,Colorado,80403.0,Construction Sand and Gravel,Active,1/6/2003,Surface
504765,Baca Co Portable Crusher,"741 Main St, Suite 1",Springfield,Colorado,81073.0,Construction Sand and Gravel,TempIdle,8/23/2022,Surface
504770,TUCKER CUSTOM SERVICE,16507 RD GG,ROCKY FORD,Colorado,81067.0,"Sand, Common",Intermittent,5/24/2021,Surface
504774,50-10 Aggregate Prep Plant,26005 CR 301,Buena Vista,Colorado,81211.0,Construction Sand and Gravel,Intermittent,10/1/2020,Surface
504785,Bennett Pit,10992 CR 23,Ft Lupton,Colorado,80621.0,Construction Sand and Gravel,Intermittent,11/1/2022,Surface
504788,Portable Screening Plant,21300 St. Charles Road,Pueblo,Colorado,81006.0,Construction Sand and Gravel,Intermittent,8/22/2025,Surface
504796,Whitewater #71,2937 D Road,Grand Junction,Colorado,81504.0,Construction Sand and Gravel,Intermittent,11/6/2018,Surface
504800,Coulson Portable Wash Plant,2165 S.E. 14th Street,Loveland,Colorado,80537.0,Construction Sand and Gravel,Intermittent,2/8/2005,Surface
504817,Crusher #3 Portable,Many Locations ,Portable ,Colorado,81023.0,Construction Sand and Gravel,Active,1/25/2023,Surface
504832,Wash Plant #5,9755 CR 213,Durango,Colorado,81301.0,Construction Sand and Gravel,Active,1/16/2024,Surface
504834,SP4,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Intermittent,12/21/2018,Surface
504835,CR7,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Active,12/18/2023,Surface
504836,CR8,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Active,12/18/2023,Surface
504841,Riverbend Sand and Gravel,12673 County Road 6,Brighton,Colorado,80603.0,Construction Sand and Gravel,Active,2/1/2013,Surface
504853,Portable Screening Plant,County Road 143 (oak Creek Grade),Canon City,Colorado,81212.0,Construction Sand and Gravel,Intermittent,9/16/2024,Surface
504854,Portable Crusher #1,1960 36th Lane,Pueblo,Colorado,81006.0,Construction Sand and Gravel,Active,10/5/2020,Surface
504862,Amrize Scout Island,1620 Holly Avenue,Greeley,Colorado,80631.0,Construction Sand and Gravel,Active,5/13/2016,Surface
504866,Black Canyon Aggregate Inc,4608 Sundown Road,Delta,Colorado,81416.0,Construction Sand and Gravel,Active,10/1/2025,Surface
504873,Washplant 1,556 Struthers Avenue,Grand Junction,Colorado,81501.0,Construction Sand and Gravel,Intermittent,3/31/2021,Surface
504875,Portable Crusher #4,37325 Hwy 96,Pueblo,Colorado,81006.0,Construction Sand and Gravel,Active,11/3/2015,Surface
504876,Portable Screener #1 ,1170 Red Canyon Road,Canon City,Colorado,81212.0,Construction Sand and Gravel,Intermittent,8/30/2021,Surface
504878,Yevoli Cobblestone Pit,267Fremont Co.Rd 835C,"Florence,",Colorado,81226.0,Construction Sand and Gravel,Active,5/19/2020,Surface
504881,Silt Plant,6533 County Rd 346,Silt,Colorado,81652.0,Construction Sand and Gravel,Active,10/4/2011,Surface
504887,CR10,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Active,1/23/2024,Surface
504888,CR9,2273 River Road,Grand Junction,Colorado,81505.0,Construction Sand and Gravel,Active,1/23/2024,Surface
504889,Amrize Solberg Pit,5254 North Curtis Rd,Peyton,Colorado,80831.0,Construction Sand and Gravel,Active,10/4/2011,Surface
504897,Pioneer 2148 Portable Jaw Crusher,26000 Hwy 285 S,Buena Vista,Colorado,81211.0,Construction Sand and Gravel,Active,8/23/2022,Surface
504912,County Road 23 Pit,1254 County Road 23,Ridgway,Colorado,81432.0,Construction Sand and Gravel,Intermittent,10/2/2023,Surface
504915,Nissen Gravel Mine,23400 Weld County Road 58,Greeley,Colorado,80631.0,Construction Sand and Gravel,Active,7/19/2021,Surface
504927,Portable,480 South Union Street,Florence,Colorado,81226.0,Construction Sand and Gravel,Intermittent,6/21/2022,Surface
504932,ASTEC 2512K Screening Plant,27661 Hwy 160,Durango,Colorado,81301.0,Construction Sand and Gravel,Intermittent,10/9/2025,Surface
504942,Allen Pit,44580 Hwy 9,Fairplay,Colorado,80440.0,Construction Sand and Gravel,Intermittent,8/23/2022,Surface
504946,Overlook Mine,2579 County Road 894,Granby,Colorado,80446.0,Construction Sand and Gravel,Intermittent,3/7/2025,Surface
504948,Portable Unit #3,270 South 15th Street,Canon City,Colorado,81212.0,Construction Sand and Gravel,Intermittent,7/20/2021,Surface
504949,Plant #1,32260 Road S,Dolores,Colorado,81323.0,Construction Sand and Gravel,Intermittent,10/9/2025,Surface
504951,Orr Pit,1144 33rd Lane,Pueblo,Colorado,81006.0,Construction Sand and Gravel,Intermittent,1/7/2024,Surface
504963,Metso,595 Taylor,Craig,Colorado,81625.0,Construction Sand and Gravel,Intermittent,7/1/2024,Surface
504965,CRUSHER 2,1200 E. 1ST STREET,CRAIG,Colorado,81625.0,Construction Sand and Gravel,Intermittent,4/23/2025,Surface
504966,3B WASH PLANT,1200 E. 1ST STREET,CRAIG,Colorado,81625.0,Construction Sand and Gravel,Active,10/1/2025,Surface
504968,Kleemann MS15Z-AD,1087 E Holiday Drive,Pueblo West,Colorado,81007.0,Construction Sand and Gravel,Active,6/29/2020,Surface
504978,Screen Plant,3001 North Townsend Avenue,Montrose,Colorado,81401.0,Construction Sand and Gravel,TempIdle,10/29/2024,Surface
504981,Upland Pit #3 ,410 35 Road,Palisade,Colorado,81526.0,Construction Sand and Gravel,Intermittent,2/22/2016,Surface
504999,Wash Plant 2,14195 Hwy 115,Florence,Colorado,81226.0,Construction Sand and Gravel,Active,4/27/2022,Surface
505000,Portable Plant 1,WCR 71 & WCR 138,Hereford,Colorado,80631.0,Construction Sand and Gravel,Active,6/29/2020,Surface
505003,Steamboat Sand and Gravel Pit,32199 Fisker Trail,Steamboat Springs,Colorado,80487.0,Construction Sand and Gravel,Intermittent,8/23/2022,Surface
505009,Crossfire 4 Corners Plant #1,23865 CO-172,Ignacio,Colorado,81137.0,Construction Sand and Gravel,Active,1/16/2024,Surface
505012,Urie Gravel Pit (Permit M-2009-038),1847 County Rd 46,Rangely,Colorado,81648.0,Construction Sand and Gravel,Intermittent,10/1/2018,Surface
505015,Portable Crusher #1,801 8th St.Suit 220F,Greely,Colorado,80631.0,Construction Sand and Gravel,Active,5/13/2016,Surface
505023,Portable Unit Eljay1140,800 Garden Park Rd.,Canon City,Colorado,81212.0,Construction Sand and Gravel,Intermittent,8/3/2020,Surface
505026,West Farm Pit-Dry Screen Operation,9485 County Road HH .5,Lamar,Colorado,81052.0,Construction Sand and Gravel,Active,5/10/2016,Surface
505028,Portable Crusher# 1,6875 Townsend Road,Delta,Colorado,81416.0,Construction Sand and Gravel,Intermittent,6/13/2023,Surface
505030,FIRESTONE GRAVEL RESOURCE,12248 County Road 15,Firestone,Colorado,80504.0,Construction Sand and Gravel,Active,11/4/2015,Surface
505031,O'Rourke Pit at South Fork,411 County Rd 18,South Fork,Colorado,81154.0,Construction Sand and Gravel,TempIdle,11/25/2025,Surface
505033,Crusher 4,7707 3R Road S,Beulah,Colorado,81023.0,Construction Sand and Gravel,Intermittent,6/12/2023,Surface
505036,Portable Crusher# 2,64669 Ranger Road,Montrose,Colorado,81403.0,Construction Sand and Gravel,Intermittent,5/14/2018,Surface
505037,Astec Fold'n Go,"1541 Stockyard Rd, Pueblo, CO",Pueblo,Colorado,81001.0,Construction Sand and Gravel,Intermittent,10/1/2019,Surface
505040,Portable Crusher #6,0685 Hayden Creek Rd.,Coaldale,Colorado,81222.0,Construction Sand and Gravel,Intermittent,1/20/2021,Surface
505041,Portable Crusher # 5,1960 36th Lane,Pueblo,Colorado,81006.0,Construction Sand and Gravel,Active,2/10/2021,Surface
505042,50-3-19 Nordberg 3054 Jaw Crusher,702 Gregg Drive,Buena Vista,Colorado,81211.0,Construction Sand and Gravel,Active,4/27/2022,Surface
505043,Chavers Mining Resource,12367 WCR 8,Fort Lupton,Colorado,80621.0,Construction Sand and Gravel,Active,7/20/2020,Surface
505045,Crossfire Piedra Wash Plant    ,12577 US Hwy 151,Pagosa Springs,Colorado,81147.0,Construction Sand and Gravel,Intermittent,6/26/2023,Surface
505046,Morton Lakes ,11778 HWY 52,Ft. Lupton ,Colorado,80621.0,Construction Sand and Gravel,Active,10/1/2016,Surface
505047,Crusher 5,691 Trimble Lane,Durango,Colorado,81301.0,Construction Sand and Gravel,Intermittent,4/3/2025,Surface
505048,Portable Plant 2,WCR 71 & WCR 138,Hereford,Colorado,80631.0,Construction Sand and Gravel,Intermittent,11/6/2023,Surface
505049,Tomichi No 1,43188 E. Hwy 50,Gunnison,Colorado,81230.0,Construction Sand and Gravel,Intermittent,5/1/2016,Surface
505050,Gould Construction,4067 CR-154,Glenwood springs,Colorado,81601.0,Construction Sand and Gravel,TempIdle,3/9/2023,Surface
505055,Southwest Crushing Portable Jaw Crusher,"0.85 miles west on PMS lane, from the intersection of PMS Lane & Rd 402",Clayton,New Mexico,88415.0,Construction Sand and Gravel,Active,11/6/2023,Surface
505058,County Road 23 Pit Rental Crusher,1254 County Road 23,Ridgway,Colorado,81432.0,Construction Sand and Gravel,Intermittent,4/16/2018,Surface
505061,Portable Unit Extec,270 S 15th Street,Canon City,Colorado,81212.0,Construction Sand and Gravel,Intermittent,2/28/2023,Surface
505064,Buffalo Hunter Load,1445 County Road 255,Silver Cliff,Colorado,81252.0,Construction Sand and Gravel,Intermittent,4/27/2022,Surface
505074,Sterling Screening Plant,20758 Riverside Dr,Sterling,Colorado,80751.0,Construction Sand and Gravel,Intermittent,11/6/2020,Surface
505076,Spider Screen,27661 Hwy 160,Durango,Colorado,81301.0,Construction Sand and Gravel,Intermittent,10/9/2025,Surface
505080,HP 300/ LT 106 Jaw Crusher,52212 Hwy 9 ,Alma,Colorado,80420.0,Construction Sand and Gravel,Intermittent,6/9/2021,Surface
505085,Heartland Aggregate Mining,1215 Platte Drive,Fairplay,Colorado,80440.0,Construction Sand and Gravel,Active,8/23/2022,Surface
505086,Western Gravel Inc.,3001 NORTH TOWNSEND AVENUE,MONTROSE,Colorado,81401.0,Construction Sand and Gravel,Active,8/7/2019,Surface
505087,Kan-Rock Pit,2355 Rd 4 ,Richfield ,Kansas,67953.0,Construction Sand and Gravel,Active,1/25/2023,Surface
505091,Colorado Portable Barge,18298 Barlow Rd.,Ft. Morgan,Colorado,80701.0,Construction Sand and Gravel,Intermittent,11/6/2023,Surface
505097,Portable Screen,7040 W. US Highway 160,Alamosa,Colorado,81101.0,Construction Sand and Gravel,TempIdle,11/20/2025,Surface
505101,North Weld Gravel Pit,46355 CR 39,Nunn,Colorado,80648.0,Construction Sand and Gravel,Active,10/6/2020,Surface
505102,Mule Creek Gravel Pit,21094 STATE HIGHWAY 67 ,Divide ,Colorado,80814.0,Construction Sand and Gravel,Active,11/1/2022,Surface
505106,JH Sand & Gravel Pit #1,640 Ln 15,Manzanola,Colorado,81058.0,Construction Sand and Gravel,Active,2/28/2022,Surface
505111,Amrize Phillips (McCloskey 89822),4288 County Road 19,FLORENCE,Colorado,81226.0,Construction Sand and Gravel,Intermittent,3/7/2024,Surface
505121,Portable Wash Plant #3,12021 County Road A,Manzanola,Colorado,81058.0,Construction Sand and Gravel,Intermittent,8/23/2022,Surface
505127,Hunt Water Res #2,17499 CO-60,Platteville,Colorado,80651.0,Construction Sand and Gravel,Active,10/28/2021,Surface
505130,Snowstorm,5200 Hwy 9,Fairplay,Colorado,80440.0,Construction Sand and Gravel,Intermittent,4/26/2021,Surface
505131,PVRE Pit #1,119 Edith Ave,Sterling,Colorado,80751.0,Construction Sand and Gravel,Intermittent,11/16/2020,Surface
505132,Nelson Mining Resource,6755 WCR 26,Longmont,Colorado,80504.0,Construction Sand and Gravel,Intermittent,11/6/2023,Surface
505133,ERA - 1,100 Airport Road,Gypsum,Colorado,81637.0,Construction Sand and Gravel,Active,8/23/2022,Surface
505134,Ashley Pit,County road 32,Gunnison,Colorado,81230.0,Construction Sand and Gravel,Intermittent,5/5/2025,Surface
505135,Crusher #5,Many Locations,Portable,Colorado,81023.0,Construction Sand and Gravel,Intermittent,2/12/2025,Surface
505138,Ragsdale Reservoirs,9067 US Highway 85,Fort Lupton,Colorado,80621.0,Construction Sand and Gravel,Active,4/16/2024,Surface
505141,Amrize RP2 (Rock Pit #2),HWY 120 & County Rd 112,Florence,Colorado,81240.0,Construction Sand and Gravel,Intermittent,1/11/2022,Surface
505145,SPYDER SCREEN PLANT,12577 US HWY 151,PAGOSA SPRINGS,Colorado,81147.0,Construction Sand and Gravel,Intermittent,10/1/2025,Surface
505151,Steincrusher LLC,5083 HWY 348,Delta,Colorado,81416.0,Construction Sand and Gravel,Active,4/10/2024,Surface
505152,Antero Gravel Pit,TBD,Hartsel,Colorado,80449.0,Construction Sand and Gravel,Intermittent,6/18/2022,Surface
505154,Loudwire Quarry ,2493 CR 37 E ,Lyons,Colorado,80540.0,Construction Sand and Gravel,Intermittent,1/26/2023,Surface
505156,Wash Plant,"37757 US HWY 40 Kremmling,CO 80459",Kremmling,Colorado,80459.0,Construction Sand and Gravel,Intermittent,6/10/2025,Surface
505158,Pit-26 Nix,8133 County Road 28,Platteville,Colorado,80651.0,Construction Sand and Gravel,Intermittent,10/8/2022,Surface
505163,Portable Crusher #9,839 Mackenzie ave,Canon City,Colorado,81212.0,Construction Sand and Gravel,Intermittent,3/28/2023,Surface
505164,Portable 2,3001 NORTH TOWNSEND AVENUE,MONTROSE,Colorado,81401.0,Construction Sand and Gravel,Intermittent,4/5/2023,Surface
505165,Young Ranch Resource,1 Quarry Road,Central City,Colorado,80427.0,Construction Sand and Gravel,Intermittent,3/27/2023,Surface
505166,Poudre Ponds Pit,1013 N. 25th Avenue,Greeely,Colorado,80631.0,Construction Sand and Gravel,Intermittent,3/27/2023,Surface
505167,Irwin Thomas,9601 N. 119th St.,Longmont,Colorado,80501.0,Construction Sand and Gravel,Intermittent,3/28/2023,Surface
505168,Rancho Rosado Pit,69019 County Road 66T,Crestone,Colorado,81131.0,Construction Sand and Gravel,Intermittent,4/24/2023,Surface
505169,Knox Pit,2716 W CR 54G,Laporte,Colorado,80524.0,Construction Sand and Gravel,Intermittent,6/12/2024,Surface
505170,O'Rourke Pit at South Fork,Home Base 27701 Road T,Dolores,Colorado,81323.0,Construction Sand and Gravel,Active,10/9/2025,Surface
505171,VIP Mine,929 Cedar St.,Nunn,Colorado,80648.0,Construction Sand and Gravel,Intermittent,5/12/2023,Surface
505175,New Wash Plant,22186 SH-145,Dolores,Colorado,81323.0,Construction Sand and Gravel,Intermittent,6/29/2023,Surface
505183,Durango Gravel J&J Pit,995 Hwy. 3,Durango,Colorado,81301.0,Construction Sand and Gravel,Intermittent,1/20/2025,Surface
505187,400 Patriot,27661 Hwy 160,Durango,Colorado,81301.0,Construction Sand and Gravel,Active,1/15/2025,Surface
505188,Rock Tran LLC,31100 US HWY 385,Granada,Colorado,81041.0,"Sand, Common",Intermittent,10/1/2024,Surface
505189,Robins Portable 2,9501 County Road 11,Antonito,Colorado,81120.0,Construction Sand and Gravel,Intermittent,10/1/2024,Surface
505191,Ewing Gravel Pit,7501 US 85 ,Ft Lupton,Colorado,80621.0,Construction Sand and Gravel,Intermittent,9/10/2024,Surface
505192,Two Rivers ,14822 CR396,Evans ,Colorado,80543.0,Construction Sand and Gravel,Intermittent,3/4/2025,Surface
505193,DENM,20993 HWY 60,Platteville,Colorado,80651.0,Construction Sand and Gravel,Intermittent,9/16/2024,Surface
505194,Sweet Valley Reservoir Complex,19529 CO-60,Platteville,Colorado,80651.0,Construction Sand and Gravel,Intermittent,7/22/2024,Surface
505195,Crushing & Mobile Screening #1,County Road 28 & JJ,McClave,Colorado,81052.0,Construction Sand and Gravel,Intermittent,12/17/2024,Surface
505196,CAS Rental Crusher and Screen,23865 SH-172,Ignacio,Colorado,81137.0,Construction Sand and Gravel,Intermittent,3/17/2025,Surface
505198,Best Sand and Gravel,6454 Graff Road,Delta,Colorado,81416.0,Construction Sand and Gravel,Intermittent,5/15/2025,Surface
505200,wash plant1,"Baculite Mesa Rd,    ",Pueblo,Colorado,80017.0,Construction Sand and Gravel,Intermittent,5/6/2025,Surface
505201,Portable Plant 2,951 N 25th Ave,Greeley,Colorado,80631.0,Construction Sand and Gravel,Intermittent,7/30/2025,Surface
505203,Goodmiller 2 Pit ,39435 CR 115 ,Raymer,Colorado,80742.0,Construction Sand and Gravel,NewMine,11/20/2025,Surface
600173,BOGUE MILL ,255 Bogue Road,Harwinton,Connecticut,6791.0,Construction Sand and Gravel,Active,5/8/2025,Surface
600221,BRICKYARD PIT AND MILL,105 Brickyard Road,Farmington,Connecticut,6032.0,Construction Sand and Gravel,Active,11/29/2024,Surface
600225,Danielson Pit & Mill,32 Beatrice Ave,Danielson,Connecticut,6239.0,Construction Sand and Gravel,Active,11/1/1994,Surface
600249,PLANT 1,205 MUNYAN ROAD,PUTNAM,Connecticut,6260.0,Construction Sand and Gravel,Active,3/9/2012,Surface
600251,Granby Notch Pit,536 Salmon Brook St.,Granby,Connecticut,6035.0,Construction Sand and Gravel,Intermittent,1/28/1997,Surface
600272,CENTURY ACQUISITIONS ,49 CLAYTON RD,CANAAN,Connecticut,6018.0,Construction Sand and Gravel,Active,11/29/2024,Surface
600274,Adelman Sand & Gravel Inc,34 Bozrah Street,Bozrah,Connecticut,6334.0,Construction Sand and Gravel,Intermittent,5/31/1985,Surface
600304,EAST CANAAN PIT & MILL ,12 CASEY HILL ROAD,EAST CANAAN,Connecticut,6024.0,Construction Sand and Gravel,Active,8/4/2022,Surface
600393,AMERICAN INDUSTRIES INC,630 PLAINFIELD RD,JEWETT CITY,Connecticut,6351.0,Construction Sand and Gravel,Intermittent,1/11/2022,Surface
600399,DESIATO PIT AND MILL,999 Stafford Road,Storrs,Connecticut,6268.0,Construction Sand and Gravel,Active,11/29/2024,Surface
600400,Windham Materials LLC,360 Plains Rd,Windham,Connecticut,6280.0,Construction Sand and Gravel,Active,9/20/2001,Surface
600411,HAIN MATERIALS CORP,249 WINDHAM CENTER RD,WINDHAM,Connecticut,62800245.0,Construction Sand and Gravel,Active,3/23/2023,Surface
600418,Osga Pit,424 BETHEL RD,GRISWOLD,Connecticut,6351.0,Construction Sand and Gravel,Intermittent,6/1/2020,Surface
600445,ROUTE 32 PLANT,9 George Drive,Willington,Connecticut,6279.0,Construction Sand and Gravel,Active,3/16/2020,Surface
600446,Waskiewicz Pit & Plant,SOUTH CANTERBURY ROAD,CANTERBURY,Connecticut,6331.0,Construction Sand and Gravel,Intermittent,6/17/2024,Surface
600536,ANDREW ANSALDI COMPANY,186 Bidwell Street,Manchester,Connecticut,6040.0,Construction Sand and Gravel,Intermittent,5/30/2001,Surface
600595,NUS,984 PORTLAND-COBALT RD,PORTLAND,Connecticut,6480.0,Construction Sand and Gravel,Intermittent,3/24/1983,Surface
600613,Barnes Concrete Co Inc,873 Providence Pike,Putnam,Connecticut,6260.0,Construction Sand and Gravel,Active,6/22/2022,Surface
600615,"SEGALLA SAND & GRAVEL, INC",112 ALLYNDALE RD,NORTH CANAAN,Connecticut,6018.0,Construction Sand and Gravel,Active,3/3/2006,Surface
600653,Richard P Baldi Jr,MILLER ROAD,COLCHESTER,Connecticut,6415.0,Construction Sand and Gravel,Intermittent,1/7/2010,Surface
