Mine ID,Mine Name,Street,City,State,Zip Code
1301879,Killam Or Bainbridge Pit,N/A,N/A,Iowa,N/A
1301880,CHEROKEE NORTH,na,Cherokee,Iowa,51012
1301881,Bainbridge Pit,N/A,N/A,Iowa,N/A
1301882,Chatsworth Or Van Woudenberg Pit,N/A,N/A,Iowa,N/A
1301883,#1,16344 Otter Ave,Lemars,Iowa,51031
1301884,Thomas,N/A,N/A,Iowa,N/A
1301885,Portable #360,4571 Barnes Road,Larrebee,Iowa,51029
1301889,Oshers Sand And Gravel Pit,N/A,N/A,Iowa,N/A
1301890,Wernimont Pit,N/A,N/A,Iowa,N/A
1301891,Backhaus,N/A,N/A,Iowa,N/A
1301893,Little Cedar Pit,N/A,N/A,Iowa,N/A
1301894,Pederson Pit,N/A,N/A,Iowa,N/A
1301895,Nelson Pit,N/A,N/A,Iowa,N/A
1301896,Collins Pit,N/A,N/A,Iowa,N/A
1301897,Voss Pit,N/A,N/A,Iowa,N/A
1301898,Dieters Pit,N/A,N/A,Iowa,N/A
1301899,Boon Pit,N/A,N/A,Iowa,N/A
1301900,Lems Pit,N/A,N/A,Iowa,N/A
1301901,Lyon County Pits,N/A,N/A,Iowa,N/A
1301902,White Pit,N/A,N/A,Iowa,N/A
1301903,Sac City Pit,N/A,N/A,Iowa,N/A
1301904,Thorn Pit,N/A,N/A,Iowa,N/A
1301905,Tegeler Sand Pit,N/A,N/A,Iowa,N/A
1301906,Karr Sand And Gravel,N/A,N/A,Iowa,N/A
1301907,Washplant / Crusher,1741 Ashley Avenue,Larchwood,Iowa,51241
1301908,Russels Sand And Gravel Pit,N/A,N/A,Iowa,N/A
1301909,Neppel Pit,N/A,N/A,Iowa,N/A
1301910,Solberg Pit,N/A,N/A,Iowa,N/A
1301912,Clause Or Richardson Pits,N/A,N/A,Iowa,N/A
1301913,Childress Pit,N/A,N/A,Iowa,N/A
1301914,Armstrong Pit,N/A,N/A,Iowa,N/A
1301915,Hurd Pit,N/A,N/A,Iowa,N/A
1301916,Clarksville Wash Crew #2,2010 Kenwood Ave. / P.O. Box 430,New Hampton,Iowa,50659
1301917,Croft Sand Pit,1848 Kelly Ave. ,Fort Dodge,Iowa,50501
1301918, Portable Dredge Dept 483,2647 225th Street,DeWitt,Iowa,52742
1301919,PORTABLE SAND PLANT,N/A,N/A,Iowa,N/A
1301927,RIVERSIDE SAND PLANT & PIT,N/A,N/A,Iowa,N/A
1301928,Harold Peterson Pit,N/A,N/A,Iowa,N/A
1301929,Ramsey Pit,N/A,N/A,Iowa,N/A
1301931,Brakke Pit,N/A,N/A,Iowa,N/A
1301932,Dudley Pit,N/A,N/A,Iowa,N/A
1301933,Wrede Pit,N/A,N/A,Iowa,N/A
1301934,Milford Pit,N/A,N/A,Iowa,N/A
1301935,Jensen Pit,N/A,N/A,Iowa,N/A
1301937,Nichols Sand & Gravel Pit,N/A,N/A,Iowa,N/A
1301938,Troy Mills Sand Pit,N/A,N/A,Iowa,N/A
1301940,Maquoketa Pit,N/A,N/A,Iowa,N/A
1301941,Van Gelder-Hiemstra Pit,N/A,N/A,Iowa,N/A
1301945,Harms-Riherd Pit,N/A,N/A,Iowa,N/A
1301946,Stupka Pit,N/A,N/A,Iowa,N/A
1301948,Ross Pit,N/A,N/A,Iowa,N/A
1301949,Riekena Pit,N/A,N/A,Iowa,N/A
1301950,Frederick Pit,N/A,N/A,Iowa,N/A
1301951,Mesiter Pit,N/A,N/A,Iowa,N/A
1301952,Adel Pit,N/A,N/A,Iowa,N/A
1301956,Wetherell Pit,N/A,N/A,Iowa,N/A
1301958,Nielsen Pit,N/A,N/A,Iowa,N/A
1301963,Site #1,6101 Blairs Ferry Road,Cedar Rapids,Iowa,52411
1301965,Goosie Pit,N/A,N/A,Iowa,N/A
1301967,Miller Sand Pit,N/A,N/A,Iowa,N/A
1301969,Meyers Pit,N/A,N/A,Iowa,N/A
1301973,Beecher Sand Ltd,N/A,N/A,Iowa,N/A
1301974,Otto Pit,N/A,N/A,Iowa,N/A
1301975,Von Arb Pit,N/A,N/A,Iowa,N/A
1301978,Valley Plant,N/A,N/A,Iowa,N/A
1301985,Blazek Corporation,1804 Ridgeway Blvd.,Lawler,Iowa,52154
1301996,Baldwin Sand,N/A,N/A,Iowa,N/A
1301998,Ulmer Pit & Plant,N/A,N/A,Iowa,N/A
1302001,Van Meter Plant & Pit,N/A,N/A,Iowa,N/A
1302007,Stephen Sand Pit,N/A,N/A,Iowa,N/A
1302013,Wernimont Gravel,N/A,N/A,Iowa,N/A
1302016,Pit #2,N/A,N/A,Iowa,N/A
1302017,Plant #1,N/A,N/A,Iowa,N/A
1302019,Exira Pit,N/A,N/A,Iowa,N/A
1302020,Keokuk Contractors Sandpit,N/A,N/A,Iowa,N/A
1302022,ARMY POST ROAD,N/A,N/A,Iowa,N/A
1302024,WIRTJERS PIT,N/A,N/A,Iowa,N/A
1302025,Portable Plant #1,Shasta Ave,Sac City,Iowa,50583
1302026,Peters Pit,N/A,N/A,Iowa,N/A
1302027,Reissner Sand & Gravel Pit,N/A,N/A,Iowa,N/A
1302029,Andera Sand Pit,N/A,N/A,Iowa,N/A
1302034,Portable Sand & Gravel Plant #1,N/A,N/A,Iowa,N/A
1302036,Portable Sand & Gravel Plant #3,N/A,N/A,Iowa,N/A
1302037,Alden Portable Sand,17243 Co. Hwy D-20,Alden,Iowa,50006
1302039,Portable Wash Plant #1,N/A,N/A,Iowa,N/A
1302041,La Porte City Sand,N/A,N/A,Iowa,N/A
1302043,Harris Pit,N/A,N/A,Iowa,N/A
1302044,Keith Hagedorn Const. portable,15218 250th. Ave.,Spirit Lake,Iowa,51360
1302045,PCP #6,2401 SE Tones Drive Suite 13,Ankeny,Iowa,50021
1302046,Pit #1,N/A,N/A,Iowa,N/A
1302047,PIT #2,2335 213th Ave,Milford,Iowa,51351
1302053,Craft Sand,N/A,N/A,Iowa,N/A
1302056,Plant No 3,3808 Old Highway 61,Burlington,Iowa,52601
1302057,Portable Sand 1,Portable,Dyersville,Iowa,520400246
1302064,Sand & Gravel Plant #1,N/A,N/A,Iowa,N/A
1302065,Gateway Sand & Gravel,N/A,N/A,Iowa,N/A
1302069,PORTABLE DRILL DEPT 533,2647 225th Street,DeWitt,Iowa,52742
1302074,Portable Crushing Dept 435,2647 225th Street,DeWitt,Iowa,52742
1302077,Portable Wash/Crushing Plant,101 BMC Drive,Elk Run Heights,Iowa,50707
1302078,Margae Farms Incorporated,N/A,N/A,Iowa,N/A
1302079,PCP #9,na,Lakeview,Iowa,51450
1302080,Portable Plant 518,N/A,N/A,Iowa,N/A
1302081,Wash Plant 501,N/A,N/A,Iowa,N/A
1302082,Portable Crushing Plant #1,N/A,N/A,Iowa,N/A
1302083,Portable Wash Plant #1,N/A,N/A,Iowa,N/A
1302084,Crusher Plant No 1,N/A,N/A,Iowa,N/A
1302085,PORTABLE CRUSHER #1,N/A,N/A,Iowa,N/A
1302098,Green Limestone Sand Plant,1000 S. GRAND AVE,CHARLES CITY,Iowa,50616
1302099,Green Limestone Gravel Plant,1000 S Grand Ave,Charles City,Iowa,50616
1302109,Portable Sand Plant #1,N/A,N/A,Iowa,N/A
1302110,DREDGE & WASH PLANT NO 5,900 MONTGOMERY ST,DECORAH,Iowa,52101
1302113,PORTABLE CRUSHING PLANT #204,24541 150th St.,Sumner,Iowa,50674
1302117,PORTABLE SAND PLANT #501,24541 150th St.,Sumner,Iowa,50674
1302120,Portable Sand Plant #1,120th St.,Lanesboro,Iowa,51436
1302127,DUSEK SAND & GRAVEL LTD.,N/A,N/A,Iowa,N/A
1302132,Portable Sand 2,2021 325th Avenue,Dyersville,Iowa,52040
1302143,Portable Sand & Gravel Plant #5,N/A,N/A,Iowa,N/A
1302145,PWP #1,NA,Lakeview,Iowa,51450
1302147,Conn Pit,N/A,N/A,Iowa,N/A
1302148,MOLO PORTABLE #1,N/A,N/A,Iowa,N/A
1302149,Fostoria Plant,517 3rd St,Lakeview,Iowa,51450
1302152,Knife River Portable Plant #1,600 Hwy. 175,Stratford,Iowa,52101
1302154,Portable #1,N/A,N/A,Iowa,N/A
1302155,Portable #2,N/A,N/A,Iowa,N/A
1302162,Portable Plant #1,N/A,N/A,Iowa,N/A
1302163,Williams Sandpit,4059 Izaak Walton Road SE,Iowa City,Iowa,52240
1302165,Portable Plant #1,600 Highway 175,Stratford,Iowa,50249
1302170,Portable Rock Drill #316,24541 150th St.,Sumner,Iowa,50674
1302171,Cone Crusher 575,N/A,N/A,Iowa,N/A
1302172,Portable Wash Plant #3,N/A,N/A,Iowa,N/A
1302174,WRIGHT,724 Brentwood Ave,Scranton,Iowa,51462
1302176,PWP #4,na,Ankeny ,Iowa,50021
1302177,Port. Plant #7 & #2 Stripping Crew,na,Des Moines,Iowa,50316
1302180,DES MOINES NORTH SAND,N/A,N/A,Iowa,N/A
1302181,Lee County Sand & Gravel,2671 240th Street,Ft. Madison,Iowa,52627
1302182,PORTABLE #3,N/A,N/A,Iowa,N/A
1302183,Portable #1,5074 Hwy 3,Cherokee,Iowa,51012
1302184,Knife River Portable Plant #2,2220 Hawkye Drive,Sioux City,Iowa,51105
1302190,PRP #5,9119 Northpark Drive,Johnston,Iowa,50021
1302191,Portable Sand Plant #2,110th St,Lake City,Iowa,51449
1302193,WALLINGFORD PIT,N/A,N/A,Iowa,N/A
1302194,KNAAK SAND,N/A,N/A,Iowa,N/A
1302204,Portable Sand Plant #105,14300 300th Court,Mason City ,Iowa,50401
1302207,PLANT #839 PORTABLE SAND 2,N/A,Iowa Falls,Iowa,50126
1302208,Linn County Sand,6580 Old River Road,Ely,Iowa,52227
1302210,PORTABLE WASH PLANT #2,N/A,N/A,Iowa,N/A
1302212,DUSEK SAND & GRAVEL LTD.,N/A,N/A,Iowa,N/A
1302214,Portable #1,301 S. Center,Wall Lake,Iowa,51466
1302215,Wapello County Sand & Rock,6733 120th Ave.,Ottumwa,Iowa,52501
1302218,PCP #7,5550 NE 22nd Street,Des Moines,Iowa,50316
1302222,45418,4787 Shadow Wood Drive NE,Sauk Rapids,Minnesota,56379
1302223,Becker Portable Plant #3,2220 Hawkeye Drive,Sioux City,Iowa,51105
1302226,ZUPKE CRUSHER #1,1008 Jackson Ave.,Oelwein,Iowa,50662
1302227,PORTABLE SCREEN,2120 330th Street,Osage,Iowa,50461
1302230,Stripping Crew #3,900 Montgomery St,Decorah,Iowa,52101
1302231,DREDGE,1108  Hwy 59 So,Schleswig,Iowa,51461
1302233,FOLAND MINE WASH PLANT,N/A,N/A,Iowa,N/A
1302234,FOLAND MINE SCREEN PLANT,N/A,N/A,Iowa,N/A
1302235,PORTABLE CRUSHER #1,1447 Highway 86,Spirit Lake,Iowa,51360
1302239,ARMSTRONG PIT,N/A,N/A,Iowa,N/A
1302240,PCP #2,na,Des Moines,Iowa,50316
1302241,LGEX-Perm-Larrabee,4521 Barnes Road,Larrabee,Iowa,51029
1302243,The Power Plant Pit,4300 Power Plant Road,Palo,Iowa,52341
1302246,Portable Wash 1,2021 325th Avenue,Dyersville,Iowa,52040
1302249,SAND  PLANT,10659 SHAW RD,ANAMOSA,Iowa,52205
1302250,PORTABLE SCREENER #1,1447 Highway 86,Spirit Lake,Iowa,51360
1302254,HEAVEN BOUND PIT,N/A,N/A,Iowa,N/A
1302257,BARD DREDGE 2,N/A,N/A,Iowa,N/A
1302258,PRESTON WASH PLANT,46794 Hwy 64 E,Preston,Iowa,52069
1302262,Jefferson Sand,255th Streeet,Jefferson ,Iowa,50129
1302265,"Erlandson Transportation, Inc.",2258 Carroll Ave.,Sergeant Bluff,Iowa,51054
1302269,Lounsbury Sand & Gravel,6000 Raccoon River Dr.,West Des Moines,Iowa,50266
1302270,Metso Wash Plant,141 West 4th Street,St. Ansgar,Iowa,50472
1302272,Pit #1,1073 188th Rd,Boone,Iowa,500367294
1302273,Screening Plant 1,796 Leaf Road,Boone,Iowa,50036
1302274,Wetherell Sand & Gravel Inc.,4285  55th Avenue,Linn Grove,Iowa,51033
1302275,Dirt Crew 1,2010 Kenwood Ave / P.O. Box 430,New Hampton,Iowa,50659
1302276,Commander Plant,1574 375 Ave,Estherville,Iowa,51334
1302277,Tesab #623 Crusher,901 South 3rd Street,Armstrong,Iowa,50514
1302279,Crusher (S Pit),1741 Ashley Ave.,Larchwood,Iowa,51241
1302281,Boyd Pit,200th Street & Tyler Ave,Ocheyedan,Iowa,51354
1302282,Westfield Pit,22491 Highway 12,Westfield,Iowa,51062
1302285,Jeppesen Pits,5857 - 100th St.,Sibley,Iowa,51249
1302287,Screen #1 McDowell & Sons Lime Company,23558 - 130th Street,Iowa Falls,Iowa,50126
1302288,Knife River Screen Plant #1,2220 Hawkeye Drive,Sioux City,Iowa,51105
1302289,Knife River Wash Plant #2,2220 Hawkeye Drive,Sioux City,Iowa,51105
1302290,Saylorville Sand,1591 NW 54th Ave,Des Moines,Iowa,50322
1302293,Portable Screen #1,"2401 SE Tones Dr, Suite 13",Ankeny,Iowa,50021
1302294,Portable Screen Plant #2,10331 SW 64th Ave.,West Des Moines,Iowa,50265
1302295,Portable #381,1006 Preston Blvd.,Corretionville,Iowa,51016
1302296,Portable Screen Plant,1108 Hwy. 59 South,Schleswig,Iowa,51461
1302298,C & R Gravel Inc,3943 Chestnut Ave,Hawarden,Iowa,51023
1302300,PCP #4,9119 Northpark Drive,Johnston,Iowa,50131
1302301,Golay Farms Inc,320th. St. ,Coon Rapids,Iowa,50058
1302302,Plant #1,1924 Hwy 141,Bayard,Iowa,50029
1302303,Sand and Gravel Crew Number One (1),10229 Hwy 16,Eldon,Iowa,52554
1302306,Pleasant Hill,1450 S. Pleasant Hill Blvd.,Pleasant Hill,Iowa,50317
1302309,Oakland Pit,Rual,Oakland,Iowa,51560
1302310,Portable Wash Plant #1,14826 Hawk Drive,Douds,Iowa,52551
1302311,PSP #3,"2401 SE Tones Dr, Suite 13",Ankeny,Iowa,50021
1302313,PSP #4,2401 SE Tones Drive #13,Ankeny,Iowa,50021
1302314,LGEX-Perm-Crocker,1006 Preston Blvd,Correctionville,Iowa,51016
1302315,Raccoon River Sand,10050 Raccoon River Dr.,West Des Moines,Iowa,50266
1302316,Iowa Grading 2,11252 Aurora Ave.,Des Moines,Iowa,50322
1302318,Walker Enterprises,10042 Hwy. S. 45,Iowa Falls,Iowa,50126
1302319, Plant #1,3483 Perkins Avenue,Lake View,Iowa,51450
1302320,Alden Shop,17243 Hwy 941,Iowa Falls,Iowa,50006
1302321,PSP #5,5550 NE 22nd Street,Des Moines,Iowa,50316
1302322,PSP #6,"2401 SE Tones Dr, Suite 13",Ankeny,Iowa,50021
1302323,Portable Stripping # 2,"2401 SE Tones Dr, Suite 13",Ankeny,Iowa,50021
1302324,PSP #8,"2401 SE Tones Dr, Suite 13",Ankeny,Iowa,50021
1302325,Portable #361,Various Locations,Akron ,Iowa,51001
1302326,Douglas Rutter,3185 190th. Street,Spencer,Iowa,51301
1302327,Van Meter Pit,3379 R Ave.,Van Meter,Iowa,50216
1302328,Stripping Crew #3,5550 NE 22nd Street,Des Moines,Iowa,50316
1302329,Portable Wash Plant #7,5550 NE 22nd Street,Des Moines,Iowa,50316
1302330,Crusher 2,1447 Highway 86,Spirit Lake,Iowa,51360
1302331,PSP #8,"2401 SE Tones Dr, Suite 13",Ankeny,Iowa,50021
1302333,Extec Portable Screen Plant,1408 hwy 44 Suite 800,Harlan,Iowa,51537
1302336,PWP #8,"2401 SE Tones Dr, Suite 13",Ankeny,Iowa,50021
1302337,Raymond Shop & Wash Plant,6900 Dubuque Rd,Raymond,Iowa,50667
1302340,Wash Plant #1,20503 240th Street,Mason City,Iowa,50401
1302341,Stratford Shop,600 Highway 175,Stratford,Iowa,50249
1302344,Portable #364,4521 Barnes Road,Larrabee,Iowa,51029
1302346,LGEX-Perm-Washta,6586 HWY 31,Washta,Iowa,51061
1302350,Duren Sand and Gravel,5030 Monument Ave.,Stacyville,Iowa,50476
1302353,Portable Wash Plant,24412 Hwy. 13,Elkader,Iowa,52043
1302354,Portable Sand Plant #3,11975 Hawthorne ave,Breda,Iowa,51436
1302361,Knife River Stripping Crew,2220 Hawkeye Drive,Sioux City,Iowa,51105
1302363,Van Wyk Gravel Pit,3099 Nest Ave,Sheldon,Iowa,51201
1302366,Old Johnston Pit ,5801 NW Beaver Drive,Johnston,Iowa,50131
1302378,Blairsferry Dredge Dept. 487,6101 Blairs Ferry Road,Cedar Rapids,Iowa,52411
1302386,Portable Wash Plant,46794 Hwy 64 E,Preston,Iowa,52069
1302387,Wash Plant # 4,2010 Kenwood Ave.,New Hampton,Iowa,50659
1302388,Portable Wash Plant # 3,10229 Hwy 16 (Home Base Site),Eldon ,Iowa,52554
1302390,Portable Plant #1,2663 Osceola avenue,Otho,Iowa,50569
1302391,Portable #2,15218 250th Ave.,Spirit Lake,Iowa,51360
1302392,LOG WASHER 1,2010 Kenwood Ave / P.O. Box 430.,New Hampton,Iowa,50659
1302394,Lake View  Boyer,1208 South Center Street,Wall Lake,Iowa,51466
1302395,Wash Plant #3-IA,2010 Kenwood Ave / P.O. Box 430.,New Hampton,Iowa,50659
1302397,Portable Stripping,"2401 SE Tones Dr, Suite 13",Ankeny,Iowa,50021
1302400,Portable #365,16485 Hwy. 12,Akron,Iowa,51001
1302401,Portable #390,6586 Hwy.31,Washta,Iowa,51061
1302402,Portable #386,305th Street ,Volin,South Dakota,57072
1302403,Portable #383,6586 Hwy. 31,Washta,Iowa,51061
1302404,Portable #363,6586 HWy. 31,Washta ,Iowa,51061
1302408,Mohr Sand & Gravel PWP #1,1550 370th St.,Lake City,Iowa,51449
1302409,Dirt Crew # 2,2010 Kenwood Ave. /  P.O.Box 430,New Hampton,Iowa,50659
1302415,Cascade-Locher Pit,505 East Main Street,Epworth,Iowa,52045
1302418,Parkersburg Wash Plant,22956 310th Ave.,Parkersburg,Iowa,50665
1302419,PCP #1,5031 Jackson Ave ,Orange City,Iowa,51041
1302421,Portable Wash Plant,2334 Juniper Ave,Fairfield,Iowa,52556
1302422,Portable Plant #2,600 Highway 175,Stratford,Iowa,50249
1302423,Stripping #1,600 Highway 175,Stratford,Iowa,50249
1302425,Portable Washplant #1,29427 Hwy. 52,Bellevue,Iowa,52031
1302426,Stephenson Sand Plant,6012 River Rd,Eldon,Iowa,525548090
1302427,Plant #1,260th Street,Early,Iowa,50535
1302430,Portable Screening / Wash Plant,600 Highway 175,Stratford,Iowa,50249
1302434,Clarksville Sand Pit,16168 Royal Ave,Clarksville,Iowa,50619
1302436,Screen Plant #1,900 Montgomery St,DECORAH,Iowa,52101
1302439,Screening Plant CCM #1,1343 Hwy 105 W,Northwood ,Iowa,50429
1302442,Saylorcreek Sand Company LLC,1600 N.W. 66th Ave.,Des Moines,Iowa,50313
1302444,Atlantic Pit,53597 650 th Street,Atlantic,Iowa,50022
1302445,Woolstock,1480 330th St,Woolstock,Iowa,50599
1302446,Portable Wash Plant 2,2021 325th Ave,Dyersville,Iowa,52040
1302448,Portable Sand Plant #4,28472 110th St,Lake City,Iowa,51449
1302453,Fredonia Sand Plant,16235 County Rd G 40,Columbus Junction,Iowa,52738
1302455,Rainbow Quarry 1,1208 Peterson Hollow Drive,Waukon,Iowa,52172
1302456,Cinles Lake,4451 Kennedy Ave,Alton,Iowa,51003
1302457,Portable Screening/Washplant #2,600 Highway 175 / PO Box 229,Stratford,Iowa,50249
1302458,Sassman's Pit,3655 300th Ave,Dickens,Iowa,51333
1302459,Stripping Crew Dept 620,2647 225th Street,"DeWitt, Iowa",Iowa,52742
1302460,Portable Plant #3,600 Highway 175,Stratford,Iowa,50249
1302462,271 Plant,4851 260th Street,Ringsted,Iowa,50578
1302463,MONEY PIT LLC 1,1850 TANAGER AVE,OCHEYEDAN,Iowa,51354
1302466,Precision Gravel,1072 570 Street,Cherokee,Iowa,51012
1302467,Knopik Sand and Gravel Inc.,1574 375th Ave.,Estherville,Iowa,51334
1302468,Diamond Pit,1775 280th Street,Spencer,Iowa,51301
1302471,Coburg Quarry,250th & Q Street,Coburg,Iowa,51566
1302473,Rogers Rock & Sand,10225 Forest Chapel Road,Anamosa,Iowa,52205
1302474,Rogers Rock & Sand ,10225 Forest Chapel Road ,Anamosa,Iowa,52205
1302475,Mohr Sand & Gravel PCP #1,1550 370th St,Lake City,Iowa,51449
1302476,Portable Screening/Washplant #3,600 Highway 175,Stratford,Iowa,50249
1302477,Stripping Crew,1775 Old 6 Road,Brooklyn,Iowa,52211
1302478,CE- Plant #2,1201 3rd Ave,Alton,Iowa,51003
1302479,MONEY PIT LLC #2,1749 TANAGER AVE,OCHEYEDAN,Iowa,51354
1302482,Portable #2,114 N. Vine St.,West Union,Iowa,52175
1302483,Airport Pit ,700 25th st. ,Mason City,Iowa,50401
1302484,Legacy Materials,35740 Ute Court,Booneville,Iowa,50038
1302485,Crushing 2,46794 Hwy 64 ,Preston,Iowa,52069
1302486,Portable Wash Plant 2,46794 Hwy 64 ,Preston,Iowa,52069
1302488,INROADS Sand & Gravel,3034 560th Avenue,Des Moines,Iowa,50317
1302490,Algona Pesicka Pit,170th St Irvington Twp,Lu Verne,Iowa,50560
1302491,JED Rock and Sand,4839 150th St,Elma,Iowa,50625
1302492,Four Seasons Crushing,12630 BEAVERDALE RD,WEST BURLINGTON,Iowa,52655
1302501,NISS Excavation Rock Quarry ,14340  300th St. ,Mason City,Iowa,50401
1302503,Booneville West Plant,30129 360th street,Booneville,Iowa,50038
1302504,DSM Portable Sand ,2911 Main Street Rd,Marshalltown,Iowa,50158
1302505,Specialty Products Dept. 482,2647 225th Street,DeWitt,Iowa,52742
1302507,Wash Plant,1101 150th St,Algona,Iowa,50511
1302509,Sanders Pit,3315 330th Str,Lake View,Iowa,51450
1302510,United Dredging Y171,2025 Mason Ave,Anthon,Iowa,51004
1302511,Four Seasons Crushing,12630 Beaverdale Rd.,West Burlington,Iowa,52655
1302512,Anderson Quarry,1760 205th St,Humboldt,Iowa,50548
1302513,Cantera Stripping Crew,110th Avenue,Plano,Iowa,52544
1302514,Zimmerman pit,1212 220th st ,Ionia,Iowa,50645
1302515,"Recker Rock Products, LLC",37565 Alpha Ave,Strawberry Point,Iowa,52076
1302516,Site 1,905 center st,cedar falls,Iowa,50613
1302519,Big Wheels,15206 250th Ave.,Spirit Lake,Iowa,51360
1400037,Portable Sand Plant #1,1350 Smoky Hill River Rd.,Hays,Kansas,67601
1400355,P901 Sand Pit,"1127 D, SE 10 Road",Ellinwood,Kansas,67526
1400419,Clay Center Mine,1125 18TH RD,CLAY CENTER,Kansas,67432
1400425,Haynes Sand,N/A,N/A,Kansas,N/A
1400426,Lawrence Dredge,N/A,N/A,Kansas,N/A
1400434,Larry Werth Sand Pit,N/A,N/A,Kansas,N/A
1400435,River Sand Plant,N/A,N/A,Kansas,N/A
1400450,Clemence Pit & Thomas Dredge,N/A,N/A,Kansas,N/A
1400453,Huber Sand Pit #4,509 South Main,Piercville,Kansas,67846
1400454,Builders No 3 Dredge And Plant,N/A,N/A,Kansas,N/A
1400458,Raymond Sand & Gravel,1743 3rd Road,Raymond,Kansas,67573
1400459,Arkansas Sand Company Incorporated,N/A,N/A,Kansas,N/A
1400460,Associated Material & Supply Co Inc Plan,N/A,N/A,Kansas,N/A
1400464,Blue River Sand & Gravel,667 Highway 9,Blue Rapids,Kansas,66411
1400466,BRYANT S & G PIT,N/A,N/A,Kansas,N/A
1400467,Builders No 1 Dredge And Plant,N/A,N/A,Kansas,N/A
1400469,Builders No 2 Dredge And Plant,N/A,N/A,Kansas,N/A
1400473,Kansas Sand Plant #2,N/A,N/A,Kansas,N/A
1400475,Davis & Sons Sand Sales,N/A,N/A,Kansas,N/A
1400476,Dodge City Pit,10800 Marshall Road,Dodge City,Kansas,67801
1400477,West Robbins Sand Plant,N/A,N/A,Kansas,N/A
1400478,Eakin Sand & Gravel,Highway 56,Larned,Kansas,67550
1400479,FINLAYSON GRAVEL CO,N/A,N/A,Kansas,N/A
1400481,CONCORDIA MINE,105 INDUSTRIAL RD,CONCORDIA,Kansas,66901
1400483,VIC'S SAND PIT,N/A,N/A,Kansas,N/A
1400484,GRAVEL & CONCRETE INC.,7010 N Nickerson Rd,NICKERSON,Kansas,675619061
1400485,Gray County ,1/2 MILE S OF INGALLS,INGALLS,Kansas,67853
1400486,Haigh Pit,N/A,N/A,Kansas,N/A
1400489,Hi-Grade Sand Company,N/A,N/A,Kansas,N/A
1400490,MUNCIE DREDGE PLANT #5,9501 Woodend Road,Edwardsville,Kansas,66211
1400494,Shawnee-Plant #2,25355 West 43rd Street,Shawnee,Kansas,66226
1400495,Hoskinson Sand And Gravel,110 N Mohawk Rd,Hutchinson,Kansas,67501
1400498,Hy-Grade Construction & Materials Incorp,N/A,N/A,Kansas,N/A
1400499,Frazier Pit or Plant #1,Hwy 83,Liberal,Kansas,67901
1400501,HUTCHINSON SAND PLANT,3401 East Ave. G,Hutchinson,Kansas,67501
1400503,Valencia Sand Pit #1,In a Cornfield,Topeka,Kansas,66608
1400505,Kerr Sand Company,N/A,N/A,Kansas,N/A
1400506,KAW Sand Plant,2099 S. Manhattan Ave.,Manhattan,Kansas,66502
1400507,Kinsley Pit,1229 120th Ave,Kinsley,Kansas,67547
1400508,Larned Sand & Gravel Inc,1068 Sandpit Road,Larned ,Kansas,675500227
1400510,Mc Farland Gravel Company,N/A,N/A,Kansas,N/A
1400512,Miles Sand Incorporated,N/A,N/A,Kansas,N/A
1400514,Plant 9100,N/A,N/A,Kansas,N/A
1400516,Mt Hope Sand Company Inc,11506 S WORTHINGTON RD,HAVEN,Kansas,67543
1400518,Mueller Sand & Gravel Co Inc,N/A,N/A,Kansas,N/A
1400519,Plant I,1348 N Oliver,Mulvane,Kansas,67110
1400521,Big River Sand Pit No 1,N/A,N/A,Kansas,N/A
1400522,Oxford Sand and Gravel,1438 122nd Road,Oxford,Kansas,67119
1400525,Partin Sand & Gravel Pit,N/A,N/A,Kansas,N/A
1400532,C-K Pit,N/A,N/A,Kansas,N/A
1400535,"HEFT & SONS, LLC",Ave 43,Haviland,Kansas,67059
1400536,Rockwell Pit And Plant,N/A,N/A,Kansas,N/A
1400537,Smith Sand Co Pit No 1,N/A,N/A,Kansas,N/A
1400539,Muncie Creek Dredge And Plant,N/A,N/A,Kansas,N/A
1400540,JNS,33-19-12,Great Bend,Kansas,67530
1400542,Superior Sand & Gravel Company Incorpora,N/A,N/A,Kansas,N/A
1400543,Wichita Sand and Gravel,3500 N. West Street,Wichita,Kansas,67204
1400545,Lyons Plant,N/A,N/A,Kansas,N/A
1400546,Topeka Sand And Gravel Pit And Plant,N/A,N/A,Kansas,N/A
1400547,Big River Sand Co #4,N/A,N/A,Kansas,N/A
1400548,Holmoka Pit,N/A,N/A,Kansas,N/A
1400550,Big River Sand Pit #2,N/A,N/A,Kansas,N/A
1400551,Victory Sand & Gravel Incorporated,N/A,N/A,Kansas,N/A
1400554,Miller Brother Construction Sand Pit,N/A,N/A,Kansas,N/A
1400555,Wabaunsee County Sand Plant,N/A,N/A,Kansas,N/A
1400557,Klaver Construction Products Pratt Sand,1301 W 10TH ST,PRATT,Kansas,67124
1400558,Big River Sand & Gravel Pit,N/A,N/A,Kansas,N/A
1400624,Kingsbury,4501 N. West Street,Wichita,Kansas,67205
1400638,Scandia Pit No 2,N/A,N/A,Kansas,N/A
1400660,HAYS PIT NO A-2,RURAL ROUTE WAKEENEY,WAKEENEY,Kansas,67672
1400665,Pit #4,N/A,N/A,Kansas,N/A
1400666,Mc Comb Pit,N/A,N/A,Kansas,N/A
1400695,Plant 9200,N/A,N/A,Kansas,N/A
1400746,Armstrong Sand & Gravel Pit & Plant,N/A,N/A,Kansas,N/A
